,grid_id,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,Incident_ID,Service_Area,Date,Hour,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
0,7127,True,10.5,0.4,1984.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394418,Weesp,2022-02-21,12,8.2435,76.970634,4.4435,0.35314322,0.7,0.7,0.0,0.0,53.0,993.5,993.5,44.96687,284.37003,78.12,5.7935004,6.6935,7.4935,9.6935,0.758,0.748,0.726,0.682
1,7744,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443450,Anton,2023-11-02,17,10.2435,75.44858,6.0935,2.3629527,0.1,0.1,0.0,0.0,51.0,970.5,970.5,47.33007,194.98761,82.439995,9.8435,11.2435,12.7935,13.9435,0.746,0.744,0.718,0.635
2,7811,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415280,Weesp,2022-11-17,2,10.3435,88.6075,8.5435,4.5006027,1.3,1.3,0.0,0.0,61.0,984.8,984.8,37.446922,127.971664,65.88,9.2435,9.893499,11.8435,13.5435,0.741,0.649,0.558,0.608
3,8052,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283204,Anton,2017-09-13,15,16.2045,54.82075,7.1045003,10.290183,0.0,0.0,0.0,0.0,1.0,998.6,997.8929,35.457714,254.6938,75.24,15.9545,14.6545,15.3545,13.804501,0.683,0.658,0.502,0.605
4,8773,True,12.0,0.0,2004.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433549,Anton,2023-07-05,11,13.537001,86.26903,11.287001,8.472247,0.4,0.4,0.0,0.0,51.0,1007.4,1007.2801,37.457306,256.0973,66.96,13.387,16.387,15.987,10.837001,0.688,0.434,0.538,0.66
5,8773,True,12.0,0.0,2004.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434279,Anton,2023-07-05,11,13.537001,86.26903,11.287001,8.472247,0.4,0.4,0.0,0.0,51.0,1007.4,1007.2801,37.457306,256.0973,66.96,13.387,16.387,15.987,10.837001,0.688,0.434,0.538,0.66
6,9099,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82564,Anton,2009-05-26,6,16.780499,95.64395,16.0805,16.319456,0.8,0.8,0.0,0.0,53.0,1006.5,1006.26294,17.533146,199.17911,23.759998,16.1805,15.830501,11.830501,8.3805,0.544,0.532,0.579,0.657
7,9111,True,10.333,0.0,2004.8,9.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,393446,Anton,2022-02-18,17,7.6435003,69.13753,2.3435,-1.7727671,0.0,0.0,0.0,0.0,2.0,987.2,987.2,52.675762,245.36162,100.079994,8.5435,7.9935,7.4435,9.7935,0.733,0.73,0.705,0.679
8,9111,True,10.333,0.0,2004.8,9.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,394178,Anton,2022-02-20,12,9.143499,87.90205,7.2435,2.5951014,1.3,1.3,0.0,0.0,61.0,1003.0,1003.0,40.03938,236.73856,65.520004,7.9935,6.5935,7.4935,9.7435,0.741,0.739,0.711,0.68
9,9459,True,8.679,0.0,2004.214,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,134781,Anton,2013-02-02,15,4.5435004,64.1212,-1.6565,-1.0987871,0.0,0.0,0.0,0.0,1.0,1011.7,1011.7,22.461807,338.36905,45.0,4.7435,4.0435004,4.3435,9.4935,0.716,0.721,0.703,0.694
10,9465,True,4.816,0.0,1998.905,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,47273,Anton,2007-01-20,10,11.387,82.91568,8.587001,5.497755,0.2,0.2,0.0,0.0,51.0,1007.3,1007.1791,37.84283,242.21616,72.36,10.037001,8.937,8.987,11.687,0.715,0.721,0.712,0.624
11,9806,True,10.889,0.0,1775.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,9.0,0.0,341128,Anton,2020-02-10,16,7.2305,69.79525,2.0805,-1.526782,0.0,0.0,0.0,0.0,3.0,995.1,994.8574,47.83667,235.11388,76.67999,7.7805004,7.2305,7.4805,10.2305,0.72,0.725,0.684,0.629
12,9807,True,8.413,0.0,1658.13,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,12.0,0.0,110499,Anton,2011-07-12,23,14.1805,89.512115,12.4805,10.625164,1.9,1.9,0.0,0.0,61.0,1012.4,1012.1593,29.714724,19.093594,53.639996,16.3305,17.9805,14.6305,10.080501,0.553,0.44,0.495,0.63
13,10464,True,11.2,0.29,2004.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,363243,Anton,2020-12-27,0,5.9195,81.93464,3.0695,-1.705255,0.0,0.0,0.0,0.0,3.0,1000.0,1000.49005,41.301273,194.64192,72.72,5.3195,5.6194997,8.3695,12.0695,0.706,0.705,0.678,0.607
14,10488,True,7.195,0.0,2002.339,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,0.0,34.0,0.0,393577,Anton,2022-02-18,18,7.037,65.39861,0.987,-2.7854538,0.1,0.1,0.0,0.0,51.0,990.0,989.8794,53.86543,261.54504,95.03999,8.137,7.987,7.437,9.787001,0.731,0.73,0.705,0.679
15,10488,True,7.195,0.0,2002.339,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,0.0,34.0,0.0,394384,Anton,2022-02-21,9,4.537,77.46843,0.937,-3.268229,1.9,1.3,0.42000002,0.0,73.0,993.6,993.47766,39.97459,231.58191,67.32,5.137,6.837,7.537,9.737,0.744,0.744,0.725,0.681
16,10490,True,11.0,0.0,1991.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,283176,Anton,2017-09-13,12,15.0305,70.37135,9.6805,8.876528,0.0,0.0,0.0,0.0,1.0,997.5,997.2634,41.688557,253.44284,86.76,15.3805,14.5305,15.3805,13.830501,0.694,0.659,0.502,0.605
17,11146,True,10.7,0.3,1588.2,0.0,0.0,2.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393728,Anton,2022-02-18,21,6.3935003,57.024075,-1.5065,-2.6592932,0.0,0.0,0.0,0.0,1.0,995.7,995.7,45.99273,251.28131,79.56,7.1435003,7.9435,7.4435,9.7935,0.725,0.729,0.705,0.679
18,11154,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368648,Anton,2021-03-11,10,10.85,68.11273,5.2,1.2333565,0.2,0.2,0.0,0.0,51.0,990.6,990.7191,57.888405,233.3438,114.84,8.5,5.8,6.6,9.25,0.692,0.66,0.667,0.665
19,11172,True,5.611,0.0,1996.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,82568,Anton,2009-05-26,7,18.5935,88.71266,16.6935,17.348652,0.0,0.0,0.0,0.0,2.0,1006.6,1006.6,24.633049,206.93945,41.760002,17.1435,15.8435,11.8435,8.393499,0.544,0.532,0.579,0.657
20,11173,True,10.607,0.0,1995.905,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,393213,Anton,2022-02-18,16,8.9935,63.99376,2.5435,-0.9941273,0.0,0.0,0.0,0.0,0.0,985.8,985.8,56.84125,231.17017,107.27999,8.8435,7.9435,7.4435,9.7935,0.735,0.73,0.705,0.679
21,11505,True,13.139,0.0,1946.553,0.0,0.0,1.0,4.0,5.0,10.0,0.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,340867,Anton,2020-02-09,16,11.037001,77.41583,7.237,1.886694,0.4,0.4,0.0,0.0,51.0,988.8,988.6811,57.870487,209.43532,99.72,8.737,6.587,7.437,10.287001,0.68,0.676,0.678,0.629
22,11512,True,8.211,0.0,2002.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,433588,Anton,2023-07-05,12,14.4935,85.797935,12.143499,10.321144,0.3,0.3,0.0,0.0,51.0,1008.4,1008.4,33.190357,257.4712,63.72,13.9435,16.3435,15.9935,10.8435,0.698,0.458,0.539,0.66
23,11512,True,8.211,0.0,2002.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,434318,Anton,2023-07-05,12,14.4935,85.797935,12.143499,10.321144,0.3,0.3,0.0,0.0,51.0,1008.4,1008.4,33.190357,257.4712,63.72,13.9435,16.3435,15.9935,10.8435,0.698,0.458,0.539,0.66
24,11516,True,12.591,0.0,1629.758,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,0.0,54432,Anton,2007-06-09,14,21.624,76.786476,17.374,22.516888,0.0,0.0,0.0,0.0,3.0,1017.2,1016.8463,12.144331,258.0239,20.519999,23.274,18.924002,14.274,10.774,0.59,0.565,0.562,0.657
25,11522,True,10.286,0.0,1990.714,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,120770,Anton,2012-04-28,15,10.580501,87.142006,8.5305,6.944873,0.0,0.0,0.0,0.0,3.0,1012.9,1012.65607,22.288042,31.122416,45.36,11.2805,10.2305,8.4305,8.1305,0.722,0.714,0.641,0.662
26,11857,True,12.3,0.0,1985.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293696,Anton,2018-01-18,17,3.824,81.06959,0.87399995,-0.68420434,0.0,0.0,0.0,0.0,2.0,1000.5,1000.12994,17.294992,272.3859,37.079998,4.524,4.974,6.874,10.824,0.723,0.724,0.694,0.634
27,11857,True,12.3,0.0,1985.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393679,Anton,2022-02-18,19,6.874,63.732426,0.474,-2.0702858,0.0,0.0,0.0,0.0,1.0,992.2,991.83704,47.27528,253.63501,93.96,7.724,7.974,7.424,9.774,0.728,0.73,0.705,0.679
28,11857,True,12.3,0.0,1985.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393911,Anton,2022-02-19,12,6.574,60.727688,-0.47599998,-0.48261738,0.1,0.1,0.0,0.0,51.0,1012.1,1011.7294,33.326744,243.7118,65.520004,7.324,7.124,7.474,9.724,0.712,0.72,0.707,0.68
29,11858,True,8.25,0.0,992.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,54354,Anton,2007-06-08,20,18.924002,91.589134,17.524,20.30544,0.0,0.0,0.0,0.0,1.0,1015.9,1015.54364,9.0645685,276.84268,20.519999,21.924002,19.324001,14.124,10.724,0.565,0.566,0.563,0.657
30,11916,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393445,Weesp,2022-02-18,17,7.637,69.13619,2.337,-1.7804308,0.0,0.0,0.0,0.0,2.0,987.2,987.08,52.675762,245.36162,100.079994,8.537001,7.987,7.437,9.787001,0.733,0.73,0.705,0.679
31,12190,True,13.196,0.0,1756.281,3.0,0.0,3.0,14.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,8.0,1.0,0.0,86069,Anton,2009-09-03,15,16.724,66.81713,10.524,12.123135,0.0,0.0,0.0,0.0,2.0,998.8,998.4467,32.696644,241.74207,77.4,16.824001,16.674002,16.124,12.174,0.559,0.461,0.496,0.625
32,12193,True,7.125,0.0,1714.071,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,4.0,0.0,393349,Anton,2022-02-18,16,8.9935,63.99376,2.5435,-0.9941273,0.0,0.0,0.0,0.0,0.0,985.8,985.8,56.84125,231.17017,107.27999,8.8435,7.9435,7.4435,9.7935,0.735,0.73,0.705,0.679
33,12198,True,12.206,0.0,1993.451,0.0,0.0,0.0,23.0,0.0,1.0,0.0,6.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,378669,Anton,2021-08-07,19,15.587001,87.60489,13.537001,13.116804,0.5,0.5,0.0,0.0,53.0,999.4,999.28174,24.735432,201.33693,41.039997,17.286999,17.387,15.637,11.487,0.689,0.648,0.566,0.644
34,12200,True,12.125,0.0,1537.727,0.0,10.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,14.0,0.0,0.0,1.0,5.0,0.0,435025,Anton,2023-07-11,14,25.174002,57.435345,16.174002,24.55324,0.1,0.1,0.0,0.0,51.0,1010.7,1010.3528,21.470612,235.24402,37.44,24.924002,20.074001,16.224,11.074,0.501,0.472,0.521,0.657
35,12239,True,8.132,0.27,1984.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,433567,Weesp,2023-07-05,12,14.487,85.79728,12.137,10.312544,0.3,0.3,0.0,0.0,51.0,1008.4,1008.28033,33.190357,257.4712,63.72,13.937,16.337,15.987,10.837001,0.698,0.458,0.539,0.66
36,12239,True,8.132,0.27,1984.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,434297,Weesp,2023-07-05,12,14.487,85.79728,12.137,10.312544,0.3,0.3,0.0,0.0,51.0,1008.4,1008.28033,33.190357,257.4712,63.72,13.937,16.337,15.987,10.837001,0.698,0.458,0.539,0.66
37,12247,True,8.077,0.535,1973.538,0.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,393045,Weesp,2022-02-18,15,9.1305,66.332344,3.1805,-1.3052282,0.1,0.1,0.0,0.0,51.0,986.3,986.06116,60.72166,228.84613,101.52,9.0305,7.9305,7.4305,9.7805,0.739,0.73,0.704,0.679
38,12529,True,13.396,0.0,1814.038,0.0,0.0,2.0,3.0,11.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,0.0,11.0,0.0,2.0,0.0,36986,Anton,2006-07-22,18,23.786999,80.28737,20.187,25.95925,0.0,0.0,0.0,0.0,2.0,1015.6,1015.48315,12.24,28.072395,23.039999,25.687,22.987,17.036999,10.487,0.341,0.369,0.501,0.625
39,12542,True,7.676,0.0,1139.086,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,280217,Anton,2017-08-03,19,18.174002,69.135345,12.424,14.272766,0.0,0.0,0.0,0.0,0.0,1008.9,1008.5451,31.950888,236.48895,58.679996,19.424002,18.224,16.424002,12.574,0.608,0.576,0.5,0.614
40,12549,True,3.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,391471,Anton,2022-01-31,13,6.0435004,81.37381,3.0935,-1.6139183,0.2,0.2,0.0,0.0,51.0,1010.5,1010.5,41.556225,318.16043,77.76,5.0935,5.9935,6.7435,10.2435,0.692,0.661,0.68,0.674
41,12603,True,3.0,0.4,1984.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443469,Weesp,2023-11-02,19,10.695499,68.31781,5.0955,3.1383433,0.0,0.0,0.0,0.0,3.0,972.2,972.43396,43.613518,199.78117,82.079994,10.4955,11.3455,12.8455,14.0455,0.732,0.737,0.724,0.635
42,12869,True,11.462,0.0,1459.385,0.0,0.0,0.0,8.0,6.0,24.0,1.0,0.0,5.0,0.0,1.0,0.0,1.0,4.0,0.0,2.0,0.0,70771,Anton,2008-07-12,9,15.1305,83.09316,12.2805,13.366339,0.2,0.2,0.0,0.0,51.0,1007.2,1006.9611,16.981165,248.87521,38.16,15.7805,16.130499,14.9805,10.7305,0.588,0.5,0.526,0.649
43,12870,True,14.468,0.0,1430.206,5.0,0.0,6.0,4.0,0.0,16.0,1.0,4.0,0.0,0.0,4.0,4.0,1.0,10.0,4.0,4.0,0.0,436185,Anton,2023-07-27,9,17.374,93.85598,16.374,16.978106,1.3,1.3,0.0,0.0,61.0,1002.6,1002.24634,17.906157,239.82657,31.319998,16.074001,16.624,16.224,11.774,0.649,0.486,0.516,0.65
44,12883,True,11.7,0.0,1895.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,393142,Anton,2022-02-18,16,8.9935,63.99376,2.5435,-0.9941273,0.0,0.0,0.0,0.0,0.0,985.8,985.8,56.84125,231.17017,107.27999,8.8435,7.9435,7.4435,9.7935,0.735,0.73,0.705,0.679
45,12883,True,11.7,0.0,1895.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,393942,Anton,2022-02-19,13,7.2435,58.509605,-0.3565,0.59789944,0.4,0.4,0.0,0.0,51.0,1011.6,1011.6,30.631746,240.42226,58.32,7.5435004,7.1435003,7.4935,9.7435,0.713,0.72,0.707,0.68
46,12890,True,8.05,0.0,1157.581,8.0,0.0,3.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,315384,Anton,2019-03-14,13,10.35,75.98856,6.3,2.9373198,0.2,0.2,0.0,0.0,51.0,993.4,993.51953,44.4436,283.586,83.159996,7.65,6.6,7.8,9.65,0.744,0.729,0.666,0.602
47,12932,True,11.4,0.41,1984.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439508,Weesp,2023-09-13,15,18.4935,63.1057,11.3435,16.245861,0.0,0.0,0.0,0.0,2.0,1020.8,1020.8,18.25026,22.01134,32.760002,20.043499,19.293499,17.1935,13.2935,0.627,0.558,0.532,0.636
48,13221,True,9.404,0.0,1734.233,4.0,4.0,5.0,3.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,393160,Anton,2022-02-18,16,8.9805,63.990776,2.5305,-1.0094824,0.0,0.0,0.0,0.0,0.0,985.8,985.5613,56.84125,231.17017,107.27999,8.830501,7.9305,7.4305,9.7805,0.735,0.73,0.705,0.679
49,13561,True,14.646,0.0,1847.318,1.0,3.0,0.0,0.0,0.0,0.0,8.0,36.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,368772,Anton,2021-03-11,14,9.4435,78.78161,5.9435,2.2719903,1.1,1.1,0.0,0.0,55.0,994.7,994.7,42.236763,251.10165,81.0,9.3435,6.2435,6.5935,9.2435,0.687,0.656,0.667,0.665
50,13606,True,14.184,0.297,1984.0,7.0,2.0,1.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,433522,Weesp,2023-07-05,11,13.5305,86.26838,11.2805,8.463748,0.4,0.4,0.0,0.0,51.0,1007.4,1007.1599,37.457306,256.0973,66.96,13.3805,16.380499,15.9805,10.830501,0.688,0.434,0.538,0.66
51,13606,True,14.184,0.297,1984.0,7.0,2.0,1.0,0.0,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,434252,Weesp,2023-07-05,11,13.5305,86.26838,11.2805,8.463748,0.4,0.4,0.0,0.0,51.0,1007.4,1007.1599,37.457306,256.0973,66.96,13.3805,16.380499,15.9805,10.830501,0.688,0.434,0.538,0.66
52,13907,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312930,Anton,2019-02-09,14,9.2,65.88046,3.15,1.2025337,0.0,0.0,0.0,0.0,1.0,1001.1,1001.3421,43.962765,242.176,84.96,8.35,6.4,5.75,10.6,0.691,0.685,0.62,0.596
53,13910,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405593,Anton,2022-07-14,18,17.2305,69.40542,11.580501,14.98798,0.0,0.0,0.0,0.0,0.0,1021.5,1021.2597,18.723461,322.02835,32.760002,21.380499,19.130499,15.580501,11.0305,0.459,0.504,0.516,0.644
54,13911,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363218,Anton,2020-12-26,15,5.4545,85.7291,3.2545,-0.470191,0.1,0.1,0.0,0.0,51.0,1014.2,1013.57837,29.88217,211.20045,52.92,4.8545003,5.4045,8.3545,12.1045,0.697,0.701,0.657,0.6
55,13911,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397884,Anton,2022-04-07,17,8.6545,68.37215,3.1545,1.4567456,0.1,0.1,0.0,0.0,51.0,984.6,984.00323,38.484653,252.58194,71.28,9.804501,8.304501,7.7545004,9.0045,0.676,0.618,0.6,0.674
56,13917,True,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389435,Anton,2022-01-02,14,11.45,82.086075,8.5,6.853771,0.0,0.0,0.0,0.0,2.0,1010.2,1010.44244,28.820242,244.07515,49.32,11.3,9.75,7.25,11.4,0.706,0.705,0.686,0.639
57,14217,True,11.4,0.338,1592.6,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354427,Anton,2020-08-24,8,17.3435,80.9636,14.0435,16.217846,0.1,0.1,0.0,0.0,51.0,1013.8,1013.91943,16.746773,244.5367,34.92,16.7435,18.5935,18.043499,12.7435,0.549,0.437,0.448,0.614
58,14226,True,10.25,0.2,1992.792,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86382,Anton,2009-09-12,1,13.887,79.168465,10.337001,12.654608,0.0,0.0,0.0,0.0,2.0,1031.4,1031.4,9.227524,20.556128,12.24,14.387,16.286999,15.837001,12.787001,0.485,0.487,0.478,0.596
59,14271,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102819,Driemond,2010-12-09,10,2.537,79.430214,-0.663,-2.6586301,0.0,0.0,0.0,0.04,1.0,1021.8,1021.6732,20.371038,313.56796,41.399998,-0.563,0.487,5.187,11.287001,0.659,0.662,0.649,0.621
60,14273,True,7.8,0.0,1998.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10691,Driemond,2019-01-13,19,8.0305,79.395805,4.6805,2.2302852,0.2,0.2,0.0,0.0,51.0,1002.4,1002.27814,30.96837,305.53775,56.88,7.3305,6.9305,7.6305003,11.6805,0.674,0.628,0.575,0.596
61,14273,True,7.8,0.0,1998.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433518,Driemond,2023-07-05,11,13.6305,81.00215,10.4305,8.218766,0.7,0.7,0.0,0.0,53.0,1007.0,1006.88007,38.0733,256.88354,68.4,13.2805,16.530499,16.1805,10.8805,0.704,0.439,0.536,0.651
62,14273,True,7.8,0.0,1998.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434248,Driemond,2023-07-05,11,13.6305,81.00215,10.4305,8.218766,0.7,0.7,0.0,0.0,53.0,1007.0,1006.88007,38.0733,256.88354,68.4,13.2805,16.530499,16.1805,10.8805,0.704,0.439,0.536,0.651
63,14275,True,12.0,0.0,1998.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283128,Driemond,2017-09-13,9,14.9305,65.76721,8.580501,7.3127155,0.0,0.0,0.0,0.0,1.0,993.6,993.482,49.6813,256.16513,86.76,14.2305,14.580501,15.5305,13.9805,0.711,0.676,0.48,0.6
64,14275,True,12.0,0.0,1998.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283148,Driemond,2017-09-13,10,14.9305,64.22602,8.2305,6.9095936,0.0,0.0,0.0,0.0,1.0,995.1,994.9818,51.8225,258.37787,90.36,14.6305,14.580501,15.4805,13.9805,0.706,0.676,0.48,0.6
65,14582,True,6.167,0.0,1957.174,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,394196,Anton,2022-02-20,13,9.2435,90.03576,7.6935,2.9320107,1.1,1.1,0.0,0.0,55.0,1001.5,1001.62115,39.172237,233.97253,69.479996,7.9435,6.5435004,7.4935,9.7935,0.745,0.732,0.7,0.664
66,14926,True,14.553,0.0,1841.615,20.0,0.0,10.0,6.0,0.0,15.0,0.0,0.0,8.0,19.0,0.0,1.0,0.0,0.0,2.0,23.0,0.0,363286,Anton,2020-12-27,12,6.587,89.833145,5.037,-0.53432417,1.4,1.4,0.0,0.0,61.0,975.8,975.8,40.537983,199.72237,80.64,5.487,5.687,8.287001,12.137,0.752,0.715,0.66,0.6
