Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2018-07-31,43881,52.38194576576591,4.802309514261664,12,True,8.417,,1992.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,22.937,59.718197,14.687,22.129671,0.0,0.0,0.0,0.0,0.0,1016.9,1016.78284,15.299999,17.0,0.0,0.0,0.47153622,1.1274669,23.157824,30.926489,258.34073,257.90524,42.839996,23.786999,21.587,18.087,12.037001,0.312,0.332,0.479,0.64
2022-02-18,13538,52.30176558558563,4.942494858857475,18,True,13.0,0.275,1983.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,65.40154,1.0,-2.7703161,0.1,0.1,0.0,0.0,51.0,990.0,990.121,51.0,36.0,31.0,0.0,0.0828593,0.34859413,53.86543,78.863014,261.54504,262.1289,95.03999,8.15,8.0,7.45,9.8,0.731,0.73,0.705,0.679
2022-02-19,47063,52.39005387387402,4.95577557571392,20,True,8.452,,1952.433,10.0,0.0,4.0,0.0,8.0,7.0,0.0,3.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,5.174,86.002884,3.024,-0.83250904,0.0,0.0,0.0,0.0,3.0,1002.3,1002.0538,97.2,58.0,70.0,10.0,0.017465513,0.12390494,30.145567,47.619442,220.15593,223.46844,53.28,4.874,6.774,7.474,9.874,0.744,0.726,0.693,0.649
2022-02-18,20658,52.32068450450456,4.851005476068631,15,True,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.137,65.63404,3.037,-1.2007551,0.1,0.1,0.0,0.0,51.0,985.4,985.4,12.0,10.0,5.0,0.0,0.13185292,0.39897078,59.865086,92.48357,227.19325,227.36629,106.2,8.887,7.937,7.587,9.887,0.731,0.72,0.699,0.679
2012-01-03,37713,52.36572954954967,4.784601891786403,13,True,15.0,0.75,1991.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.412999,81.95253,7.463,1.7708287,0.7,0.7,0.0,0.0,53.0,995.5,995.7401,100.0,100.0,97.0,89.0,0.063937925,0.22820377,54.763794,80.78932,211.28667,212.62784,90.0,8.063,7.313,8.212999,11.113,0.657,0.648,0.627,0.578
2022-02-18,17332,52.31167549549554,4.98971518545817,10,True,10.333,,891.556,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,10.737,90.45101,9.237,5.2807617,0.6,0.6,0.0,0.0,53.0,993.0,993.0,100.0,100.0,100.0,64.0,0.042487565,0.12336898,36.066536,56.542927,207.33228,208.52303,61.920002,8.087001,7.687,7.437,9.837001,0.719,0.714,0.695,0.663
2019-06-06,46287,52.38825207207222,4.820017136736924,0,True,20.875,,1978.75,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.137,95.80368,11.487,11.162923,2.5,2.5,0.0,0.0,63.0,1005.0,1004.8797,100.0,100.0,94.0,100.0,0.0,0.059466362,9.83268,19.406637,293.7495,310.48593,25.56,14.137,16.637,13.087001,9.887,0.758,0.522,0.535,0.617
2022-02-19,24464,52.3305944144145,4.915933425144586,18,True,13.9,0.325,1970.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5175,94.16685,2.6675,-2.9983492,3.1,3.0,0.07,0.0,71.0,1004.9,1004.52795,100.0,100.0,96.0,0.0,0.0027677817,0.045982897,33.1845,50.241608,195.09163,196.22743,60.120003,5.6175003,7.1675,7.6175003,9.867499,0.757,0.716,0.701,0.679
2022-02-19,34051,52.35581963963975,4.932165412413573,10,True,13.429,,1987.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,6.411,60.246532,-0.73899996,-0.39679527,0.0,0.0,0.0,0.0,0.0,1010.9,1010.40607,5.1000004,0.0,0.0,17.0,0.13062422,0.38333297,31.353085,44.96687,254.68712,255.62996,54.36,5.861,7.061,7.461,9.811001,0.706,0.717,0.697,0.664
2022-07-16,16977,52.31077459459465,4.970531927776637,13,True,6.672,,2003.862,7.0,16.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.1,49.821724,9.3,19.117928,0.0,0.0,0.0,0.0,1.0,1026.0,1026.2391,45.3,40.0,0.0,31.0,0.48603898,1.1812589,15.379206,19.242327,343.68607,342.58194,30.960001,22.65,18.25,15.8,11.15,0.379,0.462,0.501,0.635
2021-01-12,35804,52.36032414414426,4.995617726283257,12,True,12.6,,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,6.137,68.08539,0.687,1.7961626,0.0,0.0,0.0,0.0,2.0,1008.7,1008.7,63.0,70.0,0.0,0.0,0.08166766,0.3019936,15.941944,24.023088,295.40768,299.63828,31.319998,5.587,4.387,6.137,11.487,0.723,0.718,0.682,0.612
2021-03-11,36785,52.36302684684696,4.929214142001029,12,True,14.833,,1969.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,1.0,0.0,9.7415,70.29835,4.5915003,1.4685788,0.3,0.3,0.0,0.0,51.0,992.8,991.9611,100.0,98.0,100.0,94.0,0.10527852,0.35910553,47.79873,71.932465,247.878,248.57126,96.12,8.9415,5.9415,6.5415,9.2415,0.677,0.658,0.668,0.654
2021-03-11,41926,52.376540360360494,4.945446129270018,13,True,3.0,,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.304501,76.6079,5.4045,1.5812125,0.6,0.6,0.0,0.0,53.0,993.4,992.7995,92.4,50.0,79.0,0.0,0.10277256,0.2746415,45.206886,66.96387,252.86363,253.12364,81.36,8.7545,6.1045003,6.5045004,9.2545,0.683,0.658,0.668,0.657
2011-07-14,40225,52.372035855855984,4.958726846126464,23,True,14.439,,1994.293,4.0,15.0,3.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.4305,87.50016,12.3805,10.775318,0.7,0.7,0.0,0.0,53.0,1012.5,1012.3798,100.0,98.0,98.0,4.0,0.02434922,0.20567179,30.173496,47.867813,287.3541,291.16132,57.6,14.2805,15.4805,14.6805,10.1805,0.711,0.542,0.495,0.624
2013-04-18,37431,52.36482864864876,4.873140004162705,16,True,16.5,,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.635,65.725,5.435,5.0057545,0.0,0.0,0.0,0.0,0.0,1015.4,1014.3043,0.9,1.0,0.0,0.0,0.19149172,0.470006,37.75025,53.824516,235.09743,235.35326,65.159996,13.335,10.435,6.085,6.935,0.588,0.609,0.628,0.689
2018-01-18,20392,52.31978360360368,4.96315375174528,22,True,9.9,,2008.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.65,91.79856,1.45,-0.7421689,0.6,0.6,0.0,0.0,53.0,1000.9,1001.1477,66.600006,34.0,38.0,44.0,0.0,0.06080395,10.296251,19.523155,233.53067,247.21756,20.16,3.05,4.8,6.85,10.85,0.728,0.724,0.69,0.618
2022-02-18,36060,52.36122504504516,4.868713098543891,15,True,10.8,0.163,1595.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.1045,65.62682,3.0045,-1.2393265,0.1,0.1,0.0,0.0,51.0,985.4,984.8038,12.0,10.0,5.0,0.0,0.13164957,0.3981821,59.865086,92.48357,227.19325,227.36629,106.2,8.8545,7.9045,7.5545,9.8545,0.731,0.72,0.699,0.679
2023-07-05,25417,52.3332971171172,4.80821205508675,12,True,17.5,,990.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.143499,86.32934,11.893499,9.809605,0.2,0.2,0.0,0.0,51.0,1008.3,1008.42004,95.4,6.0,100.0,100.0,0.1051721,0.22080803,33.74796,52.615448,258.92984,260.15106,65.88,13.4935,16.2435,15.9935,10.8435,0.702,0.501,0.538,0.661
2023-07-05,32339,52.35131513513524,4.929214142001029,12,True,7.25,0.15,1967.919,0.0,4.0,4.0,2.0,0.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,14.013,87.46202,11.962999,9.731386,0.2,0.2,0.0,0.0,51.0,1008.2,1008.68024,100.0,20.0,100.0,99.0,0.105215155,0.20080853,33.541878,49.915527,257.6046,258.77115,64.439995,13.712999,16.463001,16.213001,10.912999,0.694,0.437,0.536,0.651
2022-02-22,49002,52.39545927927943,4.789028797405219,17,True,14.3,0.39,1980.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,9.424,86.14374,7.224,4.4597425,0.1,0.1,0.0,0.0,51.0,1012.4,1012.0328,40.2,30.0,22.0,0.0,0.03850827,0.16398942,29.144438,47.066467,287.98743,291.06906,58.679996,8.074,6.624,7.574,9.774,0.743,0.736,0.722,0.684
2023-07-09,50027,52.39816198198215,4.787553162198947,9,True,3.0,0.15,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,21.030499,81.698944,17.780499,22.79053,1.3,1.3,0.0,0.0,61.0,1018.6,1018.36346,19.2,0.0,3.0,58.0,0.14498986,0.4559934,7.2359104,12.303366,354.2895,339.44388,33.12,21.280499,19.780499,15.9305,10.9305,0.521,0.518,0.536,0.664
2018-07-13,21423,52.32248630630637,4.970531927776637,0,True,7.579,,1892.684,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,14.5435,93.724304,13.5435,14.60079,0.0,0.0,0.0,0.0,0.0,1020.9,1021.02155,12.599999,14.0,0.0,0.0,0.0,0.10400915,7.42159,14.934577,320.90613,344.6237,14.04,18.0935,19.3935,16.2435,11.2435,0.274,0.382,0.513,0.642
2019-06-08,18394,52.31437819819826,5.04283805288395,13,True,11.1,0.268,1802.7,0.0,3.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.487,74.563644,10.987,9.48193,1.0,1.0,0.0,0.0,55.0,1013.7,1013.7,51.9,7.0,47.0,58.0,0.22851205,0.4479754,43.274933,61.86241,224.9999,225.70723,85.32,15.387,15.037001,13.387,9.987,0.635,0.536,0.525,0.61
2022-02-20,33688,52.354918738738846,4.901177073081867,13,True,17.833,,1930.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.135,90.0276,7.585,2.9432278,0.8,0.8,0.0,0.0,53.0,1001.4,1000.431,100.0,100.0,100.0,100.0,0.042426497,0.11575103,38.16679,60.61057,234.21094,235.64915,70.2,7.935,6.6349998,7.585,9.785001,0.745,0.738,0.705,0.68
2022-02-20,35122,52.35852234234245,4.998568996695799,18,True,11.029,,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.7805,91.6153,8.4805,2.7592273,1.7,1.7,0.0,0.0,61.0,994.1,993.98004,100.0,100.0,100.0,100.0,0.0153304245,0.1016314,45.414253,70.292244,228.8569,230.19447,77.76,8.330501,6.7805004,7.4805,9.7805,0.761,0.743,0.702,0.665
2023-07-15,15248,52.30627009009013,4.942494858857475,9,True,8.357,,1148.286,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.313,67.100975,15.912999,20.776026,0.0,0.0,0.0,0.0,2.0,1004.5,1004.96454,52.199997,56.0,3.0,0.0,0.3456693,0.8865869,24.774696,33.772907,215.53777,215.89276,47.16,21.413,19.213001,16.613,11.363,0.44,0.435,0.515,0.647
2012-05-29,18331,52.31437819819826,4.949873034888833,12,True,7.5,0.25,800.8,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.635,74.268295,12.035001,15.8389015,0.0,0.0,0.0,0.0,3.0,1016.5,1015.54193,87.6,74.0,35.0,0.0,0.30409887,0.48755562,10.30883,12.72283,335.22488,334.8852,24.84,19.234999,16.435,12.835,8.635,0.514,0.549,0.604,0.636
2019-06-08,19031,52.31618000000006,4.9734831981891805,16,True,12.423,,1979.262,25.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,14.0,0.0,16.1805,56.91347,7.6305003,9.748316,0.0,0.0,0.0,0.0,1.0,1015.6,1015.48,20.4,12.0,16.0,0.0,0.28539175,0.7932873,39.888584,57.461452,233.44028,233.91975,74.88,16.6805,15.080501,13.3805,9.9805,0.623,0.537,0.525,0.61
2017-09-13,18384,52.31437819819826,5.028081700821234,13,True,9.375,0.15,2014.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.487,63.700974,8.637,8.774042,0.1,0.1,0.0,0.0,51.0,998.0,998.0,36.6,14.0,40.0,0.0,0.24088699,0.6393466,43.577847,62.98457,257.11182,257.7909,86.76,15.687,14.637,15.487,13.987,0.688,0.66,0.48,0.6
2010-07-09,11842,52.29726108108112,4.96315375174528,14,True,12.569,,1856.552,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,30.9305,42.812885,16.8305,32.025578,1.6,1.6,0.0,0.0,61.0,1015.7,1015.4719,42.6,0.0,35.0,72.0,0.58240277,2.557834,14.81259,19.64228,205.94225,206.09537,34.92,29.9305,19.9805,15.1305,9.3805,0.311,0.401,0.523,0.642
2019-06-06,10828,52.29455837837841,4.98086137422054,1,True,13.4,,1996.25,13.0,2.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.374,95.18079,11.624,11.193389,1.8,1.8,0.0,0.0,61.0,1004.0,1003.63965,92.100006,3.0,99.0,100.0,0.0,0.06936395,11.542478,19.13426,266.42374,281.94415,54.36,14.274,16.624,13.074,9.874,0.734,0.491,0.52,0.609
2022-02-19,44265,52.38284666666681,4.864286192925075,9,True,4.0,0.75,1990.867,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.574,65.30478,-0.426,-1.1144953,0.0,0.0,0.0,0.0,0.0,1010.1,1009.7285,10.200001,0.0,1.0,32.0,0.08875358,0.31576526,30.85307,46.46371,258.559,259.73492,54.0,5.624,7.274,7.574,9.824,0.708,0.719,0.703,0.681
2007-01-20,34988,52.35852234234245,4.800833879055392,11,True,10.136,0.244,1989.333,0.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,0.0,10.8805,85.42034,8.5305,4.8481016,0.5,0.5,0.0,0.0,53.0,1007.6,1007.2364,100.0,70.0,100.0,25.0,0.051016632,0.19017208,38.72302,56.69514,249.88028,251.10475,76.67999,9.9305,9.2805,9.330501,11.6805,0.646,0.646,0.644,0.583
2020-08-22,17997,52.31347729729736,4.961678116539007,13,True,8.0,0.207,1564.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,19.4,79.69117,15.8,17.651108,0.4,0.4,0.0,0.0,51.0,1013.5,1013.7369,33.0,8.0,43.0,0.0,0.26599425,0.45764244,25.582806,35.309376,230.71062,230.7928,56.88,21.1,20.55,18.1,12.65,0.545,0.429,0.449,0.614
2022-02-28,37792,52.36572954954967,4.901177073081867,13,True,10.25,,1662.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.498,52.470814,0.24800001,4.9941044,0.0,0.0,0.0,0.0,1.0,1029.2,1028.4539,30.000002,0.0,0.0,100.0,0.21948707,0.5653483,16.58346,22.7057,152.87878,154.65387,32.399998,7.248,4.948,7.298,9.648,0.695,0.708,0.721,0.689
2023-07-10,40832,52.37383765765778,4.845102935243544,20,True,10.149,,1684.821,0.0,0.0,0.0,5.0,5.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,19.111,67.97632,13.061001,19.39764,0.0,0.0,0.0,0.0,2.0,1018.6,1018.00494,52.800003,12.0,21.0,98.0,0.02454486,0.70889807,4.6938252,4.1046314,274.39862,232.12495,4.68,21.961,20.411001,16.111,10.961,0.511,0.507,0.533,0.663
2018-01-18,15858,52.30807189189194,4.833297853593371,11,True,21.5,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6045003,77.08721,1.9045,-2.8918242,0.1,0.1,0.0,0.0,51.0,992.2,991.59216,42.3,33.0,21.0,0.0,0.0714201,0.2089786,45.834656,69.39414,302.8163,303.36032,127.44,5.3045,4.9545,6.9045,10.8545,0.73,0.721,0.693,0.643
2022-02-18,46960,52.39005387387402,4.803785149467936,15,True,7.219,0.163,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,9.098,66.09122,3.098,-1.1484098,0.4,0.4,0.0,0.0,51.0,984.9,984.06604,6.8999996,7.0,1.0,0.0,0.12953906,0.39263034,59.31703,91.403854,225.7376,226.11696,106.56,8.748,7.848,7.498,9.798,0.737,0.726,0.702,0.681
2017-12-11,42939,52.37924306306319,4.926262871588486,22,True,12.167,,1993.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,1.65,92.398994,0.55,-4.766451,0.5,0.4,0.07,0.12,71.0,984.8,985.0449,100.0,96.0,29.0,0.0,0.004325305,0.052474976,30.018473,46.533394,5.5053964,8.004644,51.839996,2.35,3.6,7.85,12.65,0.684,0.663,0.595,0.586
2023-07-05,44955,52.384648468468605,4.873140004162705,9,True,7.676,,1994.353,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,13.591499,79.6563,10.1414995,5.974436,2.5,2.5,0.0,0.0,63.0,1001.4,1000.44604,100.0,87.0,100.0,100.0,0.084446125,0.3170619,52.620377,82.45257,267.2551,268.99933,104.76,13.1915,16.4415,15.9415,10.7415,0.727,0.509,0.547,0.666
2023-07-05,31616,52.34951333333344,4.871664368956433,9,True,11.88,0.346,1987.808,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,13.348,81.77941,10.298,6.4054317,3.2,3.2,0.0,0.0,63.0,1002.3,1001.583,100.0,88.0,100.0,100.0,0.07507607,0.27950823,48.305775,75.25378,267.0097,268.9036,97.92,13.048,16.498,15.948,10.798,0.733,0.474,0.538,0.661
2010-08-23,47724,52.39185567567582,4.921835965969672,13,True,16.656,0.25,1014.571,1.0,0.0,1.0,16.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,8.0,0.0,20.154501,81.58823,16.904501,15.978283,0.3,0.3,0.0,0.0,51.0,996.1,995.40405,39.0,22.0,32.0,0.0,0.22614494,0.43470514,45.33714,64.338356,237.31944,238.26653,79.56,20.0545,18.3045,15.8545,11.5045,0.682,0.516,0.49,0.626
2018-01-18,51496,52.40176558558575,4.936592318032388,13,True,15.429,,1811.5,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,9.0,0.0,4.937,87.20454,2.987,-0.9646878,0.9,0.7,0.14,0.0,71.0,997.0,997.0,51.300003,21.0,54.0,0.0,0.048503187,0.11141479,29.379177,45.536797,287.1028,288.43503,64.799995,5.237,4.787,6.837,10.837001,0.728,0.716,0.674,0.598
2007-06-20,29903,52.34500882882893,4.867237463337618,18,True,13.75,0.358,1986.583,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.848,67.479744,12.698,18.61446,0.0,0.0,0.0,0.0,1.0,1014.1,1013.3882,32.7,1.0,27.0,52.0,0.15258917,0.7082044,7.42159,10.163227,247.1663,247.06787,21.96,20.848,18.648,15.348,11.298,0.592,0.601,0.541,0.629
2023-07-05,53208,52.40627009009025,4.939543588444932,9,True,16.667,0.4,1841.815,0.0,0.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.711,80.7434,10.461,5.89974,2.6,2.6,0.0,0.0,63.0,1000.9,1000.42346,100.0,94.0,100.0,100.0,0.08154622,0.30245376,54.588394,82.38574,257.4302,260.94934,104.399994,13.161,16.711,16.161001,10.961,0.726,0.428,0.533,0.651
2023-07-05,14957,52.30536918918924,5.017752254377331,9,True,15.5,,1998.677,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.337001,82.87615,10.487,6.3693037,2.3,2.3,0.0,0.0,61.0,1001.9,1001.9,100.0,98.0,100.0,100.0,0.07086476,0.2624941,48.85665,74.99501,258.5245,261.4421,91.439995,13.187,16.737,16.187,10.887,0.72,0.421,0.536,0.651
2009-09-03,59327,52.42248630630649,4.88494508581288,18,True,7.688,0.303,1990.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,15.587001,64.15537,8.837001,10.167708,0.5,0.5,0.0,0.0,53.0,998.8,998.68176,34.199997,18.0,20.0,20.0,0.12561591,0.6353922,35.069984,53.22646,238.43108,239.9668,71.28,16.387,16.737,16.286999,12.287001,0.59,0.474,0.495,0.625
2007-01-07,8080,52.2873511711712,4.96315375174528,15,True,13.667,0.75,1998.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,86.3861,6.75,4.050949,0.2,0.2,0.0,0.0,51.0,1012.0,1012.1224,100.0,100.0,100.0,0.0,0.038188376,0.1555382,27.579382,44.303406,215.97247,218.73253,51.12,7.9,7.6,8.35,12.05,0.722,0.723,0.675,0.612
2018-12-21,23142,52.32699081081088,4.983812644633084,13,True,8.147,,1983.941,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,12.1305,89.351746,10.4305,7.128969,0.0,0.0,0.0,0.0,3.0,995.5,995.38086,100.0,100.0,4.0,57.0,0.05247987,0.15083957,35.261623,54.42076,242.6502,244.11302,64.439995,8.6305,6.4805,7.5805,12.580501,0.706,0.647,0.529,0.597
2012-06-08,22046,52.32428810810818,4.8805181801940645,19,True,8.967,,1686.696,0.0,0.0,0.0,4.0,0.0,12.0,0.0,11.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,14.5675,64.58256,7.9675,9.541336,0.0,0.0,0.0,0.0,0.0,1005.3,1004.9419,6.9,5.0,4.0,0.0,0.12342586,0.5880407,30.827856,48.62133,222.63371,224.70004,57.239998,16.067501,14.7675,12.4175,9.117499,0.614,0.612,0.591,0.634
2017-02-23,30631,52.346810630630735,4.932165412413573,16,True,11.921,0.394,1868.158,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4435,72.61992,2.8435,-2.1426105,0.1,0.1,0.0,0.0,51.0,984.6,984.71967,83.4,28.0,97.0,0.0,0.0822019,0.28338993,54.463608,81.77786,245.8068,246.93385,94.32,8.143499,7.3935003,5.5435004,8.3435,0.729,0.709,0.643,0.619
2023-06-25,33267,52.35401783783794,4.784601891786403,19,True,16.176,0.645,1886.9,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,24.7675,71.28439,19.2175,27.821304,0.0,0.0,0.0,0.0,0.0,1013.0,1012.6516,4.2000003,0.0,7.0,0.0,0.08090158,0.89678407,2.9024127,2.1897945,7.12493,99.46225,11.5199995,26.7675,21.0175,15.8175,10.367499,0.378,0.414,0.549,0.665
2023-07-05,32347,52.35131513513524,4.941019223651204,10,True,7.531,,1872.824,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,13.137,85.65786,10.787001,7.4877033,2.5,2.5,0.0,0.0,63.0,1004.8,1004.8,100.0,62.0,100.0,100.0,0.07433251,0.2170031,40.42593,62.3372,261.2927,263.36758,83.159996,13.237,16.637,16.187,10.887,0.721,0.431,0.536,0.651
2023-07-05,11905,52.29726108108112,5.056118769740396,10,True,11.83,0.358,1983.136,0.0,1.0,4.0,0.0,21.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,0.0,13.3065,83.426476,10.5565,7.752306,1.9,1.9,0.0,0.0,61.0,1005.3,1005.54,100.0,34.0,100.0,78.0,0.08455727,0.25355315,39.30435,60.99636,261.57312,262.53952,75.96,13.2065,16.5065,16.0065,10.856501,0.701,0.428,0.538,0.66
2023-07-05,25106,52.332396216216296,4.853956746481174,17,True,9.346,0.285,1832.714,1.0,6.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.280499,70.61208,10.9305,13.52364,0.0,0.0,0.0,0.0,1.0,1011.8,1011.6805,35.699997,29.0,16.0,0.0,0.20821214,0.5444586,20.883104,29.5551,270.98773,272.79263,46.079998,17.130499,16.1805,15.9805,10.830501,0.66,0.514,0.537,0.661
