Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2012-04-28,15592,52.30717099099104,4.945446129270018,15,True,11.714,0.232,1801.667,4.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.2935,87.11471,8.2435,6.583437,0.0,0.0,0.0,0.0,3.0,1012.9,1013.02185,100.0,96.0,58.0,100.0,0.08905165,0.16163325,22.288042,31.75355,31.122416,32.96941,45.36,10.9935,10.1935,8.4935,8.0435,0.693,0.686,0.615,0.64
2018-01-18,11568,52.296360180180216,5.063496945771755,17,True,10.364,0.329,1983.75,7.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,3.8435,81.072296,0.8935,-0.66151977,0.0,0.0,0.0,0.0,2.0,1000.5,1000.5,57.9,7.0,86.0,0.0,0.014327667,0.1526674,17.294992,30.811037,272.3859,276.70975,37.079998,4.5435004,4.9935,6.8935003,10.8435,0.723,0.724,0.694,0.634
2022-02-18,33302,52.35401783783794,4.836249124005913,19,True,12.449,,1945.881,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,6.9305,62.830917,0.3305,-2.0180655,0.0,0.0,0.0,0.0,1.0,991.8,991.6792,24.9,17.0,16.0,0.0,0.08401379,0.3714388,47.149002,74.93276,255.85762,257.23233,99.0,7.6805,7.9805,7.5805,9.8805,0.722,0.72,0.7,0.679
2022-02-19,32615,52.35221603603615,4.8318222183870985,12,True,10.956,,1986.2,7.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,10.0,0.0,6.7675004,57.541042,-1.0325,-0.2534275,0.1,0.1,0.0,0.0,51.0,1011.7,1011.3295,96.0,44.0,53.0,82.0,0.16152097,0.41957682,32.52177,46.852585,243.71866,244.02565,68.03999,7.3175,7.1675,7.6175003,9.867499,0.705,0.714,0.701,0.679
2007-06-08,12182,52.29816198198203,4.960202481332736,20,True,8.0,0.15,2015.333,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.924002,91.589134,17.524,20.30544,0.0,0.0,0.0,0.0,1.0,1015.9,1015.54364,39.6,3.0,13.0,97.0,0.019717261,0.18397737,9.0645685,16.055353,276.84268,289.6539,20.519999,21.924002,19.324001,14.124,10.724,0.565,0.566,0.563,0.657
2022-02-18,54201,52.40897279279296,4.8908476266379655,17,True,11.324,0.362,1774.526,1.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,7.4305,70.584885,2.4305,-1.8462868,0.3,0.3,0.0,0.0,51.0,986.2,985.96,48.3,33.0,31.0,0.0,0.07474482,0.30418307,51.82625,82.31414,249.67677,250.85176,102.6,8.1805,7.8805003,7.5305004,9.830501,0.732,0.727,0.702,0.681
2009-09-03,38754,52.36843225225237,4.806736419880479,15,True,7.5,0.15,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.6435,68.60264,10.8435,11.317851,0.1,0.1,0.0,0.0,51.0,998.8,998.6824,48.300003,22.0,36.0,23.0,0.21107075,0.59526205,38.3176,54.744858,243.19429,244.27753,78.479996,16.7435,16.793499,16.543499,13.0935,0.555,0.434,0.443,0.557
2022-02-18,48413,52.39365747747763,4.929214142001029,16,True,11.471,,1886.667,10.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,8.824,66.26526,2.874,-1.0215778,0.0,0.0,0.0,0.0,0.0,984.8,984.5615,16.5,11.0,11.0,0.0,0.11106003,0.38346475,56.282173,83.387215,230.71062,232.19003,106.56,8.624,7.674,7.424,9.874,0.73,0.723,0.691,0.648
2021-08-07,22050,52.32428810810818,4.886420721019151,19,True,3.0,,331.667,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5175,90.198326,13.9175,13.6666565,0.7,0.7,0.0,0.0,53.0,999.1,998.7454,75.3,36.0,30.0,83.0,0.035264943,0.1729337,21.41319,34.171566,196.60706,200.3442,36.0,17.067501,17.2675,15.5675,11.4175,0.684,0.642,0.562,0.646
2023-07-11,55906,52.41347729729748,4.883469450606608,14,True,11.1,0.32,1417.429,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.6935,65.696625,16.8935,23.467535,0.0,0.0,0.0,0.0,2.0,1010.8,1010.8,55.800003,4.0,37.0,100.0,0.39325762,1.004772,19.995398,27.56058,246.66594,246.1135,45.0,24.6935,19.9935,16.2435,11.0435,0.495,0.502,0.531,0.663
2023-07-05,34729,52.357621441441545,4.923311601175943,12,True,12.059,,1878.294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,13.9415,87.45549,11.8914995,9.637058,0.2,0.2,0.0,0.0,51.0,1008.2,1007.3605,100.0,20.0,100.0,99.0,0.10492977,0.19998538,33.541878,49.915527,257.6046,258.77115,64.439995,13.6414995,16.3915,16.1415,10.841499,0.694,0.437,0.536,0.651
2023-07-05,45957,52.38735117117132,4.837724759212184,12,True,4.5,0.15,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,13.648,90.65658,12.148,9.630884,0.1,0.1,0.0,0.0,51.0,1008.1,1007.25995,100.0,25.0,100.0,100.0,0.07913742,0.14614189,32.136932,50.911686,260.32672,261.87,64.439995,13.398,16.198,15.948,10.748,0.703,0.498,0.547,0.666
2022-02-18,16302,52.30897279279285,4.983812644633084,15,True,12.649,,1860.34,0.0,0.0,1.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,2.0,1.0,7.0,2.0,11.0,0.0,9.2175,65.4202,3.0674999,-1.492177,0.1,0.1,0.0,0.0,51.0,985.7,985.3422,15.9,7.0,16.0,0.0,0.1302034,0.40363455,62.454556,93.368484,228.03741,228.75183,105.479996,8.867499,7.7675004,7.4175,9.8175,0.736,0.724,0.695,0.663
2006-07-22,17291,52.31167549549554,4.929214142001029,18,True,4.071,0.243,2004.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,23.913,80.05648,20.263,26.12376,0.0,0.0,0.0,0.0,2.0,1015.6,1016.0671,66.3,32.0,17.0,91.0,0.13329883,0.5917492,12.24,17.068707,28.072395,27.645891,23.039999,25.263,22.813,17.213001,10.863,0.353,0.364,0.484,0.605
2017-08-03,40858,52.37383765765778,4.883469450606608,19,True,13.333,,1977.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,17.9415,74.97809,13.4415,14.485304,0.0,0.0,0.0,0.0,0.0,1008.4,1007.4537,16.5,17.0,2.0,0.0,0.09622762,0.51483047,31.262014,50.12281,234.84575,236.42404,60.479996,19.491499,18.3415,16.4415,12.5415,0.613,0.583,0.484,0.611
2022-01-31,36138,52.36122504504516,4.983812644633084,13,True,8.279,,1970.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,6.0305004,82.82191,3.3305,-1.4041934,0.3,0.3,0.0,0.0,51.0,1010.3,1010.1762,100.0,100.0,100.0,72.0,0.047535114,0.1613602,40.336067,61.905342,319.34332,320.66373,77.76,5.0305004,5.9305,6.8305,10.330501,0.702,0.666,0.678,0.657
2023-11-02,34299,52.35672054054065,4.793455703024033,19,True,9.167,0.25,1996.5,0.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.911,74.61323,5.611,2.3329844,0.0,0.0,0.0,0.0,3.0,970.9,970.4314,100.0,100.0,87.0,3.0,0.06263564,0.31043577,44.519352,68.654366,197.4094,199.29015,81.72,9.661,11.111,12.811001,13.961,0.74,0.743,0.708,0.632
2008-07-12,28894,52.34230612612621,4.892323261844238,9,True,12.144,,1946.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.924,83.616684,12.174,13.125267,0.2,0.2,0.0,0.0,51.0,1007.2,1006.9611,62.1,39.0,45.0,0.0,0.18382393,0.27828264,16.981165,23.132626,248.87521,249.02643,38.16,15.674,16.074001,15.024,10.974,0.577,0.502,0.505,0.622
2023-07-27,16199,52.30897279279285,4.8318222183870985,9,True,21.083,,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5065,93.56405,16.456501,17.383493,0.8,0.8,0.0,0.0,53.0,1002.5,1002.8537,100.0,100.0,73.0,36.0,0.0619087,0.12882078,16.267857,27.475807,245.13632,248.47733,30.239998,16.1065,16.6065,16.206501,11.8065,0.667,0.51,0.517,0.65
2022-02-18,17309,52.31167549549554,4.95577557571392,16,True,12.855,0.506,1955.85,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,11.0,2.0,0.0,8.937,65.589615,2.837,-0.923131,0.0,0.0,0.0,0.0,0.0,985.3,985.3,18.0,12.0,12.0,0.0,0.11330017,0.3941387,56.335114,84.966866,231.22581,232.40173,108.72,8.687,7.837,7.437,9.837001,0.732,0.725,0.695,0.663
2022-02-19,48412,52.39365747747763,4.927738506794759,13,True,11.087,0.15,1978.926,1.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.9805,63.527485,0.5305,0.3551669,0.4,0.4,0.0,0.0,51.0,1011.1,1010.9768,98.700005,13.0,95.0,100.0,0.1404058,0.3657294,31.435646,43.987816,240.49937,241.12767,60.479996,7.2305,6.8805003,7.4805,9.8805,0.707,0.714,0.693,0.649
2019-03-14,31244,52.34861243243253,4.827395312768283,13,True,12.75,,1981.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.374,73.923904,5.924,3.0539632,0.4,0.4,0.0,0.0,51.0,993.4,993.16077,100.0,83.0,94.0,0.0,0.12700878,0.32887828,43.225494,65.76974,284.9622,285.55774,83.88,7.774,6.724,7.774,9.624,0.747,0.737,0.693,0.627
2023-09-13,18323,52.31437819819826,4.93806795323866,15,True,13.5,0.15,1995.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3435,63.281185,11.2435,16.065136,0.0,0.0,0.0,0.0,1.0,1020.9,1021.01965,29.699999,31.0,3.0,0.0,0.21616286,0.774878,18.25026,24.86868,22.01134,22.109503,33.839996,20.0935,19.4935,17.293499,13.3435,0.617,0.533,0.505,0.627
2022-02-18,32628,52.35221603603615,4.851005476068631,16,True,14.125,0.455,1973.182,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.8285,66.73709,2.9785,-0.6229248,0.0,0.0,0.0,0.0,1.0,985.3,984.2263,20.1,15.0,11.0,0.0,0.10910554,0.37821597,53.712433,83.32191,232.8996,234.31834,107.64,8.7285,7.9285,7.5285,9.8285,0.728,0.72,0.699,0.679
2021-03-11,24786,52.33149531531539,4.886420721019151,14,True,11.932,,1967.318,2.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.4675,77.43484,5.7175,3.4034548,0.4,0.4,0.0,0.0,51.0,994.4,994.0393,39.6,20.0,36.0,0.0,0.12142012,0.26784915,34.29838,51.744907,249.09195,248.7907,70.92,8.8175,6.1675,6.5175004,9.2175,0.684,0.664,0.677,0.683
2023-07-05,11511,52.296360180180216,4.979385739014267,11,True,10.385,,2007.308,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5305,86.26838,11.2805,8.463748,0.4,0.4,0.0,0.0,51.0,1007.4,1007.1599,100.0,35.0,100.0,100.0,0.08435792,0.21315348,37.457306,56.584167,256.0973,256.75946,66.96,13.3805,16.380499,15.9805,10.830501,0.688,0.434,0.538,0.66
