grid_id,has_roadsign,Gemiddelde hoogte onderkant bord,Gemiddelde kijkrichting,Scheiding,Buispaal,Flespaal,Lichtmast,Overig,Mast,Bouwwerk,Portaal,Hekwerk,VRI-Mast,Muur,Incident_ID,Service_Area,Date,Hour,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
6840,True,2.417,179.32,0.0,24.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117437,Hendrik,2012-01-22,17,6.311,80.26839,3.161,-1.0139441,0.0,0.0,0.0,0.0,2.0,1007.4,1006.7844,39.363655,309.8055,74.88,6.011,5.611,6.761,10.611,0.724,0.713,0.695,0.648
6842,True,2.236,244.729,0.0,30.0,9.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,87135,Hendrik,2009-10-03,14,15.4415,73.57146,10.7415,9.753244,0.0,0.0,0.0,0.0,3.0,1004.6,1003.6493,40.597084,241.38963,72.72,15.2415,13.7415,14.5415,12.9415,0.495,0.484,0.491,0.617
6855,True,2.55,153.357,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138424,GBA,2013-04-18,13,12.1565,59.320187,4.4564996,4.695546,0.0,0.0,0.0,0.0,0.0,1014.6,1014.84283,45.94057,232.32184,78.479996,13.7065,10.3065,6.1565,7.0065,0.592,0.61,0.628,0.689
6951,True,2.314,196.895,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62478,Pieter,2007-12-07,5,11.5415,83.4967,8.841499,4.5503693,0.3,0.3,0.0,0.0,51.0,988.8,987.9698,45.860096,247.86446,78.479996,10.1915,9.1915,8.8914995,12.4415,0.7,0.687,0.626,0.612
6951,True,2.314,196.895,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86112,Pieter,2009-09-04,18,14.5045,68.62996,8.804501,8.468637,0.1,0.1,0.0,0.0,51.0,1006.7,1006.1025,39.239998,270.0,61.199997,16.0045,16.0545,16.154501,12.554501,0.544,0.467,0.48,0.598
6953,True,2.051,163.978,6.0,0.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130721,Pieter,2012-11-25,11,9.4415,70.98005,4.4415,0.67791414,0.0,0.0,0.0,0.0,3.0,1003.4,1002.5513,50.952396,227.29063,84.96,8.6414995,7.6415,9.1414995,12.1915,0.665,0.658,0.657,0.641
6954,True,2.376,192.267,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433678,Pieter,2023-07-05,15,16.148,75.419136,11.798,13.013926,0.1,0.1,0.0,0.0,51.0,1011.1,1010.38403,26.727423,274.63538,58.679996,16.198,16.098,15.948,10.798,0.673,0.51,0.538,0.661
6954,True,2.376,192.267,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434408,Pieter,2023-07-05,15,16.148,75.419136,11.798,13.013926,0.1,0.1,0.0,0.0,51.0,1011.1,1010.38403,26.727423,274.63538,58.679996,16.198,16.098,15.948,10.798,0.673,0.51,0.538,0.661
6955,True,2.352,207.867,0.0,0.0,58.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,286671,Pieter,2017-10-28,22,14.885,82.24695,11.885,9.612363,0.0,0.0,0.0,0.0,3.0,1009.9,1008.9424,40.165417,284.5345,73.079994,13.485001,12.785001,13.685,13.835,0.639,0.647,0.622,0.608
6956,True,2.248,214.644,4.0,0.0,43.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,74907,Pieter,2008-11-10,9,10.948,80.090675,7.648,6.509676,0.0,0.0,0.0,0.0,3.0,1010.8,1009.9494,26.250393,222.22076,43.56,9.698,9.648,10.498,12.798,0.713,0.669,0.625,0.625
6956,True,2.248,214.644,4.0,0.0,43.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125957,Pieter,2012-08-25,18,17.798,78.954025,14.098,14.56056,0.3,0.3,0.0,0.0,51.0,1003.1,1002.27606,31.361351,221.74269,50.76,18.298,18.098,16.698,11.948,0.683,0.58,0.615,0.647
6956,True,2.248,214.644,4.0,0.0,43.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,293515,Pieter,2018-01-18,11,5.6045003,77.08721,1.9045,-2.8918242,0.1,0.1,0.0,0.0,51.0,992.2,991.59216,45.834656,302.8163,127.44,5.3045,4.9545,6.9045,10.8545,0.73,0.721,0.693,0.643
6960,True,2.501,198.948,0.0,80.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293310,Hendrik,2018-01-18,9,5.785,77.94509,2.235,-5.889225,0.0,0.0,0.0,0.0,3.0,981.6,980.6388,68.02476,256.84628,118.44,5.1349998,4.8849998,6.8849998,10.835,0.735,0.72,0.693,0.643
6960,True,2.501,198.948,0.0,80.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354950,Dirk,2020-08-30,16,15.985,82.384094,12.985001,12.553783,0.2,0.2,0.0,0.0,51.0,1012.8,1011.8431,30.018473,354.4946,60.120003,17.385,15.885,16.984999,12.885,0.66,0.625,0.481,0.624
6963,True,2.416,245.404,0.0,79.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,52779,Hendrik,2007-05-08,18,13.048,76.43067,8.998,8.308979,0.0,0.0,0.0,0.0,1.0,1007.5,1006.6585,30.703587,274.70776,60.839996,13.698,12.998,12.498,10.198,0.577,0.471,0.578,0.669
7075,True,2.357,196.384,0.0,0.0,48.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283121,Dirk,2017-09-13,9,14.924,64.88114,8.374,7.3510075,0.0,0.0,0.0,0.0,1.0,993.7,993.46436,49.00498,257.69946,90.0,14.274,14.524,15.374,13.774,0.722,0.705,0.534,0.61
7075,True,2.357,196.384,0.0,0.0,48.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340775,Pieter,2020-02-09,15,11.374,76.15774,7.324,2.9124699,0.1,0.1,0.0,0.0,51.0,989.8,989.5622,53.29216,206.04572,100.439995,8.824,6.524,7.524,10.274,0.673,0.679,0.69,0.672
7086,True,2.238,219.529,0.0,34.0,24.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,303528,Hendrik,2018-05-25,19,19.748,85.778534,17.298,21.236156,0.0,0.0,0.0,0.0,0.0,1018.7,1017.9873,7.653705,48.814175,14.04,20.448,17.598,13.048,8.998,0.572,0.552,0.62,0.667
7087,True,2.331,194.719,0.0,58.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52987,Hendrik,2007-05-12,14,14.611,77.45105,10.711,9.611617,1.2,1.2,0.0,0.0,55.0,1006.1,1005.5028,35.812313,239.82657,61.920002,15.211,12.711,12.461,10.261001,0.704,0.578,0.574,0.668
7087,True,2.331,194.719,0.0,58.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397862,Hendrik,2022-04-07,14,9.211,70.68698,4.161,1.6324649,2.6,2.3,0.21000001,0.0,73.0,982.9,982.42444,42.437263,255.2564,89.27999,10.111,8.161,7.761,9.061001,0.718,0.64,0.608,0.686
7088,True,2.411,230.632,0.0,95.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443379,Hendrik,2023-11-02,10,12.2915,75.53484,8.091499,5.414112,0.1,0.1,0.0,0.0,51.0,970.8,969.9871,43.73963,174.80566,79.92,10.591499,11.2415,12.7915,13.9415,0.741,0.732,0.704,0.631
7089,True,2.467,210.171,3.0,49.0,1.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,264019,Hendrik,2017-01-13,18,5.435,79.29148,2.135,-1.9293823,0.5,0.5,0.0,0.03,53.0,1000.2,999.2193,38.349712,320.33218,78.84,3.485,4.235,5.1349998,10.285001,0.73,0.705,0.643,0.629
7092,True,2.53,265.542,0.0,9.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332972,Hendrik,2019-11-02,10,11.9565,89.93619,10.356501,8.237438,1.2,1.2,0.0,0.0,55.0,987.6,987.837,26.31942,220.0062,54.719997,11.5065,9.3065,11.9065,13.5565,0.725,0.682,0.641,0.595
7093,True,2.447,196.871,0.0,13.0,28.0,22.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,309388,Hendrik,2018-08-09,16,17.9675,90.08567,16.317501,18.615353,0.7,0.7,0.0,0.0,53.0,1005.8,1005.32806,10.587918,35.311302,32.760002,20.2175,21.067501,18.567501,12.4675,0.462,0.321,0.468,0.635
7212,True,2.338,210.088,0.0,23.0,13.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,342199,Hendrik,2020-02-24,17,9.4045,88.82965,7.6545,3.350099,0.2,0.2,0.0,0.0,51.0,1001.6,1000.9945,37.34295,236.0035,69.84,7.9545,7.2045,7.9045,9.9045,0.754,0.752,0.719,0.683
7213,True,2.444,210.036,0.0,94.0,21.0,11.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,130718,Hendrik,2012-11-25,10,9.5045,74.80173,5.2545004,0.99081755,0.2,0.2,0.0,0.0,51.0,1002.6,1001.8731,50.40514,225.57864,84.24,8.6045,7.5545,9.2545,12.2545,0.698,0.688,0.688,0.665
7214,True,2.56,209.566,0.0,27.0,3.0,8.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,44060,Hendrik,2006-12-07,19,9.1915,80.39451,5.9915004,1.5819316,0.3,0.3,0.0,0.0,51.0,990.2,989.2422,45.314262,224.35634,73.079994,8.2415,9.091499,10.6915,13.091499,0.731,0.717,0.631,0.604
7214,True,2.56,209.566,0.0,27.0,3.0,8.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,66599,Hendrik,2008-03-12,12,7.6915,69.1474,2.3915,-2.29348,0.4,0.4,0.0,0.0,51.0,991.7,990.7355,56.63453,273.6444,97.92,7.4915004,6.7415004,7.0915003,9.2915,0.705,0.698,0.667,0.662
7214,True,2.56,209.566,0.0,27.0,3.0,8.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,366363,Hendrik,2021-02-07,9,-3.9715002,77.81847,-7.2714996,-12.62356,0.4,0.0,0.28,0.06,73.0,1002.3,1001.15607,38.639256,63.435013,73.079994,0.4785,3.8785,6.0285,10.2285,0.706,0.717,0.713,0.67
7215,True,2.509,208.958,0.0,71.0,18.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,85898,Hendrik,2009-08-28,18,16.448,61.803246,9.098,12.144621,0.0,0.0,0.0,0.0,1.0,1011.1,1010.26526,27.897097,252.7341,57.239998,17.948,18.048,16.548,12.048,0.529,0.471,0.498,0.626
7215,True,2.509,208.958,0.0,71.0,18.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,350890,Hendrik,2020-07-05,13,19.898,70.60624,14.398,15.827177,0.2,0.2,0.0,0.0,51.0,1009.0,1008.2947,40.044235,247.81593,74.88,19.498,16.848,15.398,10.798,0.523,0.403,0.481,0.647
7215,True,2.509,208.958,0.0,71.0,18.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,417645,Hendrik,2022-12-16,16,0.49800003,84.2504,-1.852,-2.6993535,0.0,0.0,0.0,0.0,0.0,1018.4,1017.63745,5.506941,348.6901,10.08,-1.802,0.29799998,6.448,12.598,0.638,0.643,0.628,0.606
7217,True,2.532,160.262,0.0,62.0,21.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,431886,Hendrik,2023-06-19,20,19.111,76.88692,14.961,20.014881,0.0,0.0,0.0,0.0,1.0,1012.7,1012.10846,5.1544156,347.90527,10.440001,22.611,19.711,15.111,10.061001,0.311,0.424,0.56,0.668
7221,True,2.498,211.071,0.0,38.0,25.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,46175,Teunis,2007-01-10,10,11.9545,76.51262,7.9545,4.735199,0.5,0.5,0.0,0.0,53.0,1006.8,1006.0763,45.845966,223.09087,73.079994,10.8545,9.6045,8.7045,12.054501,0.698,0.707,0.689,0.619
7223,True,2.469,215.237,0.0,65.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,95754,Teunis,2010-05-20,13,16.711,54.392155,7.461,15.172058,0.0,0.0,0.0,0.0,1.0,1031.4,1030.7924,12.0694,287.3541,27.0,17.811,11.361,9.161,7.861,0.552,0.587,0.609,0.656
7223,True,2.469,215.237,0.0,65.0,31.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,293551,Teunis,2018-01-18,11,5.411,78.16475,1.911,-3.260046,0.1,0.1,0.0,0.0,51.0,991.9,991.29205,47.040302,305.028,125.27999,5.161,4.961,6.861,10.861,0.73,0.721,0.692,0.63
7239,True,1.67,264.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,391864,IJsbrand,2022-02-06,6,8.724,84.31207,6.224,2.4220796,0.1,0.1,0.0,0.0,51.0,1003.1,1002.73517,36.707645,243.18373,68.03999,7.174,6.374,7.174,10.174,0.721,0.706,0.687,0.676
7321,True,2.418,171.412,0.0,2.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116699,Dirk,2012-01-03,11,9.412999,82.10434,6.513,0.59830904,0.1,0.1,0.0,0.0,51.0,998.8,999.2832,54.393364,210.6385,90.0,7.113,7.113,8.063,11.063,0.697,0.689,0.668,0.616
7321,True,2.418,171.412,0.0,2.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340888,Dirk,2020-02-09,16,11.287001,77.98529,7.587,2.7170525,0.6,0.6,0.0,0.0,53.0,988.0,988.0,54.477882,209.27516,99.72,8.887,6.637,7.537,10.287001,0.678,0.679,0.69,0.672
7322,True,2.523,172.613,0.0,1.0,67.0,31.0,2.0,10.0,13.0,6.0,0.0,0.0,0.0,84859,Dirk,2009-07-30,10,17.536999,65.45093,10.987,13.27072,0.0,0.0,0.0,0.0,0.0,1017.2,1017.2,33.441265,255.66454,60.120003,18.237,17.687,15.587001,11.137,0.604,0.557,0.505,0.609
7323,True,2.894,230.8,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267415,Dirk,2017-02-23,16,7.5,72.11775,2.8,-1.8932657,0.5,0.5,0.0,0.0,53.0,984.6,984.83997,53.08627,247.26054,97.56,8.15,7.35,5.5,8.35,0.732,0.718,0.665,0.637
7332,True,2.245,164.87,2.0,0.0,49.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,127531,Dirk,2012-09-24,18,14.3914995,74.87502,9.9915,8.090277,0.0,0.0,0.0,0.0,3.0,990.8,989.8586,43.301876,222.97864,70.92,13.7915,12.8914995,14.3914995,12.841499,0.723,0.702,0.599,0.643
7336,True,2.33,199.841,0.0,47.0,18.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,340865,Hendrik,2020-02-09,16,11.2415,77.9783,7.5415,2.6603212,0.6,0.6,0.0,0.0,53.0,988.0,987.16956,54.477882,209.27516,99.72,8.841499,6.5915003,7.4915004,10.2415,0.678,0.679,0.69,0.672
7337,True,2.509,179.672,0.0,95.0,10.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,314994,Hendrik,2019-03-09,15,8.7285,75.98189,4.7285004,1.4033308,0.4,0.4,0.0,0.0,51.0,1006.5,1005.40283,41.493805,278.4815,96.479996,9.2285,8.0785,7.8785,9.6285,0.736,0.708,0.665,0.624
7339,True,2.481,225.049,0.0,77.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1567,Hendrik,2018-09-21,19,12.298,79.203354,8.798,7.8827972,1.9,1.9,0.0,0.0,61.0,1009.8,1009.07513,28.1169,256.67545,62.639996,14.698,17.298,15.898,13.848,0.617,0.546,0.494,0.623
7339,True,2.481,225.049,0.0,77.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,127516,Hendrik,2012-09-24,16,14.235001,82.71113,11.335,7.2596703,0.2,0.2,0.0,0.0,51.0,988.4,987.34344,50.659046,219.2321,77.4,14.435,12.785001,14.385,12.835,0.734,0.7,0.598,0.643
7339,True,2.481,225.049,0.0,77.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,321597,Hendrik,2019-06-06,0,12.0415,95.8006,11.3914995,10.985852,3.2,3.2,0.0,0.0,63.0,1005.1,1004.2576,10.1887,302.00534,27.72,13.9915,16.4415,12.9915,9.841499,0.759,0.572,0.553,0.635
7339,True,2.481,225.049,0.0,77.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,347012,Hendrik,2020-05-10,17,10.0415,71.84223,5.1915,3.5991068,0.0,0.0,0.0,0.0,3.0,1010.4,1009.54724,36.10963,20.42242,67.32,15.991499,14.3914995,10.841499,9.341499,0.446,0.472,0.546,0.682
7339,True,2.481,225.049,0.0,77.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,382464,Hendrik,2021-10-04,8,12.1414995,79.7176,8.7415,8.714199,0.0,0.0,0.0,0.0,0.0,1012.9,1012.0515,21.24,180.0,38.519997,11.591499,12.8914995,14.5415,12.9915,0.684,0.678,0.563,0.634
7341,True,2.625,186.78,0.0,53.0,35.0,9.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,315546,Hendrik,2019-03-16,14,11.3545,67.98186,5.6545,2.612718,0.0,0.0,0.0,0.0,3.0,1001.7,1001.0989,52.56493,233.91483,97.2,9.4545,7.6045003,7.7545004,9.554501,0.73,0.732,0.702,0.629
7341,True,2.625,186.78,0.0,53.0,35.0,9.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,392717,Hendrik,2022-02-17,8,7.285,70.807495,2.335,0.7164941,0.0,0.0,0.0,0.0,0.0,1000.5,999.5257,33.1376,271.86765,64.439995,7.6349998,8.185,7.3849998,9.885,0.721,0.726,0.697,0.678
7343,True,2.578,183.027,0.0,15.0,51.0,2.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,122225,Hendrik,2012-06-08,18,15.5785,63.72158,8.7285,9.0537815,0.0,0.0,0.0,0.0,1.0,1003.9,1002.7131,42.45253,219.49449,66.24,16.9285,14.7285,12.4285,9.0785,0.628,0.62,0.613,0.657
7347,True,2.324,200.845,1.0,26.0,30.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,41132,Teunis,2006-10-13,11,16.5415,77.74709,12.6414995,16.276073,0.0,0.0,0.0,0.0,3.0,1031.4,1030.4275,7.5170207,16.699326,18.0,15.2915,14.2915,15.1414995,13.4415,0.603,0.601,0.533,0.606
7348,True,2.435,148.429,0.0,44.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,373338,Teunis,2021-05-21,18,12.111,62.929817,5.261,4.9715824,0.0,0.0,0.0,0.0,3.0,997.6,997.00287,40.991024,226.06741,75.24,13.661,11.711,9.811001,8.561001,0.654,0.642,0.59,0.666
7348,True,2.435,148.429,0.0,44.0,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,431961,Teunis,2023-06-20,17,23.385,74.22194,18.535,25.544907,0.7,0.7,0.0,0.0,53.0,1008.7,1007.65485,6.830519,198.43504,24.48,24.685,20.085,15.185,10.085,0.414,0.414,0.556,0.667
7349,True,2.655,192.939,1.0,33.0,10.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,393326,Teunis,2022-02-18,16,8.7175,68.6272,3.2675,-0.42766857,0.1,0.1,0.0,0.0,51.0,984.7,984.22284,51.984802,233.44743,106.92,8.5675,7.8675003,7.5175004,9.8175,0.733,0.727,0.702,0.681
7352,True,2.271,194.868,1.0,27.0,31.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,357380,Teunis,2020-10-03,15,12.9175,89.413734,11.2175,10.88529,1.7,1.7,0.0,0.0,61.0,989.3,988.8274,16.516901,200.40997,33.12,13.7175,13.7675,14.6675,13.617499,0.703,0.62,0.502,0.611
7453,True,2.359,191.962,0.0,1.0,65.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,283172,Dirk,2017-09-13,11,15.1915,61.719177,7.8915,7.6073723,0.0,0.0,0.0,0.0,1.0,996.2,995.37427,48.235966,260.11594,92.88,15.091499,14.4915,15.2915,13.7415,0.714,0.703,0.534,0.61
7454,True,2.433,179.404,0.0,6.0,73.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343257,Dirk,2020-03-12,8,7.0785003,55.75711,-1.1715,-0.486372,0.0,0.0,0.0,0.0,0.0,1007.2,1006.0955,36.115017,265.42615,65.88,7.7285004,8.9785,7.6285,9.528501,0.725,0.729,0.725,0.701
7456,True,2.268,188.889,1.0,0.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284834,Dirk,2017-10-05,10,13.5415,70.319214,8.2415,7.840273,0.1,0.1,0.0,0.0,51.0,1008.1,1007.2596,35.936943,317.84222,72.72,13.6414995,13.4415,13.9915,13.841499,0.693,0.646,0.593,0.608
7457,True,2.323,188.403,2.0,1.0,58.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,293247,Dirk,2018-01-18,7,8.5415,80.86248,5.4415,0.39306974,0.6,0.6,0.0,0.0,53.0,983.3,982.46576,48.176823,245.73322,95.399994,4.8915,4.8415003,6.8915,10.8914995,0.744,0.717,0.692,0.643
7459,True,2.438,209.778,2.0,2.0,56.0,5.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,312914,Dirk,2019-02-09,13,9.248,65.42699,3.098,1.4656806,0.0,0.0,0.0,0.0,1.0,1000.4,999.67413,42.420464,239.95364,81.72,8.248,6.398,5.748,10.448,0.698,0.698,0.657,0.613
7459,True,2.438,209.778,2.0,2.0,56.0,5.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,349777,Dirk,2020-06-19,17,18.248,68.24798,12.298,16.31645,0.0,0.0,0.0,0.0,0.0,1016.9,1016.18506,18.161278,256.2392,36.36,20.948,17.548,13.948,10.198,0.561,0.45,0.512,0.658
7461,True,2.414,182.513,5.0,41.0,10.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,120332,Dirk,2012-04-15,13,8.4045,56.71911,0.30449998,2.6554732,0.0,0.0,0.0,0.0,2.0,1015.9,1015.1606,26.693459,10.097442,52.56,10.4045,7.9545,8.0045,8.2545,0.629,0.637,0.636,0.663
7461,True,2.414,182.513,5.0,41.0,10.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,406928,Dirk,2022-07-31,14,20.234999,84.48566,17.535,18.370022,2.4,2.4,0.0,0.0,61.0,1013.8,1012.85614,31.353085,254.68712,49.68,20.835,18.535,16.535,11.735001,0.481,0.434,0.485,0.634
7461,True,2.414,182.513,5.0,41.0,10.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,433389,Dirk,2023-07-05,10,13.148,84.80855,10.648,7.5584717,2.3,2.3,0.0,0.0,61.0,1005.0,1004.2808,39.732323,265.32266,86.399994,13.048,16.398,15.948,10.798,0.727,0.486,0.538,0.661
7461,True,2.414,182.513,5.0,41.0,10.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,434119,Dirk,2023-07-05,10,13.148,84.80855,10.648,7.5584717,2.3,2.3,0.0,0.0,61.0,1005.0,1004.2808,39.732323,265.32266,86.399994,13.048,16.398,15.948,10.798,0.727,0.486,0.538,0.661
7462,True,2.394,183.859,1.0,45.0,24.0,5.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,340667,Hendrik,2020-02-09,11,8.3785,82.54042,5.5785003,0.36265802,0.4,0.4,0.0,0.0,51.0,998.3,997.2106,47.472248,198.57245,103.32,6.5785003,6.1785,7.4785004,10.2285,0.688,0.678,0.69,0.672
7463,True,2.657,166.505,0.0,70.0,19.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,340970,Hendrik,2020-02-09,18,11.072,87.18856,9.022,3.298119,1.1,1.1,0.0,0.0,55.0,985.1,983.91675,51.55924,215.90982,100.799995,8.872,6.722,7.472,10.222,0.694,0.679,0.69,0.672
7463,True,2.657,166.505,0.0,70.0,19.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,393017,Hendrik,2022-02-18,15,9.091499,65.62394,2.9915,-1.2547522,0.1,0.1,0.0,0.0,51.0,985.4,984.5657,59.865086,227.19325,106.2,8.841499,7.8915,7.5415,9.841499,0.731,0.72,0.699,0.679
7464,True,2.359,193.602,0.0,20.0,31.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,341235,Hendrik,2020-02-11,17,4.8719997,58.982944,-2.4780002,-2.2327633,0.0,0.0,0.0,0.0,2.0,1003.7,1002.46747,31.731092,273.2519,67.67999,5.672,6.572,7.522,10.172,0.713,0.719,0.701,0.673
7468,True,2.352,165.808,0.0,9.0,55.0,20.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64771,Hendrik,2008-01-20,16,10.698,88.93708,8.948,5.175393,0.0,0.0,0.0,0.0,3.0,1016.7,1015.8439,35.98559,250.11475,63.36,9.348,8.098,6.998,10.698,0.723,0.72,0.684,0.643
7471,True,2.4,177.056,0.0,26.0,16.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,105805,Hendrik,2011-02-27,8,5.0675,91.9514,3.8675,-1.665585,1.0,1.0,0.0,0.0,55.0,1010.4,1009.90375,36.23682,310.97165,61.199997,5.1675,5.5675,4.9675,7.9675,0.719,0.674,0.672,0.648
7471,True,2.4,177.056,0.0,26.0,16.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,394492,Hendrik,2022-02-21,19,6.9175,77.02669,3.1675,0.69385195,0.0,0.0,0.0,0.0,0.0,1009.2,1008.7078,31.820824,314.5417,60.839996,6.6675,6.7675004,7.5675,9.7675,0.741,0.744,0.72,0.683
7472,True,2.326,203.634,0.0,29.0,20.0,16.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,315327,Teunis,2019-03-13,18,7.6805,69.63844,2.4805,1.488214,0.0,0.0,0.0,0.0,0.0,1003.6,1003.3557,30.737339,288.43503,60.839996,7.2805004,6.5805,7.7805004,9.6805,0.725,0.719,0.672,0.609
7474,True,2.506,192.394,1.0,12.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130735,Teunis,2012-11-25,14,9.9045,64.65621,3.5544999,1.6210833,0.0,0.0,0.0,0.0,0.0,1003.8,1003.0734,46.452557,234.46223,84.96,8.9045,7.7545004,9.2545,12.2545,0.691,0.688,0.687,0.665
7476,True,2.257,197.881,0.0,23.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330837,Teunis,2019-10-06,17,9.054501,90.947174,7.6545,4.3949146,1.9,1.9,0.0,0.0,61.0,1009.4,1008.66724,27.77838,86.28479,50.76,9.2545,11.054501,13.9545,13.6045,0.752,0.685,0.544,0.593
7479,True,2.493,170.41,0.0,4.0,40.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,394175,Teunis,2022-02-20,11,9.437,88.83236,7.687,3.360393,1.1,1.1,0.0,0.0,55.0,1002.7,1002.5788,37.550606,237.52882,68.76,7.637,6.587,7.587,9.837001,0.753,0.74,0.707,0.682
