,id,service_area,geometry
11693,11693,Diemen,"POLYGON ((4.975528041687683 52.33084039686099, 4.978475770772152 52.33084039686099, 4.978475770772152 52.32903859505919, 4.975528041687683 52.32903859505919, 4.975528041687683 52.33084039686099))"
11694,11694,Diemen,"POLYGON ((4.975528041687683 52.332642198662796, 4.978475770772152 52.332642198662796, 4.978475770772152 52.33084039686099, 4.975528041687683 52.33084039686099, 4.975528041687683 52.332642198662796))"
11695,11695,Diemen,"POLYGON ((4.975528041687683 52.3344440004646, 4.978475770772152 52.3344440004646, 4.978475770772152 52.332642198662796, 4.975528041687683 52.332642198662796, 4.975528041687683 52.3344440004646))"
11696,11696,Diemen,"POLYGON ((4.975528041687683 52.336245802266404, 4.978475770772152 52.336245802266404, 4.978475770772152 52.3344440004646, 4.975528041687683 52.3344440004646, 4.975528041687683 52.336245802266404))"
11697,11697,Diemen,"POLYGON ((4.975528041687683 52.33804760406821, 4.978475770772152 52.33804760406821, 4.978475770772152 52.336245802266404, 4.975528041687683 52.336245802266404, 4.975528041687683 52.33804760406821))"
11698,11698,Diemen,"POLYGON ((4.975528041687683 52.33984940587001, 4.978475770772152 52.33984940587001, 4.978475770772152 52.33804760406821, 4.975528041687683 52.33804760406821, 4.975528041687683 52.33984940587001))"
11699,11699,Diemen,"POLYGON ((4.975528041687683 52.341651207671816, 4.978475770772152 52.341651207671816, 4.978475770772152 52.33984940587001, 4.975528041687683 52.33984940587001, 4.975528041687683 52.341651207671816))"
11700,11700,Diemen,"POLYGON ((4.975528041687683 52.34345300947362, 4.978475770772152 52.34345300947362, 4.978475770772152 52.341651207671816, 4.975528041687683 52.341651207671816, 4.975528041687683 52.34345300947362))"
11701,11701,Diemen,"POLYGON ((4.975528041687683 52.345254811275424, 4.978475770772152 52.345254811275424, 4.978475770772152 52.34345300947362, 4.975528041687683 52.34345300947362, 4.975528041687683 52.345254811275424))"
11702,11702,Diemen,"POLYGON ((4.975528041687683 52.34705661307723, 4.978475770772152 52.34705661307723, 4.978475770772152 52.345254811275424, 4.975528041687683 52.345254811275424, 4.975528041687683 52.34705661307723))"
11703,11703,Diemen,"POLYGON ((4.975528041687683 52.34885841487903, 4.978475770772152 52.34885841487903, 4.978475770772152 52.34705661307723, 4.975528041687683 52.34705661307723, 4.975528041687683 52.34885841487903))"
11704,11704,Diemen,"POLYGON ((4.975528041687683 52.350660216680836, 4.978475770772152 52.350660216680836, 4.978475770772152 52.34885841487903, 4.975528041687683 52.34885841487903, 4.975528041687683 52.350660216680836))"
11705,11705,Diemen,"POLYGON ((4.975528041687683 52.35246201848264, 4.978475770772152 52.35246201848264, 4.978475770772152 52.350660216680836, 4.975528041687683 52.350660216680836, 4.975528041687683 52.35246201848264))"
11706,11706,Zebra,"POLYGON ((4.975528041687683 52.354263820284444, 4.978475770772152 52.354263820284444, 4.978475770772152 52.35246201848264, 4.975528041687683 52.35246201848264, 4.975528041687683 52.354263820284444))"
11707,11707,Zebra,"POLYGON ((4.975528041687683 52.35606562208625, 4.978475770772152 52.35606562208625, 4.978475770772152 52.354263820284444, 4.975528041687683 52.354263820284444, 4.975528041687683 52.35606562208625))"
11708,11708,Zebra,"POLYGON ((4.975528041687683 52.35786742388805, 4.978475770772152 52.35786742388805, 4.978475770772152 52.35606562208625, 4.975528041687683 52.35606562208625, 4.975528041687683 52.35786742388805))"
11709,11709,Zebra,"POLYGON ((4.975528041687683 52.359669225689856, 4.978475770772152 52.359669225689856, 4.978475770772152 52.35786742388805, 4.975528041687683 52.35786742388805, 4.975528041687683 52.359669225689856))"
11710,11710,Zebra,"POLYGON ((4.975528041687683 52.36147102749166, 4.978475770772152 52.36147102749166, 4.978475770772152 52.359669225689856, 4.975528041687683 52.359669225689856, 4.975528041687683 52.36147102749166))"
11711,11711,Zebra,"POLYGON ((4.975528041687683 52.363272829293464, 4.978475770772152 52.363272829293464, 4.978475770772152 52.36147102749166, 4.975528041687683 52.36147102749166, 4.975528041687683 52.363272829293464))"
11712,11712,Zebra,"POLYGON ((4.975528041687683 52.36507463109527, 4.978475770772152 52.36507463109527, 4.978475770772152 52.363272829293464, 4.975528041687683 52.363272829293464, 4.975528041687683 52.36507463109527))"
11713,11713,Zebra,"POLYGON ((4.975528041687683 52.36687643289707, 4.978475770772152 52.36687643289707, 4.978475770772152 52.36507463109527, 4.975528041687683 52.36507463109527, 4.975528041687683 52.36687643289707))"
11714,11714,Zebra,"POLYGON ((4.975528041687683 52.368678234698876, 4.978475770772152 52.368678234698876, 4.978475770772152 52.36687643289707, 4.975528041687683 52.36687643289707, 4.975528041687683 52.368678234698876))"
11715,11715,Zebra,"POLYGON ((4.975528041687683 52.37048003650068, 4.978475770772152 52.37048003650068, 4.978475770772152 52.368678234698876, 4.975528041687683 52.368678234698876, 4.975528041687683 52.37048003650068))"
11716,11716,Zebra,"POLYGON ((4.975528041687683 52.372281838302484, 4.978475770772152 52.372281838302484, 4.978475770772152 52.37048003650068, 4.975528041687683 52.37048003650068, 4.975528041687683 52.372281838302484))"
11717,11717,Zebra,"POLYGON ((4.975528041687683 52.37408364010429, 4.978475770772152 52.37408364010429, 4.978475770772152 52.372281838302484, 4.975528041687683 52.372281838302484, 4.975528041687683 52.37408364010429))"
11718,11718,Zebra,"POLYGON ((4.975528041687683 52.37588544190609, 4.978475770772152 52.37588544190609, 4.978475770772152 52.37408364010429, 4.975528041687683 52.37408364010429, 4.975528041687683 52.37588544190609))"
11719,11719,Zebra,"POLYGON ((4.975528041687683 52.377687243707896, 4.978475770772152 52.377687243707896, 4.978475770772152 52.37588544190609, 4.975528041687683 52.37588544190609, 4.975528041687683 52.377687243707896))"
11720,11720,Zebra,"POLYGON ((4.975528041687683 52.3794890455097, 4.978475770772152 52.3794890455097, 4.978475770772152 52.377687243707896, 4.975528041687683 52.377687243707896, 4.975528041687683 52.3794890455097))"
11721,11721,Zebra,"POLYGON ((4.975528041687683 52.381290847311504, 4.978475770772152 52.381290847311504, 4.978475770772152 52.3794890455097, 4.975528041687683 52.3794890455097, 4.975528041687683 52.381290847311504))"
11722,11722,Zebra,"POLYGON ((4.975528041687683 52.38309264911331, 4.978475770772152 52.38309264911331, 4.978475770772152 52.381290847311504, 4.975528041687683 52.381290847311504, 4.975528041687683 52.38309264911331))"
11723,11723,Zebra,"POLYGON ((4.975528041687683 52.38489445091511, 4.978475770772152 52.38489445091511, 4.978475770772152 52.38309264911331, 4.975528041687683 52.38309264911331, 4.975528041687683 52.38489445091511))"
11724,11724,Zebra,"POLYGON ((4.975528041687683 52.386696252716916, 4.978475770772152 52.386696252716916, 4.978475770772152 52.38489445091511, 4.975528041687683 52.38489445091511, 4.975528041687683 52.386696252716916))"
11725,11725,Zebra,"POLYGON ((4.975528041687683 52.38849805451872, 4.978475770772152 52.38849805451872, 4.978475770772152 52.386696252716916, 4.975528041687683 52.386696252716916, 4.975528041687683 52.38849805451872))"
11726,11726,Zebra,"POLYGON ((4.975528041687683 52.390299856320524, 4.978475770772152 52.390299856320524, 4.978475770772152 52.38849805451872, 4.975528041687683 52.38849805451872, 4.975528041687683 52.390299856320524))"
11727,11727,Zebra,"POLYGON ((4.975528041687683 52.39210165812233, 4.978475770772152 52.39210165812233, 4.978475770772152 52.390299856320524, 4.975528041687683 52.390299856320524, 4.975528041687683 52.39210165812233))"
11728,11728,Zebra,"POLYGON ((4.975528041687683 52.39390345992413, 4.978475770772152 52.39390345992413, 4.978475770772152 52.39210165812233, 4.975528041687683 52.39210165812233, 4.975528041687683 52.39390345992413))"
11729,11729,Zebra,"POLYGON ((4.975528041687683 52.39570526172594, 4.978475770772152 52.39570526172594, 4.978475770772152 52.39390345992413, 4.975528041687683 52.39390345992413, 4.975528041687683 52.39570526172594))"
11730,11730,Zebra,"POLYGON ((4.975528041687683 52.39750706352774, 4.978475770772152 52.39750706352774, 4.978475770772152 52.39570526172594, 4.975528041687683 52.39570526172594, 4.975528041687683 52.39750706352774))"
11731,11731,Zebra,"POLYGON ((4.975528041687683 52.399308865329544, 4.978475770772152 52.399308865329544, 4.978475770772152 52.39750706352774, 4.975528041687683 52.39750706352774, 4.975528041687683 52.399308865329544))"
11732,11732,Zebra,"POLYGON ((4.975528041687683 52.40111066713135, 4.978475770772152 52.40111066713135, 4.978475770772152 52.399308865329544, 4.975528041687683 52.399308865329544, 4.975528041687683 52.40111066713135))"
11733,11733,Zebra,"POLYGON ((4.975528041687683 52.40291246893315, 4.978475770772152 52.40291246893315, 4.978475770772152 52.40111066713135, 4.975528041687683 52.40111066713135, 4.975528041687683 52.40291246893315))"
11734,11734,Zebra,"POLYGON ((4.975528041687683 52.40471427073496, 4.978475770772152 52.40471427073496, 4.978475770772152 52.40291246893315, 4.975528041687683 52.40291246893315, 4.975528041687683 52.40471427073496))"
11735,11735,Zebra,"POLYGON ((4.975528041687683 52.40651607253676, 4.978475770772152 52.40651607253676, 4.978475770772152 52.40471427073496, 4.975528041687683 52.40471427073496, 4.975528041687683 52.40651607253676))"
11736,11736,Zebra,"POLYGON ((4.975528041687683 52.408317874338564, 4.978475770772152 52.408317874338564, 4.978475770772152 52.40651607253676, 4.975528041687683 52.40651607253676, 4.975528041687683 52.408317874338564))"
11737,11737,Zebra,"POLYGON ((4.975528041687683 52.41011967614037, 4.978475770772152 52.41011967614037, 4.978475770772152 52.408317874338564, 4.975528041687683 52.408317874338564, 4.975528041687683 52.41011967614037))"
11738,11738,Zebra,"POLYGON ((4.975528041687683 52.41192147794217, 4.978475770772152 52.41192147794217, 4.978475770772152 52.41011967614037, 4.975528041687683 52.41011967614037, 4.975528041687683 52.41192147794217))"
11739,11739,Zebra,"POLYGON ((4.975528041687683 52.41372327974398, 4.978475770772152 52.41372327974398, 4.978475770772152 52.41192147794217, 4.975528041687683 52.41192147794217, 4.975528041687683 52.41372327974398))"
11740,11740,Zebra,"POLYGON ((4.975528041687683 52.41552508154578, 4.978475770772152 52.41552508154578, 4.978475770772152 52.41372327974398, 4.975528041687683 52.41372327974398, 4.975528041687683 52.41552508154578))"
11741,11741,Zebra,"POLYGON ((4.975528041687683 52.417326883347584, 4.978475770772152 52.417326883347584, 4.978475770772152 52.41552508154578, 4.975528041687683 52.41552508154578, 4.975528041687683 52.417326883347584))"
11795,11795,Anton,"POLYGON ((4.978475770772152 52.2893989554195, 4.981423499856621 52.2893989554195, 4.981423499856621 52.287597153617696, 4.978475770772152 52.287597153617696, 4.978475770772152 52.2893989554195))"
11796,11796,Anton,"POLYGON ((4.978475770772152 52.291200757221304, 4.981423499856621 52.291200757221304, 4.981423499856621 52.2893989554195, 4.978475770772152 52.2893989554195, 4.978475770772152 52.291200757221304))"
11797,11797,Anton,"POLYGON ((4.978475770772152 52.29300255902311, 4.981423499856621 52.29300255902311, 4.981423499856621 52.291200757221304, 4.978475770772152 52.291200757221304, 4.978475770772152 52.29300255902311))"
11798,11798,Anton,"POLYGON ((4.978475770772152 52.29480436082491, 4.981423499856621 52.29480436082491, 4.981423499856621 52.29300255902311, 4.978475770772152 52.29300255902311, 4.978475770772152 52.29480436082491))"
11799,11799,Anton,"POLYGON ((4.978475770772152 52.296606162626716, 4.981423499856621 52.296606162626716, 4.981423499856621 52.29480436082491, 4.978475770772152 52.29480436082491, 4.978475770772152 52.296606162626716))"
11800,11800,Anton,"POLYGON ((4.978475770772152 52.29840796442852, 4.981423499856621 52.29840796442852, 4.981423499856621 52.296606162626716, 4.978475770772152 52.296606162626716, 4.978475770772152 52.29840796442852))"
11801,11801,Anton,"POLYGON ((4.978475770772152 52.300209766230324, 4.981423499856621 52.300209766230324, 4.981423499856621 52.29840796442852, 4.978475770772152 52.29840796442852, 4.978475770772152 52.300209766230324))"
11802,11802,Anton,"POLYGON ((4.978475770772152 52.30201156803213, 4.981423499856621 52.30201156803213, 4.981423499856621 52.300209766230324, 4.978475770772152 52.300209766230324, 4.978475770772152 52.30201156803213))"
11803,11803,Anton,"POLYGON ((4.978475770772152 52.30381336983393, 4.981423499856621 52.30381336983393, 4.981423499856621 52.30201156803213, 4.978475770772152 52.30201156803213, 4.978475770772152 52.30381336983393))"
11804,11804,Anton,"POLYGON ((4.978475770772152 52.305615171635736, 4.981423499856621 52.305615171635736, 4.981423499856621 52.30381336983393, 4.978475770772152 52.30381336983393, 4.978475770772152 52.305615171635736))"
11805,11805,Anton,"POLYGON ((4.978475770772152 52.30741697343754, 4.981423499856621 52.30741697343754, 4.981423499856621 52.305615171635736, 4.978475770772152 52.305615171635736, 4.978475770772152 52.30741697343754))"
11806,11806,Anton,"POLYGON ((4.978475770772152 52.309218775239344, 4.981423499856621 52.309218775239344, 4.981423499856621 52.30741697343754, 4.978475770772152 52.30741697343754, 4.978475770772152 52.309218775239344))"
11807,11807,Anton,"POLYGON ((4.978475770772152 52.31102057704115, 4.981423499856621 52.31102057704115, 4.981423499856621 52.309218775239344, 4.978475770772152 52.309218775239344, 4.978475770772152 52.31102057704115))"
11808,11808,Anton,"POLYGON ((4.978475770772152 52.31282237884295, 4.981423499856621 52.31282237884295, 4.981423499856621 52.31102057704115, 4.978475770772152 52.31102057704115, 4.978475770772152 52.31282237884295))"
11809,11809,Anton,"POLYGON ((4.978475770772152 52.314624180644756, 4.981423499856621 52.314624180644756, 4.981423499856621 52.31282237884295, 4.978475770772152 52.31282237884295, 4.978475770772152 52.314624180644756))"
11810,11810,Anton,"POLYGON ((4.978475770772152 52.31642598244656, 4.981423499856621 52.31642598244656, 4.981423499856621 52.314624180644756, 4.978475770772152 52.314624180644756, 4.978475770772152 52.31642598244656))"
11811,11811,Anton,"POLYGON ((4.978475770772152 52.318227784248364, 4.981423499856621 52.318227784248364, 4.981423499856621 52.31642598244656, 4.978475770772152 52.31642598244656, 4.978475770772152 52.318227784248364))"
11812,11812,Anton,"POLYGON ((4.978475770772152 52.32002958605017, 4.981423499856621 52.32002958605017, 4.981423499856621 52.318227784248364, 4.978475770772152 52.318227784248364, 4.978475770772152 52.32002958605017))"
11813,11813,Anton,"POLYGON ((4.978475770772152 52.32183138785197, 4.981423499856621 52.32183138785197, 4.981423499856621 52.32002958605017, 4.978475770772152 52.32002958605017, 4.978475770772152 52.32183138785197))"
11814,11814,Anton,"POLYGON ((4.978475770772152 52.323633189653776, 4.981423499856621 52.323633189653776, 4.981423499856621 52.32183138785197, 4.978475770772152 52.32183138785197, 4.978475770772152 52.323633189653776))"
11815,11815,Anton,"POLYGON ((4.978475770772152 52.32543499145558, 4.981423499856621 52.32543499145558, 4.981423499856621 52.323633189653776, 4.978475770772152 52.323633189653776, 4.978475770772152 52.32543499145558))"
11816,11816,Diemen,"POLYGON ((4.978475770772152 52.327236793257384, 4.981423499856621 52.327236793257384, 4.981423499856621 52.32543499145558, 4.978475770772152 52.32543499145558, 4.978475770772152 52.327236793257384))"
11817,11817,Diemen,"POLYGON ((4.978475770772152 52.32903859505919, 4.981423499856621 52.32903859505919, 4.981423499856621 52.327236793257384, 4.978475770772152 52.327236793257384, 4.978475770772152 52.32903859505919))"
11818,11818,Diemen,"POLYGON ((4.978475770772152 52.33084039686099, 4.981423499856621 52.33084039686099, 4.981423499856621 52.32903859505919, 4.978475770772152 52.32903859505919, 4.978475770772152 52.33084039686099))"
11819,11819,Diemen,"POLYGON ((4.978475770772152 52.332642198662796, 4.981423499856621 52.332642198662796, 4.981423499856621 52.33084039686099, 4.978475770772152 52.33084039686099, 4.978475770772152 52.332642198662796))"
11820,11820,Diemen,"POLYGON ((4.978475770772152 52.3344440004646, 4.981423499856621 52.3344440004646, 4.981423499856621 52.332642198662796, 4.978475770772152 52.332642198662796, 4.978475770772152 52.3344440004646))"
11821,11821,Diemen,"POLYGON ((4.978475770772152 52.336245802266404, 4.981423499856621 52.336245802266404, 4.981423499856621 52.3344440004646, 4.978475770772152 52.3344440004646, 4.978475770772152 52.336245802266404))"
11822,11822,Diemen,"POLYGON ((4.978475770772152 52.33804760406821, 4.981423499856621 52.33804760406821, 4.981423499856621 52.336245802266404, 4.978475770772152 52.336245802266404, 4.978475770772152 52.33804760406821))"
11823,11823,Diemen,"POLYGON ((4.978475770772152 52.33984940587001, 4.981423499856621 52.33984940587001, 4.981423499856621 52.33804760406821, 4.978475770772152 52.33804760406821, 4.978475770772152 52.33984940587001))"
11824,11824,Diemen,"POLYGON ((4.978475770772152 52.341651207671816, 4.981423499856621 52.341651207671816, 4.981423499856621 52.33984940587001, 4.978475770772152 52.33984940587001, 4.978475770772152 52.341651207671816))"
11825,11825,Diemen,"POLYGON ((4.978475770772152 52.34345300947362, 4.981423499856621 52.34345300947362, 4.981423499856621 52.341651207671816, 4.978475770772152 52.341651207671816, 4.978475770772152 52.34345300947362))"
11826,11826,Diemen,"POLYGON ((4.978475770772152 52.345254811275424, 4.981423499856621 52.345254811275424, 4.981423499856621 52.34345300947362, 4.978475770772152 52.34345300947362, 4.978475770772152 52.345254811275424))"
11827,11827,Diemen,"POLYGON ((4.978475770772152 52.34705661307723, 4.981423499856621 52.34705661307723, 4.981423499856621 52.345254811275424, 4.978475770772152 52.345254811275424, 4.978475770772152 52.34705661307723))"
11828,11828,Diemen,"POLYGON ((4.978475770772152 52.34885841487903, 4.981423499856621 52.34885841487903, 4.981423499856621 52.34705661307723, 4.978475770772152 52.34705661307723, 4.978475770772152 52.34885841487903))"
11829,11829,Diemen,"POLYGON ((4.978475770772152 52.350660216680836, 4.981423499856621 52.350660216680836, 4.981423499856621 52.34885841487903, 4.978475770772152 52.34885841487903, 4.978475770772152 52.350660216680836))"
11830,11830,Diemen,"POLYGON ((4.978475770772152 52.35246201848264, 4.981423499856621 52.35246201848264, 4.981423499856621 52.350660216680836, 4.978475770772152 52.350660216680836, 4.978475770772152 52.35246201848264))"
11831,11831,Zebra,"POLYGON ((4.978475770772152 52.354263820284444, 4.981423499856621 52.354263820284444, 4.981423499856621 52.35246201848264, 4.978475770772152 52.35246201848264, 4.978475770772152 52.354263820284444))"
11832,11832,Zebra,"POLYGON ((4.978475770772152 52.35606562208625, 4.981423499856621 52.35606562208625, 4.981423499856621 52.354263820284444, 4.978475770772152 52.354263820284444, 4.978475770772152 52.35606562208625))"
11833,11833,Zebra,"POLYGON ((4.978475770772152 52.35786742388805, 4.981423499856621 52.35786742388805, 4.981423499856621 52.35606562208625, 4.978475770772152 52.35606562208625, 4.978475770772152 52.35786742388805))"
11834,11834,Zebra,"POLYGON ((4.978475770772152 52.359669225689856, 4.981423499856621 52.359669225689856, 4.981423499856621 52.35786742388805, 4.978475770772152 52.35786742388805, 4.978475770772152 52.359669225689856))"
11835,11835,Zebra,"POLYGON ((4.978475770772152 52.36147102749166, 4.981423499856621 52.36147102749166, 4.981423499856621 52.359669225689856, 4.978475770772152 52.359669225689856, 4.978475770772152 52.36147102749166))"
11836,11836,Zebra,"POLYGON ((4.978475770772152 52.363272829293464, 4.981423499856621 52.363272829293464, 4.981423499856621 52.36147102749166, 4.978475770772152 52.36147102749166, 4.978475770772152 52.363272829293464))"
11837,11837,Zebra,"POLYGON ((4.978475770772152 52.36507463109527, 4.981423499856621 52.36507463109527, 4.981423499856621 52.363272829293464, 4.978475770772152 52.363272829293464, 4.978475770772152 52.36507463109527))"
11838,11838,Zebra,"POLYGON ((4.978475770772152 52.36687643289707, 4.981423499856621 52.36687643289707, 4.981423499856621 52.36507463109527, 4.978475770772152 52.36507463109527, 4.978475770772152 52.36687643289707))"
11839,11839,Zebra,"POLYGON ((4.978475770772152 52.368678234698876, 4.981423499856621 52.368678234698876, 4.981423499856621 52.36687643289707, 4.978475770772152 52.36687643289707, 4.978475770772152 52.368678234698876))"
11840,11840,Zebra,"POLYGON ((4.978475770772152 52.37048003650068, 4.981423499856621 52.37048003650068, 4.981423499856621 52.368678234698876, 4.978475770772152 52.368678234698876, 4.978475770772152 52.37048003650068))"
11841,11841,Zebra,"POLYGON ((4.978475770772152 52.372281838302484, 4.981423499856621 52.372281838302484, 4.981423499856621 52.37048003650068, 4.978475770772152 52.37048003650068, 4.978475770772152 52.372281838302484))"
11842,11842,Zebra,"POLYGON ((4.978475770772152 52.37408364010429, 4.981423499856621 52.37408364010429, 4.981423499856621 52.372281838302484, 4.978475770772152 52.372281838302484, 4.978475770772152 52.37408364010429))"
11843,11843,Zebra,"POLYGON ((4.978475770772152 52.37588544190609, 4.981423499856621 52.37588544190609, 4.981423499856621 52.37408364010429, 4.978475770772152 52.37408364010429, 4.978475770772152 52.37588544190609))"
11844,11844,Zebra,"POLYGON ((4.978475770772152 52.377687243707896, 4.981423499856621 52.377687243707896, 4.981423499856621 52.37588544190609, 4.978475770772152 52.37588544190609, 4.978475770772152 52.377687243707896))"
11845,11845,Zebra,"POLYGON ((4.978475770772152 52.3794890455097, 4.981423499856621 52.3794890455097, 4.981423499856621 52.377687243707896, 4.978475770772152 52.377687243707896, 4.978475770772152 52.3794890455097))"
11846,11846,Zebra,"POLYGON ((4.978475770772152 52.381290847311504, 4.981423499856621 52.381290847311504, 4.981423499856621 52.3794890455097, 4.978475770772152 52.3794890455097, 4.978475770772152 52.381290847311504))"
11847,11847,Zebra,"POLYGON ((4.978475770772152 52.38309264911331, 4.981423499856621 52.38309264911331, 4.981423499856621 52.381290847311504, 4.978475770772152 52.381290847311504, 4.978475770772152 52.38309264911331))"
11848,11848,Zebra,"POLYGON ((4.978475770772152 52.38489445091511, 4.981423499856621 52.38489445091511, 4.981423499856621 52.38309264911331, 4.978475770772152 52.38309264911331, 4.978475770772152 52.38489445091511))"
11849,11849,Zebra,"POLYGON ((4.978475770772152 52.386696252716916, 4.981423499856621 52.386696252716916, 4.981423499856621 52.38489445091511, 4.978475770772152 52.38489445091511, 4.978475770772152 52.386696252716916))"
11850,11850,Zebra,"POLYGON ((4.978475770772152 52.38849805451872, 4.981423499856621 52.38849805451872, 4.981423499856621 52.386696252716916, 4.978475770772152 52.386696252716916, 4.978475770772152 52.38849805451872))"
11851,11851,Zebra,"POLYGON ((4.978475770772152 52.390299856320524, 4.981423499856621 52.390299856320524, 4.981423499856621 52.38849805451872, 4.978475770772152 52.38849805451872, 4.978475770772152 52.390299856320524))"
11852,11852,Zebra,"POLYGON ((4.978475770772152 52.39210165812233, 4.981423499856621 52.39210165812233, 4.981423499856621 52.390299856320524, 4.978475770772152 52.390299856320524, 4.978475770772152 52.39210165812233))"
11853,11853,Zebra,"POLYGON ((4.978475770772152 52.39390345992413, 4.981423499856621 52.39390345992413, 4.981423499856621 52.39210165812233, 4.978475770772152 52.39210165812233, 4.978475770772152 52.39390345992413))"
11854,11854,Zebra,"POLYGON ((4.978475770772152 52.39570526172594, 4.981423499856621 52.39570526172594, 4.981423499856621 52.39390345992413, 4.978475770772152 52.39390345992413, 4.978475770772152 52.39570526172594))"
11855,11855,Zebra,"POLYGON ((4.978475770772152 52.39750706352774, 4.981423499856621 52.39750706352774, 4.981423499856621 52.39570526172594, 4.978475770772152 52.39570526172594, 4.978475770772152 52.39750706352774))"
11856,11856,Zebra,"POLYGON ((4.978475770772152 52.399308865329544, 4.981423499856621 52.399308865329544, 4.981423499856621 52.39750706352774, 4.978475770772152 52.39750706352774, 4.978475770772152 52.399308865329544))"
11857,11857,Zebra,"POLYGON ((4.978475770772152 52.40111066713135, 4.981423499856621 52.40111066713135, 4.981423499856621 52.399308865329544, 4.978475770772152 52.399308865329544, 4.978475770772152 52.40111066713135))"
11858,11858,Zebra,"POLYGON ((4.978475770772152 52.40291246893315, 4.981423499856621 52.40291246893315, 4.981423499856621 52.40111066713135, 4.978475770772152 52.40111066713135, 4.978475770772152 52.40291246893315))"
11859,11859,Zebra,"POLYGON ((4.978475770772152 52.40471427073496, 4.981423499856621 52.40471427073496, 4.981423499856621 52.40291246893315, 4.978475770772152 52.40291246893315, 4.978475770772152 52.40471427073496))"
11860,11860,Zebra,"POLYGON ((4.978475770772152 52.40651607253676, 4.981423499856621 52.40651607253676, 4.981423499856621 52.40471427073496, 4.978475770772152 52.40471427073496, 4.978475770772152 52.40651607253676))"
11861,11861,Zebra,"POLYGON ((4.978475770772152 52.408317874338564, 4.981423499856621 52.408317874338564, 4.981423499856621 52.40651607253676, 4.978475770772152 52.40651607253676, 4.978475770772152 52.408317874338564))"
11862,11862,Zebra,"POLYGON ((4.978475770772152 52.41011967614037, 4.981423499856621 52.41011967614037, 4.981423499856621 52.408317874338564, 4.978475770772152 52.408317874338564, 4.978475770772152 52.41011967614037))"
11863,11863,Zebra,"POLYGON ((4.978475770772152 52.41192147794217, 4.981423499856621 52.41192147794217, 4.981423499856621 52.41011967614037, 4.978475770772152 52.41011967614037, 4.978475770772152 52.41192147794217))"
11864,11864,Zebra,"POLYGON ((4.978475770772152 52.41372327974398, 4.981423499856621 52.41372327974398, 4.981423499856621 52.41192147794217, 4.978475770772152 52.41192147794217, 4.978475770772152 52.41372327974398))"
11865,11865,Zebra,"POLYGON ((4.978475770772152 52.41552508154578, 4.981423499856621 52.41552508154578, 4.981423499856621 52.41372327974398, 4.978475770772152 52.41372327974398, 4.978475770772152 52.41552508154578))"
11866,11866,Zebra,"POLYGON ((4.978475770772152 52.417326883347584, 4.981423499856621 52.417326883347584, 4.981423499856621 52.41552508154578, 4.978475770772152 52.41552508154578, 4.978475770772152 52.417326883347584))"
11921,11921,Anton,"POLYGON ((4.981423499856621 52.291200757221304, 4.98437122894109 52.291200757221304, 4.98437122894109 52.2893989554195, 4.981423499856621 52.2893989554195, 4.981423499856621 52.291200757221304))"
11922,11922,Anton,"POLYGON ((4.981423499856621 52.29300255902311, 4.98437122894109 52.29300255902311, 4.98437122894109 52.291200757221304, 4.981423499856621 52.291200757221304, 4.981423499856621 52.29300255902311))"
11923,11923,Anton,"POLYGON ((4.981423499856621 52.29480436082491, 4.98437122894109 52.29480436082491, 4.98437122894109 52.29300255902311, 4.981423499856621 52.29300255902311, 4.981423499856621 52.29480436082491))"
11924,11924,Anton,"POLYGON ((4.981423499856621 52.296606162626716, 4.98437122894109 52.296606162626716, 4.98437122894109 52.29480436082491, 4.981423499856621 52.29480436082491, 4.981423499856621 52.296606162626716))"
11925,11925,Anton,"POLYGON ((4.981423499856621 52.29840796442852, 4.98437122894109 52.29840796442852, 4.98437122894109 52.296606162626716, 4.981423499856621 52.296606162626716, 4.981423499856621 52.29840796442852))"
11926,11926,Anton,"POLYGON ((4.981423499856621 52.300209766230324, 4.98437122894109 52.300209766230324, 4.98437122894109 52.29840796442852, 4.981423499856621 52.29840796442852, 4.981423499856621 52.300209766230324))"
11927,11927,Anton,"POLYGON ((4.981423499856621 52.30201156803213, 4.98437122894109 52.30201156803213, 4.98437122894109 52.300209766230324, 4.981423499856621 52.300209766230324, 4.981423499856621 52.30201156803213))"
11928,11928,Anton,"POLYGON ((4.981423499856621 52.30381336983393, 4.98437122894109 52.30381336983393, 4.98437122894109 52.30201156803213, 4.981423499856621 52.30201156803213, 4.981423499856621 52.30381336983393))"
11929,11929,Anton,"POLYGON ((4.981423499856621 52.305615171635736, 4.98437122894109 52.305615171635736, 4.98437122894109 52.30381336983393, 4.981423499856621 52.30381336983393, 4.981423499856621 52.305615171635736))"
11930,11930,Anton,"POLYGON ((4.981423499856621 52.30741697343754, 4.98437122894109 52.30741697343754, 4.98437122894109 52.305615171635736, 4.981423499856621 52.305615171635736, 4.981423499856621 52.30741697343754))"
11931,11931,Anton,"POLYGON ((4.981423499856621 52.309218775239344, 4.98437122894109 52.309218775239344, 4.98437122894109 52.30741697343754, 4.981423499856621 52.30741697343754, 4.981423499856621 52.309218775239344))"
11932,11932,Anton,"POLYGON ((4.981423499856621 52.31102057704115, 4.98437122894109 52.31102057704115, 4.98437122894109 52.309218775239344, 4.981423499856621 52.309218775239344, 4.981423499856621 52.31102057704115))"
