,id,zipcode,service_area,geometry
2446,5149,1422,Uithoorn,"POLYGON ((4.8222461292952925 52.251561117581616, 4.825193858379762 52.251561117581616, 4.825193858379762 52.24975931577981, 4.8222461292952925 52.24975931577981, 4.8222461292952925 52.251561117581616))"
2447,5150,1422,Uithoorn,"POLYGON ((4.8222461292952925 52.25336291938342, 4.825193858379762 52.25336291938342, 4.825193858379762 52.251561117581616, 4.8222461292952925 52.251561117581616, 4.8222461292952925 52.25336291938342))"
2448,5151,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.255164721185224, 4.825193858379762 52.255164721185224, 4.825193858379762 52.25336291938342, 4.8222461292952925 52.25336291938342, 4.8222461292952925 52.255164721185224))"
2449,5152,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.25696652298703, 4.825193858379762 52.25696652298703, 4.825193858379762 52.255164721185224, 4.8222461292952925 52.255164721185224, 4.8222461292952925 52.25696652298703))"
2450,5153,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.25876832478883, 4.825193858379762 52.25876832478883, 4.825193858379762 52.25696652298703, 4.8222461292952925 52.25696652298703, 4.8222461292952925 52.25876832478883))"
2451,5154,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.260570126590636, 4.825193858379762 52.260570126590636, 4.825193858379762 52.25876832478883, 4.8222461292952925 52.25876832478883, 4.8222461292952925 52.260570126590636))"
2452,5155,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.26237192839244, 4.825193858379762 52.26237192839244, 4.825193858379762 52.260570126590636, 4.8222461292952925 52.260570126590636, 4.8222461292952925 52.26237192839244))"
2453,5156,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.264173730194244, 4.825193858379762 52.264173730194244, 4.825193858379762 52.26237192839244, 4.8222461292952925 52.26237192839244, 4.8222461292952925 52.264173730194244))"
2454,5157,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.26597553199605, 4.825193858379762 52.26597553199605, 4.825193858379762 52.264173730194244, 4.8222461292952925 52.264173730194244, 4.8222461292952925 52.26597553199605))"
2455,5158,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.26777733379785, 4.825193858379762 52.26777733379785, 4.825193858379762 52.26597553199605, 4.8222461292952925 52.26597553199605, 4.8222461292952925 52.26777733379785))"
2456,5159,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.269579135599656, 4.825193858379762 52.269579135599656, 4.825193858379762 52.26777733379785, 4.8222461292952925 52.26777733379785, 4.8222461292952925 52.269579135599656))"
2457,5160,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.27138093740146, 4.825193858379762 52.27138093740146, 4.825193858379762 52.269579135599656, 4.8222461292952925 52.269579135599656, 4.8222461292952925 52.27138093740146))"
2458,5161,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.273182739203264, 4.825193858379762 52.273182739203264, 4.825193858379762 52.27138093740146, 4.8222461292952925 52.27138093740146, 4.8222461292952925 52.273182739203264))"
2459,5162,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.27498454100507, 4.825193858379762 52.27498454100507, 4.825193858379762 52.273182739203264, 4.8222461292952925 52.273182739203264, 4.8222461292952925 52.27498454100507))"
2460,5163,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.27678634280687, 4.825193858379762 52.27678634280687, 4.825193858379762 52.27498454100507, 4.8222461292952925 52.27498454100507, 4.8222461292952925 52.27678634280687))"
2461,5164,1187,Uithoorn,"POLYGON ((4.8222461292952925 52.278588144608676, 4.825193858379762 52.278588144608676, 4.825193858379762 52.27678634280687, 4.8222461292952925 52.27678634280687, 4.8222461292952925 52.278588144608676))"
2462,5165,1187,Aalsmeer,"POLYGON ((4.8222461292952925 52.28038994641048, 4.825193858379762 52.28038994641048, 4.825193858379762 52.278588144608676, 4.8222461292952925 52.278588144608676, 4.8222461292952925 52.28038994641048))"
2463,5166,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.282191748212284, 4.825193858379762 52.282191748212284, 4.825193858379762 52.28038994641048, 4.8222461292952925 52.28038994641048, 4.8222461292952925 52.282191748212284))"
2464,5167,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.28399355001409, 4.825193858379762 52.28399355001409, 4.825193858379762 52.282191748212284, 4.8222461292952925 52.282191748212284, 4.8222461292952925 52.28399355001409))"
2465,5168,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.28579535181589, 4.825193858379762 52.28579535181589, 4.825193858379762 52.28399355001409, 4.8222461292952925 52.28399355001409, 4.8222461292952925 52.28579535181589))"
2466,5169,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.287597153617696, 4.825193858379762 52.287597153617696, 4.825193858379762 52.28579535181589, 4.8222461292952925 52.28579535181589, 4.8222461292952925 52.287597153617696))"
2467,5170,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.2893989554195, 4.825193858379762 52.2893989554195, 4.825193858379762 52.287597153617696, 4.8222461292952925 52.287597153617696, 4.8222461292952925 52.2893989554195))"
2468,5171,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.291200757221304, 4.825193858379762 52.291200757221304, 4.825193858379762 52.2893989554195, 4.8222461292952925 52.2893989554195, 4.8222461292952925 52.291200757221304))"
2469,5172,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.29300255902311, 4.825193858379762 52.29300255902311, 4.825193858379762 52.291200757221304, 4.8222461292952925 52.291200757221304, 4.8222461292952925 52.29300255902311))"
2470,5173,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.29480436082491, 4.825193858379762 52.29480436082491, 4.825193858379762 52.29300255902311, 4.8222461292952925 52.29300255902311, 4.8222461292952925 52.29480436082491))"
2471,5174,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.296606162626716, 4.825193858379762 52.296606162626716, 4.825193858379762 52.29480436082491, 4.8222461292952925 52.29480436082491, 4.8222461292952925 52.296606162626716))"
2472,5175,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.29840796442852, 4.825193858379762 52.29840796442852, 4.825193858379762 52.296606162626716, 4.8222461292952925 52.296606162626716, 4.8222461292952925 52.29840796442852))"
2473,5176,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.300209766230324, 4.825193858379762 52.300209766230324, 4.825193858379762 52.29840796442852, 4.8222461292952925 52.29840796442852, 4.8222461292952925 52.300209766230324))"
2474,5177,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.30201156803213, 4.825193858379762 52.30201156803213, 4.825193858379762 52.300209766230324, 4.8222461292952925 52.300209766230324, 4.8222461292952925 52.30201156803213))"
2475,5178,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.30381336983393, 4.825193858379762 52.30381336983393, 4.825193858379762 52.30201156803213, 4.8222461292952925 52.30201156803213, 4.8222461292952925 52.30381336983393))"
2476,5179,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.305615171635736, 4.825193858379762 52.305615171635736, 4.825193858379762 52.30381336983393, 4.8222461292952925 52.30381336983393, 4.8222461292952925 52.305615171635736))"
2477,5180,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.30741697343754, 4.825193858379762 52.30741697343754, 4.825193858379762 52.305615171635736, 4.8222461292952925 52.305615171635736, 4.8222461292952925 52.30741697343754))"
2478,5181,1187,Amstelveen,"POLYGON ((4.8222461292952925 52.309218775239344, 4.825193858379762 52.309218775239344, 4.825193858379762 52.30741697343754, 4.8222461292952925 52.30741697343754, 4.8222461292952925 52.309218775239344))"
2479,5182,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.31102057704115, 4.825193858379762 52.31102057704115, 4.825193858379762 52.309218775239344, 4.8222461292952925 52.309218775239344, 4.8222461292952925 52.31102057704115))"
2480,5183,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.31282237884295, 4.825193858379762 52.31282237884295, 4.825193858379762 52.31102057704115, 4.8222461292952925 52.31102057704115, 4.8222461292952925 52.31282237884295))"
2481,5184,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.314624180644756, 4.825193858379762 52.314624180644756, 4.825193858379762 52.31282237884295, 4.8222461292952925 52.31282237884295, 4.8222461292952925 52.314624180644756))"
2482,5185,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.31642598244656, 4.825193858379762 52.31642598244656, 4.825193858379762 52.314624180644756, 4.8222461292952925 52.314624180644756, 4.8222461292952925 52.31642598244656))"
2483,5186,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.318227784248364, 4.825193858379762 52.318227784248364, 4.825193858379762 52.31642598244656, 4.8222461292952925 52.31642598244656, 4.8222461292952925 52.318227784248364))"
2484,5187,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.32002958605017, 4.825193858379762 52.32002958605017, 4.825193858379762 52.318227784248364, 4.8222461292952925 52.318227784248364, 4.8222461292952925 52.32002958605017))"
2485,5188,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.32183138785197, 4.825193858379762 52.32183138785197, 4.825193858379762 52.32002958605017, 4.8222461292952925 52.32002958605017, 4.8222461292952925 52.32183138785197))"
2486,5189,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.323633189653776, 4.825193858379762 52.323633189653776, 4.825193858379762 52.32183138785197, 4.8222461292952925 52.32183138785197, 4.8222461292952925 52.323633189653776))"
2487,5190,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.32543499145558, 4.825193858379762 52.32543499145558, 4.825193858379762 52.323633189653776, 4.8222461292952925 52.323633189653776, 4.8222461292952925 52.32543499145558))"
2488,5191,1182,Amstelveen,"POLYGON ((4.8222461292952925 52.327236793257384, 4.825193858379762 52.327236793257384, 4.825193858379762 52.32543499145558, 4.8222461292952925 52.32543499145558, 4.8222461292952925 52.327236793257384))"
2489,5192,1081,Amstelveen,"POLYGON ((4.8222461292952925 52.32903859505919, 4.825193858379762 52.32903859505919, 4.825193858379762 52.327236793257384, 4.8222461292952925 52.327236793257384, 4.8222461292952925 52.32903859505919))"
2490,5193,1081,Pieter,"POLYGON ((4.8222461292952925 52.33084039686099, 4.825193858379762 52.33084039686099, 4.825193858379762 52.32903859505919, 4.8222461292952925 52.32903859505919, 4.8222461292952925 52.33084039686099))"
2491,5194,1081,Pieter,"POLYGON ((4.8222461292952925 52.332642198662796, 4.825193858379762 52.332642198662796, 4.825193858379762 52.33084039686099, 4.8222461292952925 52.33084039686099, 4.8222461292952925 52.332642198662796))"
2492,5195,1066,Pieter,"POLYGON ((4.8222461292952925 52.3344440004646, 4.825193858379762 52.3344440004646, 4.825193858379762 52.332642198662796, 4.8222461292952925 52.332642198662796, 4.8222461292952925 52.3344440004646))"
2493,5196,1066,Pieter,"POLYGON ((4.8222461292952925 52.336245802266404, 4.825193858379762 52.336245802266404, 4.825193858379762 52.3344440004646, 4.8222461292952925 52.3344440004646, 4.8222461292952925 52.336245802266404))"
2494,5197,1066,Pieter,"POLYGON ((4.8222461292952925 52.33804760406821, 4.825193858379762 52.33804760406821, 4.825193858379762 52.336245802266404, 4.8222461292952925 52.336245802266404, 4.8222461292952925 52.33804760406821))"
2495,5198,1066,Pieter,"POLYGON ((4.8222461292952925 52.33984940587001, 4.825193858379762 52.33984940587001, 4.825193858379762 52.33804760406821, 4.8222461292952925 52.33804760406821, 4.8222461292952925 52.33984940587001))"
2496,5199,1066,Pieter,"POLYGON ((4.8222461292952925 52.341651207671816, 4.825193858379762 52.341651207671816, 4.825193858379762 52.33984940587001, 4.8222461292952925 52.33984940587001, 4.8222461292952925 52.341651207671816))"
2497,5200,1066,Pieter,"POLYGON ((4.8222461292952925 52.34345300947362, 4.825193858379762 52.34345300947362, 4.825193858379762 52.341651207671816, 4.8222461292952925 52.341651207671816, 4.8222461292952925 52.34345300947362))"
2498,5201,1066,Pieter,"POLYGON ((4.8222461292952925 52.345254811275424, 4.825193858379762 52.345254811275424, 4.825193858379762 52.34345300947362, 4.8222461292952925 52.34345300947362, 4.8222461292952925 52.345254811275424))"
2499,5202,1066,Pieter,"POLYGON ((4.8222461292952925 52.34705661307723, 4.825193858379762 52.34705661307723, 4.825193858379762 52.345254811275424, 4.8222461292952925 52.345254811275424, 4.8222461292952925 52.34705661307723))"
2500,5203,1066,Pieter,"POLYGON ((4.8222461292952925 52.34885841487903, 4.825193858379762 52.34885841487903, 4.825193858379762 52.34705661307723, 4.8222461292952925 52.34705661307723, 4.8222461292952925 52.34885841487903))"
2501,5204,1066,Pieter,"POLYGON ((4.8222461292952925 52.350660216680836, 4.825193858379762 52.350660216680836, 4.825193858379762 52.34885841487903, 4.8222461292952925 52.34885841487903, 4.8222461292952925 52.350660216680836))"
2502,5205,1066,Pieter,"POLYGON ((4.8222461292952925 52.35246201848264, 4.825193858379762 52.35246201848264, 4.825193858379762 52.350660216680836, 4.8222461292952925 52.350660216680836, 4.8222461292952925 52.35246201848264))"
2503,5206,1065,Pieter,"POLYGON ((4.8222461292952925 52.354263820284444, 4.825193858379762 52.354263820284444, 4.825193858379762 52.35246201848264, 4.8222461292952925 52.35246201848264, 4.8222461292952925 52.354263820284444))"
2504,5207,1065,Pieter,"POLYGON ((4.8222461292952925 52.35606562208625, 4.825193858379762 52.35606562208625, 4.825193858379762 52.354263820284444, 4.8222461292952925 52.354263820284444, 4.8222461292952925 52.35606562208625))"
2505,5208,1065,Pieter,"POLYGON ((4.8222461292952925 52.35786742388805, 4.825193858379762 52.35786742388805, 4.825193858379762 52.35606562208625, 4.8222461292952925 52.35606562208625, 4.8222461292952925 52.35786742388805))"
2506,5209,1065,Osdorp,"POLYGON ((4.8222461292952925 52.359669225689856, 4.825193858379762 52.359669225689856, 4.825193858379762 52.35786742388805, 4.8222461292952925 52.35786742388805, 4.8222461292952925 52.359669225689856))"
2507,5210,1065,Osdorp,"POLYGON ((4.8222461292952925 52.36147102749166, 4.825193858379762 52.36147102749166, 4.825193858379762 52.359669225689856, 4.8222461292952925 52.359669225689856, 4.8222461292952925 52.36147102749166))"
2508,5211,1065,Osdorp,"POLYGON ((4.8222461292952925 52.363272829293464, 4.825193858379762 52.363272829293464, 4.825193858379762 52.36147102749166, 4.8222461292952925 52.36147102749166, 4.8222461292952925 52.363272829293464))"
2509,5212,1065,Osdorp,"POLYGON ((4.8222461292952925 52.36507463109527, 4.825193858379762 52.36507463109527, 4.825193858379762 52.363272829293464, 4.8222461292952925 52.363272829293464, 4.8222461292952925 52.36507463109527))"
2510,5213,1064,Osdorp,"POLYGON ((4.8222461292952925 52.36687643289707, 4.825193858379762 52.36687643289707, 4.825193858379762 52.36507463109527, 4.8222461292952925 52.36507463109527, 4.8222461292952925 52.36687643289707))"
2511,5214,1064,Osdorp,"POLYGON ((4.8222461292952925 52.368678234698876, 4.825193858379762 52.368678234698876, 4.825193858379762 52.36687643289707, 4.8222461292952925 52.36687643289707, 4.8222461292952925 52.368678234698876))"
2512,5215,1064,Osdorp,"POLYGON ((4.8222461292952925 52.37048003650068, 4.825193858379762 52.37048003650068, 4.825193858379762 52.368678234698876, 4.8222461292952925 52.368678234698876, 4.8222461292952925 52.37048003650068))"
2513,5216,1064,Osdorp,"POLYGON ((4.8222461292952925 52.372281838302484, 4.825193858379762 52.372281838302484, 4.825193858379762 52.37048003650068, 4.8222461292952925 52.37048003650068, 4.8222461292952925 52.372281838302484))"
2514,5217,1064,Osdorp,"POLYGON ((4.8222461292952925 52.37408364010429, 4.825193858379762 52.37408364010429, 4.825193858379762 52.372281838302484, 4.8222461292952925 52.372281838302484, 4.8222461292952925 52.37408364010429))"
2515,5218,1064,Osdorp,"POLYGON ((4.8222461292952925 52.37588544190609, 4.825193858379762 52.37588544190609, 4.825193858379762 52.37408364010429, 4.8222461292952925 52.37408364010429, 4.8222461292952925 52.37588544190609))"
2516,5219,1064,Osdorp,"POLYGON ((4.8222461292952925 52.377687243707896, 4.825193858379762 52.377687243707896, 4.825193858379762 52.37588544190609, 4.8222461292952925 52.37588544190609, 4.8222461292952925 52.377687243707896))"
2517,5220,1064,Osdorp,"POLYGON ((4.8222461292952925 52.3794890455097, 4.825193858379762 52.3794890455097, 4.825193858379762 52.377687243707896, 4.8222461292952925 52.377687243707896, 4.8222461292952925 52.3794890455097))"
2518,5221,1063,Osdorp,"POLYGON ((4.8222461292952925 52.381290847311504, 4.825193858379762 52.381290847311504, 4.825193858379762 52.3794890455097, 4.8222461292952925 52.3794890455097, 4.8222461292952925 52.381290847311504))"
2519,5222,1063,Teunis,"POLYGON ((4.8222461292952925 52.38309264911331, 4.825193858379762 52.38309264911331, 4.825193858379762 52.381290847311504, 4.8222461292952925 52.381290847311504, 4.8222461292952925 52.38309264911331))"
2520,5223,1063,Teunis,"POLYGON ((4.8222461292952925 52.38489445091511, 4.825193858379762 52.38489445091511, 4.825193858379762 52.38309264911331, 4.8222461292952925 52.38309264911331, 4.8222461292952925 52.38489445091511))"
2521,5224,1043,GBA,"POLYGON ((4.8222461292952925 52.386696252716916, 4.825193858379762 52.386696252716916, 4.825193858379762 52.38489445091511, 4.8222461292952925 52.38489445091511, 4.8222461292952925 52.386696252716916))"
2522,5225,1043,GBA,"POLYGON ((4.8222461292952925 52.38849805451872, 4.825193858379762 52.38849805451872, 4.825193858379762 52.386696252716916, 4.8222461292952925 52.386696252716916, 4.8222461292952925 52.38849805451872))"
2523,5226,1043,GBA,"POLYGON ((4.8222461292952925 52.390299856320524, 4.825193858379762 52.390299856320524, 4.825193858379762 52.38849805451872, 4.8222461292952925 52.38849805451872, 4.8222461292952925 52.390299856320524))"
2524,5227,1043,GBA,"POLYGON ((4.8222461292952925 52.39210165812233, 4.825193858379762 52.39210165812233, 4.825193858379762 52.390299856320524, 4.8222461292952925 52.390299856320524, 4.8222461292952925 52.39210165812233))"
2525,5228,1043,GBA,"POLYGON ((4.8222461292952925 52.39390345992413, 4.825193858379762 52.39390345992413, 4.825193858379762 52.39210165812233, 4.8222461292952925 52.39210165812233, 4.8222461292952925 52.39390345992413))"
2526,5229,1043,GBA,"POLYGON ((4.8222461292952925 52.39570526172594, 4.825193858379762 52.39570526172594, 4.825193858379762 52.39390345992413, 4.8222461292952925 52.39390345992413, 4.8222461292952925 52.39570526172594))"
2527,5230,1042,GBA,"POLYGON ((4.8222461292952925 52.39750706352774, 4.825193858379762 52.39750706352774, 4.825193858379762 52.39570526172594, 4.8222461292952925 52.39570526172594, 4.8222461292952925 52.39750706352774))"
2528,5231,1042,GBA,"POLYGON ((4.8222461292952925 52.399308865329544, 4.825193858379762 52.399308865329544, 4.825193858379762 52.39750706352774, 4.8222461292952925 52.39750706352774, 4.8222461292952925 52.399308865329544))"
2529,5232,1042,GBA,"POLYGON ((4.8222461292952925 52.40111066713135, 4.825193858379762 52.40111066713135, 4.825193858379762 52.399308865329544, 4.8222461292952925 52.399308865329544, 4.8222461292952925 52.40111066713135))"
2530,5233,1042,GBA,"POLYGON ((4.8222461292952925 52.40291246893315, 4.825193858379762 52.40291246893315, 4.825193858379762 52.40111066713135, 4.8222461292952925 52.40111066713135, 4.8222461292952925 52.40291246893315))"
2531,5234,1042,GBA,"POLYGON ((4.8222461292952925 52.40471427073496, 4.825193858379762 52.40471427073496, 4.825193858379762 52.40291246893315, 4.8222461292952925 52.40291246893315, 4.8222461292952925 52.40471427073496))"
2532,5235,1044,GBA,"POLYGON ((4.8222461292952925 52.40651607253676, 4.825193858379762 52.40651607253676, 4.825193858379762 52.40471427073496, 4.8222461292952925 52.40471427073496, 4.8222461292952925 52.40651607253676))"
2533,5236,1044,GBA,"POLYGON ((4.8222461292952925 52.408317874338564, 4.825193858379762 52.408317874338564, 4.825193858379762 52.40651607253676, 4.8222461292952925 52.40651607253676, 4.8222461292952925 52.408317874338564))"
2534,5237,1042,GBA,"POLYGON ((4.8222461292952925 52.41011967614037, 4.825193858379762 52.41011967614037, 4.825193858379762 52.408317874338564, 4.8222461292952925 52.408317874338564, 4.8222461292952925 52.41011967614037))"
2535,5238,1042,GBA,"POLYGON ((4.8222461292952925 52.41192147794217, 4.825193858379762 52.41192147794217, 4.825193858379762 52.41011967614037, 4.8222461292952925 52.41011967614037, 4.8222461292952925 52.41192147794217))"
2536,5239,1044,GBA,"POLYGON ((4.8222461292952925 52.41372327974398, 4.825193858379762 52.41372327974398, 4.825193858379762 52.41192147794217, 4.8222461292952925 52.41192147794217, 4.8222461292952925 52.41372327974398))"
2537,5240,1044,GBA,"POLYGON ((4.8222461292952925 52.41552508154578, 4.825193858379762 52.41552508154578, 4.825193858379762 52.41372327974398, 4.8222461292952925 52.41372327974398, 4.8222461292952925 52.41552508154578))"
2538,5241,1044,GBA,"POLYGON ((4.8222461292952925 52.417326883347584, 4.825193858379762 52.417326883347584, 4.825193858379762 52.41552508154578, 4.8222461292952925 52.41552508154578, 4.8222461292952925 52.417326883347584))"
2539,5242,1044,GBA,"POLYGON ((4.8222461292952925 52.41912868514939, 4.825193858379762 52.41912868514939, 4.825193858379762 52.417326883347584, 4.8222461292952925 52.417326883347584, 4.8222461292952925 52.41912868514939))"
2540,5243,1041,GBA,"POLYGON ((4.8222461292952925 52.42093048695119, 4.825193858379762 52.42093048695119, 4.825193858379762 52.41912868514939, 4.8222461292952925 52.41912868514939, 4.8222461292952925 52.42093048695119))"
2541,5263,1041,Uithoorn,"POLYGON ((4.825193858379762 52.23174129776177, 4.828141587464231 52.23174129776177, 4.828141587464231 52.22993949595997, 4.825193858379762 52.22993949595997, 4.825193858379762 52.23174129776177))"
2542,5264,1423,Uithoorn,"POLYGON ((4.825193858379762 52.233543099563576, 4.828141587464231 52.233543099563576, 4.828141587464231 52.23174129776177, 4.825193858379762 52.23174129776177, 4.825193858379762 52.233543099563576))"
2543,5265,1423,Uithoorn,"POLYGON ((4.825193858379762 52.23534490136538, 4.828141587464231 52.23534490136538, 4.828141587464231 52.233543099563576, 4.825193858379762 52.233543099563576, 4.825193858379762 52.23534490136538))"
2544,5266,1421,Uithoorn,"POLYGON ((4.825193858379762 52.237146703167184, 4.828141587464231 52.237146703167184, 4.828141587464231 52.23534490136538, 4.825193858379762 52.23534490136538, 4.825193858379762 52.237146703167184))"
2545,5267,1421,Uithoorn,"POLYGON ((4.825193858379762 52.23894850496899, 4.828141587464231 52.23894850496899, 4.828141587464231 52.237146703167184, 4.825193858379762 52.237146703167184, 4.825193858379762 52.23894850496899))"
2546,5268,1421,Uithoorn,"POLYGON ((4.825193858379762 52.24075030677079, 4.828141587464231 52.24075030677079, 4.828141587464231 52.23894850496899, 4.825193858379762 52.23894850496899, 4.825193858379762 52.24075030677079))"
2547,5269,1422,Uithoorn,"POLYGON ((4.825193858379762 52.242552108572596, 4.828141587464231 52.242552108572596, 4.828141587464231 52.24075030677079, 4.825193858379762 52.24075030677079, 4.825193858379762 52.242552108572596))"
2548,5270,1422,Uithoorn,"POLYGON ((4.825193858379762 52.2443539103744, 4.828141587464231 52.2443539103744, 4.828141587464231 52.242552108572596, 4.825193858379762 52.242552108572596, 4.825193858379762 52.2443539103744))"
2549,5271,1422,Uithoorn,"POLYGON ((4.825193858379762 52.246155712176204, 4.828141587464231 52.246155712176204, 4.828141587464231 52.2443539103744, 4.825193858379762 52.2443539103744, 4.825193858379762 52.246155712176204))"
2550,5272,1422,Uithoorn,"POLYGON ((4.825193858379762 52.24795751397801, 4.828141587464231 52.24795751397801, 4.828141587464231 52.246155712176204, 4.825193858379762 52.246155712176204, 4.825193858379762 52.24795751397801))"
2551,5273,1422,Uithoorn,"POLYGON ((4.825193858379762 52.24975931577981, 4.828141587464231 52.24975931577981, 4.828141587464231 52.24795751397801, 4.825193858379762 52.24795751397801, 4.825193858379762 52.24975931577981))"
2552,5274,1422,Uithoorn,"POLYGON ((4.825193858379762 52.251561117581616, 4.828141587464231 52.251561117581616, 4.828141587464231 52.24975931577981, 4.825193858379762 52.24975931577981, 4.825193858379762 52.251561117581616))"
2553,5275,1422,Uithoorn,"POLYGON ((4.825193858379762 52.25336291938342, 4.828141587464231 52.25336291938342, 4.828141587464231 52.251561117581616, 4.825193858379762 52.251561117581616, 4.825193858379762 52.25336291938342))"
2554,5276,1188,Uithoorn,"POLYGON ((4.825193858379762 52.255164721185224, 4.828141587464231 52.255164721185224, 4.828141587464231 52.25336291938342, 4.825193858379762 52.25336291938342, 4.825193858379762 52.255164721185224))"
2555,5277,1187,Uithoorn,"POLYGON ((4.825193858379762 52.25696652298703, 4.828141587464231 52.25696652298703, 4.828141587464231 52.255164721185224, 4.825193858379762 52.255164721185224, 4.825193858379762 52.25696652298703))"
2556,5278,1187,Uithoorn,"POLYGON ((4.825193858379762 52.25876832478883, 4.828141587464231 52.25876832478883, 4.828141587464231 52.25696652298703, 4.825193858379762 52.25696652298703, 4.825193858379762 52.25876832478883))"
2557,5279,1187,Aalsmeer,"POLYGON ((4.825193858379762 52.260570126590636, 4.828141587464231 52.260570126590636, 4.828141587464231 52.25876832478883, 4.825193858379762 52.25876832478883, 4.825193858379762 52.260570126590636))"
2558,5280,1187,Aalsmeer,"POLYGON ((4.825193858379762 52.26237192839244, 4.828141587464231 52.26237192839244, 4.828141587464231 52.260570126590636, 4.825193858379762 52.260570126590636, 4.825193858379762 52.26237192839244))"
2559,5281,1187,Aalsmeer,"POLYGON ((4.825193858379762 52.264173730194244, 4.828141587464231 52.264173730194244, 4.828141587464231 52.26237192839244, 4.825193858379762 52.26237192839244, 4.825193858379762 52.264173730194244))"
2560,5282,1187,Uithoorn,"POLYGON ((4.825193858379762 52.26597553199605, 4.828141587464231 52.26597553199605, 4.828141587464231 52.264173730194244, 4.825193858379762 52.264173730194244, 4.825193858379762 52.26597553199605))"
2561,5283,1187,Uithoorn,"POLYGON ((4.825193858379762 52.26777733379785, 4.828141587464231 52.26777733379785, 4.828141587464231 52.26597553199605, 4.825193858379762 52.26597553199605, 4.825193858379762 52.26777733379785))"
2562,5284,1187,Uithoorn,"POLYGON ((4.825193858379762 52.269579135599656, 4.828141587464231 52.269579135599656, 4.828141587464231 52.26777733379785, 4.825193858379762 52.26777733379785, 4.825193858379762 52.269579135599656))"
2563,5285,1187,Uithoorn,"POLYGON ((4.825193858379762 52.27138093740146, 4.828141587464231 52.27138093740146, 4.828141587464231 52.269579135599656, 4.825193858379762 52.269579135599656, 4.825193858379762 52.27138093740146))"
2564,5286,1187,Uithoorn,"POLYGON ((4.825193858379762 52.273182739203264, 4.828141587464231 52.273182739203264, 4.828141587464231 52.27138093740146, 4.825193858379762 52.27138093740146, 4.825193858379762 52.273182739203264))"
2565,5287,1187,Uithoorn,"POLYGON ((4.825193858379762 52.27498454100507, 4.828141587464231 52.27498454100507, 4.828141587464231 52.273182739203264, 4.825193858379762 52.273182739203264, 4.825193858379762 52.27498454100507))"
2566,5288,1187,Uithoorn,"POLYGON ((4.825193858379762 52.27678634280687, 4.828141587464231 52.27678634280687, 4.828141587464231 52.27498454100507, 4.825193858379762 52.27498454100507, 4.825193858379762 52.27678634280687))"
2567,5289,1187,Uithoorn,"POLYGON ((4.825193858379762 52.278588144608676, 4.828141587464231 52.278588144608676, 4.828141587464231 52.27678634280687, 4.825193858379762 52.27678634280687, 4.825193858379762 52.278588144608676))"
2568,5290,1187,Uithoorn,"POLYGON ((4.825193858379762 52.28038994641048, 4.828141587464231 52.28038994641048, 4.828141587464231 52.278588144608676, 4.825193858379762 52.278588144608676, 4.825193858379762 52.28038994641048))"
2569,5291,1187,Amstelveen,"POLYGON ((4.825193858379762 52.282191748212284, 4.828141587464231 52.282191748212284, 4.828141587464231 52.28038994641048, 4.825193858379762 52.28038994641048, 4.825193858379762 52.282191748212284))"
2570,5292,1187,Amstelveen,"POLYGON ((4.825193858379762 52.28399355001409, 4.828141587464231 52.28399355001409, 4.828141587464231 52.282191748212284, 4.825193858379762 52.282191748212284, 4.825193858379762 52.28399355001409))"
