Date,Hour,has_roadsign,Gemiddelde hoogte onderkant bord,Gemiddelde kijkrichting,Scheiding,Buispaal,Flespaal,Lichtmast,Overig,Mast,Bouwwerk,Portaal,Hekwerk,VRI-Mast,Muur,grid_id,LON,LAT,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2008-06-19,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15242,5.059538320595052,52.41822778424848,18.206501,57.03562,9.5565,14.49349,0.0,0.0,0.0,0.0,1.0,1010.7,1010.9369,20.099998,9.0,20.0,0.0,0.33376417,0.89899886,25.14852,34.488674,256.75946,256.1088,56.16,19.206501,15.5065,14.0565,10.2565,0.387,0.426,0.478,0.573
2010-02-02,13,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14260,5.038904217003768,52.22543499145546,3.4,96.18668,2.85,-2.3934422,1.3,1.3,0.0,0.02,61.0,1000.8,1000.9235,100.0,100.0,100.0,99.0,0.018481972,0.029812515,28.460497,45.448483,235.30478,237.94655,53.639996,0.3,0.95,3.55,9.55,0.744,0.696,0.675,0.623
2019-02-09,9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13582,5.021217842496953,52.35516472118534,8.137,67.780846,2.537,0.4412222,0.0,0.0,0.0,0.0,0.0,998.1,998.1,5.4,4.0,3.0,0.0,0.09305182,0.3495953,41.117294,62.463886,229.61642,231.08234,71.28,6.287,6.237,5.687,10.587001,0.7,0.688,0.619,0.596
2017-02-23,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4405,4.806033619330712,52.26147102749154,9.5065,70.49796,4.4065,1.4044323,0.1,0.1,0.0,0.0,51.0,986.0,986.47705,12.0,6.0,11.0,0.0,0.12692274,0.3511147,46.367386,69.70719,238.65485,239.59454,91.799995,8.3065,7.2565,5.5565,5.5565,0.424,0.423,0.384,0.357
2023-09-19,13,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9282,4.920995053625006,52.265074631095146,18.313,73.351654,13.462999,14.525192,0.1,0.1,0.0,0.0,51.0,1006.8,1007.15393,100.0,78.0,76.0,62.0,0.19072886,0.56122017,33.58628,49.837574,210.96368,212.31245,75.96,17.063,16.863,16.913,13.462999,0.631,0.592,0.533,0.634
2017-07-20,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15538,5.068381507848459,52.27588544190598,16.1435,78.97238,12.4935,15.160553,0.0,0.0,0.0,0.0,2.0,1011.7,1011.7,64.8,28.0,37.0,58.0,0.019649087,0.3861575,12.10157,20.945072,239.62096,245.63756,28.8,19.043499,19.8435,16.543499,11.893499,0.645,0.53,0.498,0.617
2020-02-09,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6678,4.859092742851156,52.30291246893303,10.648,91.05561,9.248,3.5212846,1.9,1.9,0.0,0.0,61.0,983.7,982.98987,100.0,77.0,97.0,43.0,0.018458296,0.11487591,47.541813,74.91115,234.86572,234.78232,106.56,9.148,6.898,7.498,10.248,0.738,0.683,0.69,0.672
2021-03-11,11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2297,4.755922224894738,52.2921016581222,10.2565,68.70435,4.7565,1.542635,0.0,0.0,0.0,0.0,3.0,991.6,992.0785,100.0,97.0,100.0,58.0,0.13265738,0.39163476,51.05658,77.128265,241.80878,242.4782,111.6,8.4065,6.1565,5.5065,6.6565,0.393,0.382,0.369,0.401
2020-02-24,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3937,4.794242702992836,52.31912868514926,9.462999,88.83453,7.713,3.4231467,0.2,0.2,0.0,0.0,51.0,1001.6,1002.08453,100.0,37.0,81.0,98.0,0.035394996,0.13248873,37.34295,59.722034,236.0035,237.55531,69.84,8.013,7.263,7.963,9.962999,0.754,0.752,0.719,0.683
2022-10-05,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10502,4.950472344469697,52.21102057704103,17.5565,67.21334,11.4065,13.621311,0.0,0.0,0.0,0.0,3.0,1012.0,1012.35706,90.6,100.0,1.0,0.0,0.13799681,0.65852237,29.957968,46.630768,212.73521,214.30354,52.92,16.3565,13.9565,14.0065,13.9065,0.614,0.617,0.495,0.613
