Date,Hour,grid_id,has_building,Gemiddeld Bouwjaar,Gewogen Gemiddeld Bouwjaar,Voor 1860,1860-1919,1920-1939,1940-1969,1970-1985,1986-2001,Na 2001
2022-02-21,14,9426,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-24,8,8002,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05,18,1146,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-13,14,11775,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-24,14,16075,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,13,13857,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,9,959,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,9,2905,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-13,17,7982,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-18,17,6194,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,14,2703,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-16,20,4049,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26,2,3308,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-31,8,10629,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-08,18,13703,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-30,21,7299,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,16,3396,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,14,16481,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-23,16,15304,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,11,8665,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,10,14436,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,15,15785,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-26,15,10878,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-28,16,16198,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,19,15544,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,22,16953,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,1,7805,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,19,2644,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-22,14,16903,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-20,14,710,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-04,18,17189,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,12,16640,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,6,15524,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,13,14337,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,16,2269,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,17,16964,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-20,17,14941,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,22,2432,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,15,11451,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,10,9067,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,17,14764,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,12,1724,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,11,15077,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,12,9194,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,18,2852,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,12,14978,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-18,10,8558,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-23,14,3202,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,15,9520,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,12,8418,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,14,12635,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-13,14,5308,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-24,8,13519,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,8,4033,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-11-21,11,15375,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-10,8,11243,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-13,19,6776,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,11,10364,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-20,19,447,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,9,12659,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-10,18,2295,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
