Date,Hour,grid_id,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend
2023-07-05,10,3185,True,12.187,0.0,1601.198,0.0,0.0,2.0,15.0,28.0,36.0,1.0,4.0,8.0,0.0,2.0,1.0,1.0,17.0,1.0,10.0,0.0
2019-06-30,10,13446,True,9.667,0.0,1633.464,2.0,2.0,4.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
2023-07-05,17,9317,True,13.174,0.0,1935.038,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
2023-07-05,17,12236,True,11.212,0.0,1960.088,19.0,3.0,6.0,1.0,35.0,15.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,8.0,5.0,5.0,0.0
2019-08-27,20,5204,True,15.26,0.0,1963.04,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,11,10176,True,13.303,0.0,1915.818,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,1.0,5.0,0.0
2020-05-10,20,5539,True,21.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020-08-26,15,4850,True,21.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,22,4230,True,10.5,0.15,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,16,7579,True,8.766,0.0,1750.96,15.0,0.0,0.0,27.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,14.0,0.0
2023-07-05,16,11360,True,10.809,0.0,1928.696,76.0,10.0,14.0,7.0,7.0,30.0,2.0,4.0,9.0,6.0,0.0,15.0,1.0,0.0,0.0,13.0,0.0
2010-05-31,19,5218,True,16.5,0.75,1970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-07-13,13,10503,True,9.694,0.0,1972.71,0.0,0.0,2.0,0.0,16.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,4.0,57.0,0.0
2018-07-17,16,7104,True,7.5,1.083,1972.333,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-03,13,5724,True,10.887,0.0,1706.139,0.0,0.0,0.0,1.0,56.0,21.0,3.0,18.0,8.0,3.0,7.0,4.0,0.0,6.0,1.0,16.0,0.0
2019-06-06,8,6252,True,13.188,0.0,1377.692,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,11,13418,True,11.6,0.333,1988.178,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
2019-06-06,0,3555,True,8.715,0.205,2003.621,2.0,0.0,0.0,1.0,0.0,32.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,22.0,0.0
2019-06-06,0,8425,True,7.516,0.256,1952.45,26.0,7.0,0.0,0.0,1.0,8.0,7.0,7.0,16.0,1.0,3.0,1.0,2.0,7.0,0.0,25.0,0.0
2011-09-07,15,11844,True,11.838,0.32,1981.486,2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,4.0,0.0
2023-07-05,11,9787,True,12.761,0.75,516.957,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,11,5042,True,12.0,0.0,1973.286,0.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2023-07-06,13,11553,True,14.899,0.575,1655.059,51.0,0.0,6.0,2.0,0.0,27.0,10.0,0.0,3.0,0.0,0.0,0.0,1.0,99.0,2.0,4.0,0.0
2023-07-05,18,6410,True,11.639,0.0,1804.312,22.0,3.0,3.0,18.0,0.0,16.0,18.0,8.0,15.0,0.0,0.0,0.0,7.0,8.0,0.0,20.0,0.0
2023-07-05,18,13424,True,4.736,0.15,788.581,9.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,6.0,0.0,14.0,4.0
2022-02-18,16,14452,True,8.571,0.0,1997.357,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2012-10-16,16,3891,True,3.0,1.0,1984.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,21,13930,True,10.577,0.35,1638.536,3.0,6.0,19.0,1.0,3.0,7.0,6.0,1.0,1.0,0.0,0.0,1.0,28.0,44.0,0.0,4.0,1.0
2022-02-18,15,4372,True,19.6,0.75,1822.727,0.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-20,17,10521,True,8.143,0.0,382.024,1.0,5.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,16.0,0.0,5.0,0.0
2023-07-06,12,8766,True,10.5,0.325,1786.409,5.0,2.0,0.0,0.0,67.0,14.0,3.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
2020-08-26,11,3191,True,7.638,0.0,1841.534,25.0,2.0,0.0,0.0,19.0,0.0,5.0,7.0,2.0,8.0,16.0,4.0,6.0,0.0,0.0,22.0,0.0
2022-02-18,17,14445,True,11.947,0.382,1710.351,10.0,6.0,6.0,21.0,2.0,27.0,20.0,2.0,12.0,1.0,6.0,0.0,17.0,14.0,5.0,41.0,1.0
2010-08-29,13,11006,True,9.155,0.325,1540.152,26.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,5.0
2023-07-05,10,8479,True,8.21,0.0,1985.47,1.0,1.0,0.0,0.0,0.0,2.0,3.0,30.0,22.0,0.0,1.0,3.0,18.0,1.0,0.0,1.0,0.0
2023-07-05,10,8812,True,14.902,0.0,1957.525,8.0,4.0,1.0,2.0,0.0,18.0,8.0,0.0,5.0,32.0,0.0,4.0,4.0,20.0,6.0,26.0,1.0
2019-06-06,5,12230,True,6.194,0.212,1150.375,0.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,29.0,0.0,18.0,2.0
2017-12-11,18,11386,True,17.802,0.0,1502.571,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
2017-01-11,14,3350,True,9.3,0.4,2006.2,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-08,11,8988,True,9.364,0.2,1988.983,1.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,28.0,0.0
2022-02-18,15,5873,True,3.0,0.0,78.8,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,17,4920,True,3.0,0.15,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-02-20,11,8589,True,10.5,0.15,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,10,9454,True,3.0,0.28,1794.026,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,10,9376,True,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-13,10,12401,True,7.182,0.274,1224.779,3.0,8.0,3.0,4.0,3.0,8.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,29.0,1.0,31.0,2.0
2022-07-22,13,9008,True,13.397,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
2021-05-21,14,10867,True,21.5,0.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-29,12,10003,True,13.614,0.0,1805.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,0.0,1.0,0.0
2006-07-28,23,5029,True,7.884,0.584,428.061,5.0,0.0,4.0,9.0,9.0,9.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0
2022-01-31,11,6087,True,9.75,0.15,1995.792,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,21,10356,True,10.429,0.0,1996.0,0.0,0.0,8.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0
2022-02-21,7,11675,True,3.643,0.215,1991.071,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
2020-08-02,10,8650,True,10.0,0.0,2008.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
2023-07-05,9,4582,True,12.982,0.31,1961.205,57.0,7.0,5.0,12.0,2.0,65.0,3.0,4.0,0.0,0.0,0.0,6.0,2.0,3.0,3.0,80.0,0.0
2023-07-05,9,4721,True,10.147,0.15,2006.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0
2011-09-29,13,7433,True,10.245,0.325,1863.221,42.0,17.0,14.0,19.0,10.0,80.0,26.0,3.0,6.0,0.0,4.0,0.0,21.0,2.0,5.0,90.0,1.0
2020-09-27,9,10336,True,8.303,0.75,1845.579,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,2.0,0.0,37.0,0.0
2022-02-18,19,9814,True,12.572,0.425,1961.506,1.0,1.0,10.0,7.0,61.0,88.0,26.0,4.0,11.0,0.0,0.0,24.0,3.0,29.0,2.0,3.0,1.0
2018-08-04,12,6064,True,10.568,0.0,1969.987,7.0,13.0,14.0,20.0,0.0,3.0,5.0,5.0,13.0,18.0,1.0,28.0,1.0,0.0,0.0,26.0,0.0
2018-07-14,15,11225,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-08-26,21,2676,True,9.184,0.0,1629.785,0.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,12.0,6.0,3.0,4.0,0.0,8.0,6.0,82.0,0.0
2012-01-05,8,13937,True,11.325,0.333,1980.5,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2005-04-07,12,8491,True,3.0,0.0,2012.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-05,13,4066,True,11.517,0.325,1998.467,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,13.0,1.0,6.0,1.0
2023-07-05,9,8942,True,12.661,0.444,1968.464,3.0,3.0,1.0,0.0,55.0,3.0,2.0,0.0,14.0,25.0,3.0,0.0,0.0,4.0,0.0,12.0,0.0
2023-07-05,9,11499,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-31,12,14957,True,8.904,0.311,1952.583,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,24.0,0.0
2022-02-21,7,7616,True,7.912,0.242,1942.275,0.0,0.0,0.0,1.0,10.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0
2023-11-02,12,6734,True,8.5,0.0,1985.923,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2007-06-08,19,13929,True,9.925,0.245,1467.331,14.0,4.0,5.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,79.0,0.0,46.0,0.0
2023-07-06,22,7800,True,10.5,0.0,2010.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,10,13248,True,8.1,0.22,1997.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2018-01-18,10,11499,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-02-18,15,2672,True,14.245,0.42,1917.275,3.0,0.0,14.0,21.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2022-02-18,15,7929,True,14.967,0.0,1921.667,1.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
2022-02-18,15,2340,True,8.25,0.0,1221.556,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
2021-03-06,11,7064,True,12.968,0.0,1950.231,0.0,17.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
2023-10-07,15,12577,True,10.926,0.0,1925.882,7.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0
2012-08-19,15,11028,True,3.242,0.0,64.613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
2017-07-12,19,2330,True,12.256,0.356,1935.786,0.0,2.0,0.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,9,12242,True,11.909,0.0,1894.819,12.0,5.0,1.0,13.0,22.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0,23.0,1.0,50.0,0.0
2023-07-05,11,7423,True,9.9,0.173,1999.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2023-07-05,9,3351,True,5.5,0.25,661.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-07-05,11,2850,True,10.261,0.0,1977.805,0.0,0.0,0.0,0.0,19.0,18.0,19.0,0.0,2.0,0.0,4.0,21.0,0.0,0.0,17.0,13.0,0.0
2010-09-15,20,10817,True,10.357,0.304,1943.884,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-03-16,13,9796,True,4.939,0.371,1436.14,0.0,37.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-25,12,3548,True,9.9,0.317,2001.2,41.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-31,10,13940,True,14.967,0.0,1988.283,3.0,6.0,7.0,0.0,0.0,0.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-02-09,16,11863,True,8.447,0.215,2000.316,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2017-07-20,18,12527,True,6.333,0.272,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0
2022-02-18,16,6240,True,9.678,0.0,1939.831,4.0,35.0,12.0,16.0,4.0,42.0,23.0,27.0,3.0,96.0,0.0,0.0,8.0,2.0,18.0,253.0,0.0
2012-09-24,18,2869,True,4.909,0.309,1984.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,18,9376,True,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2018-01-18,10,13978,True,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2023-07-05,8,4678,True,15.333,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,8,13780,True,12.469,0.0,1992.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0
2023-07-05,12,12431,True,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2023-07-05,12,8156,True,10.673,0.0,2005.692,0.0,1.0,0.0,0.0,13.0,4.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0
2020-06-30,12,10368,True,5.25,0.0,2013.833,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2023-07-05,9,11707,True,10.853,0.0,1826.6,0.0,0.0,0.0,2.0,0.0,1.0,0.0,15.0,8.0,0.0,0.0,17.0,5.0,20.0,0.0,7.0,0.0
2023-07-05,9,10496,True,6.694,0.0,2001.679,0.0,0.0,0.0,2.0,4.0,0.0,3.0,2.0,43.0,10.0,0.0,3.0,0.0,0.0,0.0,45.0,0.0
2023-04-04,20,9114,True,7.55,0.316,1989.952,0.0,0.0,0.0,0.0,30.0,33.0,4.0,0.0,21.0,17.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0
2023-07-05,9,2330,True,12.256,0.356,1935.786,0.0,2.0,0.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,11,7417,True,14.4,0.0,1983.642,29.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
2023-07-05,9,6569,True,13.258,0.37,1636.5,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,11,5416,True,14.532,0.15,616.969,0.0,2.0,0.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
2007-06-29,12,13764,True,12.439,0.375,1937.688,2.0,2.0,0.0,0.0,49.0,13.0,3.0,3.0,36.0,0.0,1.0,8.0,5.0,0.0,0.0,14.0,2.0
2021-03-11,16,10313,True,8.67,0.244,1935.528,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,20.0,41.0,2.0,0.0,0.0,1.0,0.0,25.0,0.0
2022-02-18,14,11186,True,10.375,0.0,1979.778,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0,0.0
2022-02-19,17,8314,True,3.0,0.0,2000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-21,9,9454,True,3.0,0.28,1794.026,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-03,18,10505,True,6.75,0.0,1990.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-06-08,18,12579,True,13.442,0.0,1965.351,25.0,4.0,12.0,0.0,5.0,5.0,4.0,0.0,3.0,0.0,2.0,0.0,1.0,38.0,1.0,11.0,0.0
2022-04-07,19,9165,True,12.355,0.0,1956.053,9.0,11.0,2.0,7.0,1.0,7.0,9.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,21.0,0.0
2020-06-06,14,8475,True,10.87,0.0,1922.173,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2.0,0.0,2.0,23.0,0.0,61.0,0.0
2012-01-05,12,6902,True,18.833,0.0,1980.333,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-07,9,12589,True,14.6,0.0,1979.267,1.0,0.0,0.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2019-04-08,19,6550,True,14.123,0.0,1947.774,22.0,1.0,7.0,29.0,4.0,45.0,2.0,20.0,17.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0
2022-02-18,18,9148,True,11.149,0.0,1936.754,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,32.0,0.0,25.0,0.0
2023-07-05,10,12250,True,9.0,0.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-07-05,10,9165,True,12.355,0.0,1956.053,9.0,11.0,2.0,7.0,1.0,7.0,9.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,21.0,0.0
2023-07-31,18,9971,True,12.816,0.578,1918.548,0.0,0.0,0.0,1.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
2007-09-27,22,10478,True,15.449,0.369,1949.425,24.0,4.0,4.0,32.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-02-18,18,6252,True,13.188,0.0,1377.692,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-05,10,7587,True,13.486,0.0,1950.961,6.0,6.0,4.0,11.0,0.0,2.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2023-07-05,10,9994,True,13.286,0.41,1878.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
2010-08-24,16,8251,True,8.814,0.241,1938.127,1.0,7.0,6.0,22.0,11.0,13.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0
2008-08-13,19,11892,True,11.804,0.25,1559.221,1.0,0.0,8.0,37.0,8.0,14.0,0.0,16.0,5.0,0.0,0.0,1.0,10.0,57.0,14.0,42.0,0.0
2023-07-05,9,8291,True,11.68,0.175,1951.558,1.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,25.0,19.0,1.0,9.0,7.0,2.0,0.0,14.0,0.0
2023-07-05,9,13764,True,12.439,0.375,1937.688,2.0,2.0,0.0,0.0,49.0,13.0,3.0,3.0,36.0,0.0,1.0,8.0,5.0,0.0,0.0,14.0,2.0
2023-01-12,10,2870,True,8.0,0.55,1984.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,12,12181,True,11.87,0.235,1996.271,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-18,16,13079,True,6.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
2022-02-18,16,14614,True,12.504,0.322,1954.369,31.0,0.0,3.0,5.0,43.0,0.0,0.0,57.0,0.0,0.0,3.0,0.0,0.0,80.0,21.0,12.0,0.0
2022-01-31,11,13121,True,0.0,0.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022-02-18,17,7452,True,7.995,0.438,521.116,2.0,0.0,1.0,25.0,8.0,27.0,16.0,2.0,22.0,8.0,9.0,0.0,4.0,14.0,7.0,182.0,0.0
2018-01-18,12,2876,True,6.205,0.402,1980.364,3.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-02-18,15,3049,True,8.0,0.4,1984.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,13,5190,True,21.5,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-13,9,4507,True,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-03,8,7083,True,9.673,0.15,697.863,7.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0
2022-01-31,16,9837,True,10.482,0.0,1668.286,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,10.0,3.0,22.0,0.0,14.0,0.0
2022-02-20,22,13933,True,12.692,0.421,1909.679,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,16.0,1.0
2011-09-12,18,9458,True,12.974,0.333,1956.51,1.0,0.0,4.0,3.0,44.0,4.0,3.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0
2022-02-18,18,9502,True,12.042,0.0,1979.0,0.0,0.0,12.0,0.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0
