,Date,Hour,grid_id,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend
511,2023-07-05,12,33031,True,8.515,,1979.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,4.0,5.0,18.0,0.0
512,2023-07-10,10,36796,True,9.886,,1986.178,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,25.0,0.0
513,2022-02-21,16,40129,True,12.518,0.75,1972.243,2.0,6.0,0.0,1.0,0.0,9.0,6.0,0.0,1.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
514,2022-01-31,9,15504,True,21.5,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,2019-06-30,10,46656,True,13.5,,1474.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,2019-08-27,20,43537,True,10.5,0.75,2001.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,2021-02-07,11,34715,True,9.321,,1993.357,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
518,2020-05-10,20,42564,True,15.455,,1835.382,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0
519,2021-10-03,22,30343,True,10.5,,1003.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
520,2020-08-26,15,31282,True,12.2,,1982.923,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0
521,2023-07-05,16,42490,True,5.289,0.15,2011.0,0.0,0.0,1.0,31.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
522,2023-07-05,16,13607,True,12.05,0.341,1851.533,5.0,1.0,0.0,0.0,12.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
523,2018-07-13,13,37076,True,10.25,0.258,1994.5,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
524,2019-06-06,8,46353,True,7.955,,2000.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0
525,2020-02-11,11,38804,True,14.5,,1979.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
526,2018-01-03,13,47633,True,13.794,0.375,1983.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
527,2023-07-06,13,32637,True,8.198,0.327,1915.345,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,28.0,15.0,0.0,7.0,0.0
528,2022-02-18,16,35762,True,11.833,,1996.111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
529,2012-10-16,16,40902,True,10.125,,2000.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,0.0
530,2023-06-20,17,23757,True,11.909,,1972.515,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
531,2020-03-30,21,10145,True,7.2,,1730.868,3.0,2.0,3.0,1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0
532,2020-08-26,11,14633,True,15.045,0.453,1973.845,9.0,6.0,1.0,0.0,19.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0
533,2010-08-29,13,39146,True,10.857,,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
534,2019-06-06,5,33269,True,11.308,0.392,1987.154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0
535,2022-02-18,15,48408,True,19.672,,813.971,0.0,0.0,0.0,8.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0
536,2022-02-18,17,60016,True,12.188,0.341,1988.125,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,2022-02-20,11,37399,True,18.0,,1981.0,1.0,5.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,2021-12-08,11,19706,True,7.607,0.161,1936.143,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
539,2023-07-05,10,40502,True,12.82,0.413,1970.731,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
540,2023-07-05,10,20686,True,9.75,,1737.375,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
541,2022-07-22,13,20413,True,14.773,,1991.471,42.0,28.0,16.0,2.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
542,2021-05-21,14,24778,True,11.917,,1973.333,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
543,2023-06-29,12,17020,True,6.237,0.237,1472.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,0.0
544,2022-01-31,11,22397,True,10.457,,1922.027,12.0,1.0,1.0,3.0,0.0,8.0,2.0,0.0,1.0,0.0,5.0,1.0,8.0,0.0,12.0,19.0,0.0
545,2020-08-02,10,33633,True,12.0,,1931.857,6.0,4.0,9.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.0
546,2023-07-05,9,38482,True,14.885,,1970.154,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,1.0,0.0
547,2023-07-05,9,29274,True,9.239,0.25,1981.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
548,2020-09-27,9,45262,True,7.269,,920.769,0.0,2.0,3.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,2011-09-07,15,20743,True,11.143,,1989.81,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0
550,2023-07-05,11,11493,True,7.773,0.25,1261.909,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,2023-07-05,11,34347,True,10.648,0.407,1824.933,14.0,11.0,13.0,2.0,0.0,3.0,5.0,1.0,3.0,0.0,9.0,0.0,4.0,1.0,2.0,21.0,0.0
552,2023-07-05,18,37054,True,21.5,,1552.158,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
553,2023-07-05,18,30919,True,15.75,0.468,1982.818,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
554,2022-02-18,15,35693,True,11.114,,1985.545,1.0,0.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0
555,2023-07-06,12,46325,True,12.5,,657.667,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,2022-02-18,17,34382,True,9.3,,1999.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,2023-07-05,10,38785,True,10.941,0.371,1971.778,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0
558,2023-07-05,10,24423,True,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,2017-12-11,18,15270,True,9.826,,1661.042,1.0,11.0,2.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
560,2017-01-11,14,42269,True,7.15,,1997.857,0.0,0.0,7.0,0.0,0.0,2.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,2017-09-13,10,40494,True,13.71,0.246,1854.676,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,5.0,0.0,11.0,0.0
562,2006-07-28,23,25093,True,9.0,,1994.667,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,2022-02-18,21,32973,True,10.071,0.164,1998.857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
564,2022-02-21,7,42559,True,8.308,,1987.857,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0
565,2011-09-29,13,25448,True,14.25,0.425,1954.5,0.0,0.0,5.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
566,2022-02-18,19,51511,True,14.688,,116.765,3.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
567,2018-08-04,12,45003,True,10.0,,1990.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,2020-08-26,21,19280,True,21.5,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,2012-01-05,8,21709,True,5.583,,1475.258,3.0,1.0,8.0,0.0,0.0,16.0,7.0,3.0,10.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
570,2023-07-05,9,31706,True,11.25,,2010.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
571,2023-07-05,9,31321,True,14.225,,1997.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
572,2022-02-21,7,35110,True,3.0,,2012.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2023-11-02,12,16199,True,21.083,,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,2007-06-08,19,58991,True,9.545,0.35,1981.273,0.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,2023-07-06,22,13205,True,16.9,0.725,1772.667,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,2018-01-18,10,26488,True,8.382,,1178.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
577,2018-01-18,10,11753,True,21.5,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2022-02-18,15,40816,True,10.4,,1621.333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0
579,2022-02-18,15,34074,True,9.409,0.25,1995.909,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,2022-02-18,15,56258,True,13.042,0.403,1969.722,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
581,2012-08-19,15,54209,True,5.76,0.161,561.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,6.0,0.0
582,2017-07-12,19,34747,True,8.75,,1656.667,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
583,2023-07-05,11,19349,True,12.5,0.248,1996.939,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
584,2023-07-05,11,40113,True,5.478,0.267,1597.6,0.0,22.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,2010-09-15,20,57964,True,13.944,0.382,1809.889,1.0,0.0,0.0,8.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,2.0,2.0,11.0,0.0
586,2011-12-25,12,54545,True,6.562,0.16,2002.44,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0
587,2012-08-31,10,43207,True,9.385,0.4,1992.585,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,28.0,0.0,0.0,4.0,0.0,7.0,0.0,6.0,0.0
588,2020-02-09,16,48743,True,6.45,0.175,602.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0
589,2022-02-18,16,41148,True,13.296,0.25,1912.2,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
590,2018-01-18,10,14912,True,12.5,0.433,1995.667,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2023-07-05,8,13576,True,6.5,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
592,2023-07-05,8,52851,True,7.714,,1637.643,2.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
593,2023-07-05,12,13109,True,21.5,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,2023-07-05,12,16873,True,10.5,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595,2007-06-29,12,40824,True,12.577,,1988.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
596,2022-02-18,14,34705,True,7.5,,1985.625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,0.0
597,2017-08-03,18,30211,True,10.846,,1990.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,2019-06-08,18,48328,True,7.5,0.15,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
599,2012-01-05,12,34345,True,14.321,0.592,1689.0,3.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600,2021-02-07,9,21372,True,12.545,,1978.091,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
601,2022-02-18,18,12229,True,10.5,0.4,1974.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,2019-04-08,19,49801,True,13.857,,1852.643,0.0,4.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,2023-07-05,10,43192,True,10.786,,1985.1,9.0,2.0,0.0,0.0,0.0,7.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
604,2023-07-05,10,36764,True,10.071,,1962.143,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
605,2007-09-27,22,34697,True,15.278,0.41,1778.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
606,2023-07-05,10,24106,True,9.668,,1958.922,2.0,0.0,0.0,93.0,26.0,26.0,1.0,1.0,3.0,17.0,0.0,0.0,6.0,0.0,42.0,79.0,0.0
607,2023-07-05,10,33257,True,6.75,0.2,1480.526,2.0,0.0,0.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0
608,2023-07-05,9,38504,True,14.455,,1990.909,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0
609,2023-07-05,9,13944,True,7.091,0.233,2001.583,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
610,2018-07-14,15,38141,True,9.667,,1981.762,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
611,2005-04-07,12,47745,True,12.5,,1981.909,1.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0
612,2020-07-05,13,20978,True,21.5,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,2022-01-31,12,31611,True,13.759,0.385,1978.889,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
614,2021-03-06,11,15315,True,9.618,0.268,1992.471,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
615,2023-10-07,15,45576,True,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2023-07-05,9,33311,True,9.818,0.294,1906.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,13.0,0.0
617,2023-07-05,9,43615,True,5.143,,1995.571,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,2019-03-16,13,24167,True,12.5,,2010.556,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
619,2017-07-20,18,47354,True,14.467,0.25,1622.882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0
620,2017-09-13,18,33615,True,7.412,0.15,2005.147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0
621,2012-09-24,18,43559,True,9.273,,1824.75,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,1.0,0.0
622,2020-06-30,12,43929,True,8.75,0.15,1991.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0
623,2023-07-05,9,10380,True,21.5,,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,2023-07-05,9,53876,True,10.5,,1735.625,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
625,2023-04-04,20,14225,True,12.643,0.179,1983.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,2023-07-05,9,36098,True,13.5,0.25,1978.882,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,6.0,3.0,0.0
627,2023-07-05,11,43215,True,9.7,,1726.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,2023-07-05,9,56246,True,14.025,0.345,1882.35,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
629,2023-07-05,11,56940,True,10.5,0.5,1977.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,2022-02-19,17,24427,True,13.193,,1837.898,6.0,0.0,9.0,2.0,0.0,10.0,0.0,23.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0
631,2022-02-21,9,27545,True,10.781,,2003.188,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
632,2021-03-11,16,32258,True,13.316,0.408,1993.5,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0
633,2022-04-07,19,30261,True,10.294,,1976.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,8.0,0.0
634,2020-06-06,14,30881,True,9.621,0.4,1460.967,0.0,1.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0
635,2023-07-31,18,20706,True,11.0,0.496,1802.613,6.0,0.0,11.0,0.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
636,2022-02-18,18,12185,True,13.556,,1708.714,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0
637,2010-08-24,16,14970,True,11.919,0.382,1854.903,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0
638,2008-08-13,19,37822,True,5.172,,1993.133,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0
639,2023-01-12,10,44922,True,15.885,,1975.607,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
640,2022-10-03,12,33022,True,12.9,,1980.7,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,2022-02-18,16,33968,True,10.625,0.318,1925.367,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,4.0,0.0,13.0,1.0
642,2022-02-18,15,60019,True,7.25,0.275,1990.667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
643,2012-08-25,18,36054,True,12.808,0.244,1844.615,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
644,2020-02-09,19,38475,True,11.75,,1976.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0
645,2018-09-23,9,34991,True,6.0,0.25,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
646,2019-07-25,9,14928,True,11.773,,1119.44,0.0,10.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
647,2021-10-03,8,48028,True,11.854,0.25,1746.542,0.0,0.0,0.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
648,2018-12-12,17,49778,True,8.881,,1737.708,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0
649,2009-07-08,20,38837,True,7.942,,1620.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,2.0,0.0,9.0,0.0
650,2011-07-12,21,47020,True,7.5,,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,2012-12-23,11,20050,True,13.843,,1994.571,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,2017-09-13,9,47324,True,6.25,0.208,2000.708,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
653,2011-09-12,18,24511,True,12.7,,2014.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
654,2023-07-05,19,44551,True,16.625,0.368,1733.125,0.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
655,2023-07-05,19,55225,True,15.75,0.538,1954.312,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
