grid_id,has_building,Gemiddeld Bouwjaar,Gewogen Gemiddeld Bouwjaar,Voor 1860,1860-1919,1920-1939,1940-1969,1970-1985,1986-2001,Na 2001,Incident_ID,Service_Area,Date,Hour,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
6839,True,1920.667,1920.562,0.0,1.0,5.0,0.0,0.0,0.0,0.0,368935,Hendrik,2021-03-13,13,7.2045,69.54154,2.0045,-1.3860121,0.1,0.1,0.0,0.0,51.0,989.4,988.79736,46.601578,249.18486,87.84,7.7045,6.3045,6.6045003,9.1545,0.709,0.685,0.678,0.683
6839,True,1920.667,1920.562,0.0,1.0,5.0,0.0,0.0,0.0,0.0,392551,Hendrik,2022-02-15,9,6.05,89.79144,4.5,1.6763687,0.1,0.1,0.0,0.0,51.0,1009.3,1009.54724,20.929594,243.43501,37.8,5.25,6.65,7.35,10.0,0.678,0.682,0.693,0.678
6839,True,1920.667,1920.562,0.0,1.0,5.0,0.0,0.0,0.0,0.0,392688,Hendrik,2022-02-16,21,11.1,89.87159,9.5,4.382265,1.2,1.2,0.0,0.0,55.0,989.0,989.238,45.21262,249.97783,93.6,9.8,8.05,7.4,9.95,0.74,0.721,0.695,0.678
6839,True,1920.667,1920.562,0.0,1.0,5.0,0.0,0.0,0.0,0.0,393438,Hendrik,2022-02-18,17,7.261,70.55124,2.261,-1.6928983,0.2,0.2,0.0,0.0,51.0,986.7,986.2194,49.40401,247.73337,104.03999,8.361,7.961,7.561,9.861,0.727,0.72,0.7,0.679
6840,True,1936.273,1924.3,0.0,2.0,7.0,0.0,1.0,1.0,0.0,105806,Hendrik,2011-02-27,9,4.961,92.268555,3.8109999,-2.0849295,0.9,0.9,0.0,0.0,53.0,1012.0,1011.3787,38.305763,310.426,62.279995,5.111,5.511,4.961,7.961,0.725,0.676,0.672,0.648
6841,True,1910.0,1909.979,0.0,4.0,0.0,0.0,0.0,0.0,0.0,298290,Hendrik,2018-03-18,9,-2.3955,48.114075,-11.8955,-10.636332,0.0,0.0,0.0,0.01,2.0,1012.8,1012.1611,33.24498,72.34979,63.0,0.4545,2.8044999,5.4545,8.4045,0.665,0.675,0.673,0.666
6844,True,1935.5,1935.385,0.0,0.0,2.0,0.0,0.0,0.0,0.0,341489,Hendrik,2020-02-15,15,12.124,76.28057,8.074,6.722584,0.0,0.0,0.0,0.0,3.0,1009.7,1009.3372,33.588207,197.46402,63.0,9.424,7.074,7.374,10.124,0.696,0.708,0.702,0.657
6844,True,1935.5,1935.385,0.0,0.0,2.0,0.0,0.0,0.0,0.0,394210,Hendrik,2022-02-20,14,9.224,90.034294,7.674,2.7958546,0.4,0.4,0.0,0.0,51.0,1000.0,999.637,39.938915,236.0234,71.28,7.924,6.674,7.574,9.824,0.744,0.735,0.707,0.682
6844,True,1935.5,1935.385,0.0,0.0,2.0,0.0,0.0,0.0,0.0,424537,Hendrik,2023-03-14,19,4.511000156402588,57.806640625,-3.08899998664856,-0.4219758510589599,0.0,0.0,0.0,0.0,2.0,1008.2999877929688,1007.6798095703124,16.299694061279297,276.340087890625,30.23999786376953,6.410999774932861,7.460999965667725,6.160999774932861,9.41100025177002,0.6990000009536743,0.7009999752044678,0.6830000281333923,0.6669999957084656
6952,True,1925.667,1924.265,0.0,1.0,5.0,0.0,0.0,0.0,0.0,138442,Pieter,2013-04-18,14,12.298,58.941734,4.498,4.4178057,0.0,0.0,0.0,0.0,1.0,1015.4,1014.67114,45.833244,235.56096,73.799995,13.648,10.448,6.148,6.598,0.578,0.592,0.602,0.66
6952,True,1925.667,1924.265,0.0,1.0,5.0,0.0,0.0,0.0,0.0,405227,Pieter,2022-07-10,10,18.274,66.261734,11.874,16.754278,0.0,0.0,0.0,0.0,3.0,1026.8,1026.5594,14.4,306.86996,30.599998,17.974,16.874,15.224,10.924,0.513,0.534,0.51,0.644
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,88713,Pieter,2009-11-18,15,12.7045,79.797646,9.304501,5.4582863,0.4,0.4,0.0,0.0,51.0,1010.4,1009.7966,48.46648,238.67136,83.520004,10.9045,10.0045,10.7045,12.7545,0.629,0.618,0.53,0.584
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,105070,Pieter,2011-02-04,11,9.1414995,83.207634,6.4415,1.9527063,0.0,0.0,0.0,0.0,3.0,1015.2,1014.3404,43.130947,232.4605,74.88,6.5915003,3.9415,4.1415,8.1414995,0.636,0.64,0.656,0.628
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,138506,Pieter,2013-04-19,11,10.304501,75.45889,6.1545,7.562851,0.0,0.0,0.0,0.0,3.0,1023.5,1022.8836,12.979984,289.44012,33.12,11.6045,9.5045,6.4045,6.6045003,0.576,0.588,0.601,0.66
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,293268,Pieter,2018-01-18,9,5.8045,77.94816,2.2545,-5.866254,0.0,0.0,0.0,0.0,3.0,981.6,980.9992,68.02476,256.84628,118.44,5.1545,4.9045,6.9045,10.8545,0.735,0.72,0.693,0.643
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,366566,Pieter,2021-02-09,15,-0.6085,68.92912,-5.6085,-5.417721,0.0,0.0,0.0,0.12,3.0,1009.6,1008.7147,13.441071,69.62349,28.8,0.6415,1.8414999,5.7415004,10.1414995,0.689,0.7,0.711,0.673
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,368628,Pieter,2021-03-11,9,10.6675,70.23699,5.4675,2.7904992,0.0,0.0,0.0,0.0,0.0,990.1,989.7424,46.3548,226.88817,93.24,7.8675003,5.6175003,6.5175004,9.2175,0.69,0.665,0.677,0.683
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,368666,Pieter,2021-03-11,11,9.8545,69.83145,4.6045003,1.2060318,0.1,0.1,0.0,0.0,51.0,991.3,990.702,50.392284,243.25197,108.0,8.4545,5.8045,6.5045004,9.2045,0.686,0.666,0.677,0.683
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,368793,Pieter,2021-03-11,17,8.554501,74.63618,4.3045,2.319006,0.0,0.0,0.0,0.0,3.0,995.6,994.9966,33.425762,247.85477,64.079994,8.4545,6.4045,6.5045004,9.1545,0.682,0.665,0.677,0.683
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,392901,Pieter,2022-02-18,15,9.1045,65.62682,3.0045,-1.2393265,0.1,0.1,0.0,0.0,51.0,985.4,984.8038,59.865086,227.19325,106.2,8.8545,7.9045,7.5545,9.8545,0.731,0.72,0.699,0.679
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,393916,Pieter,2022-02-19,12,6.7545004,57.53768,-1.0455,-0.26830292,0.1,0.1,0.0,0.0,51.0,1011.7,1011.08276,32.52177,243.71866,68.03999,7.3045,7.1545,7.6045003,9.8545,0.705,0.714,0.701,0.679
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,393948,Pieter,2022-02-19,13,7.1045003,60.637806,0.004499998,0.63114214,0.3,0.3,0.0,0.0,51.0,1011.2,1010.58405,29.827904,240.34099,59.76,7.4545,7.2045,7.6045003,9.8545,0.706,0.713,0.701,0.679
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,394357,Pieter,2022-02-21,8,5.2175,67.88925,-0.2325,-2.4649234,0.0,0.0,0.0,0.0,3.0,994.6,994.234,37.868507,245.8716,67.32,5.2675004,6.9175,7.6175003,9.8175,0.733,0.743,0.717,0.68
6953,True,1932.4,1932.084,0.0,0.0,5.0,0.0,0.0,0.0,0.0,395314,Pieter,2022-03-04,15,9.9415,49.63433,-0.108500004,6.21362,0.0,0.0,0.0,0.0,0.0,1020.4,1019.5386,10.883676,124.21575,23.759998,8.5415,5.4415,7.0415,9.5415,0.666,0.681,0.715,0.692
6954,True,1932.667,1931.652,0.0,0.0,3.0,0.0,0.0,0.0,0.0,368720,Pieter,2021-03-11,12,9.4675,70.98511,4.4675,1.4518504,0.3,0.3,0.0,0.0,51.0,992.9,992.53986,45.860096,247.86446,94.32,8.7175,5.9675,6.5175004,9.2175,0.68,0.663,0.677,0.683
6960,True,1929.5,1907.47,0.0,8.0,0.0,0.0,0.0,4.0,0.0,293310,Hendrik,2018-01-18,9,5.785,77.94509,2.235,-5.889225,0.0,0.0,0.0,0.0,3.0,981.6,980.6388,68.02476,256.84628,118.44,5.1349998,4.8849998,6.8849998,10.835,0.735,0.72,0.693,0.643
6960,True,1929.5,1907.47,0.0,8.0,0.0,0.0,0.0,4.0,0.0,415051,Hendrik,2022-11-14,0,5.085000038146973,89.08576202392578,3.434999942779541,2.133981704711914,0.0,0.0,0.0,0.0,0.0,1016.2000122070312,1015.2024536132812,9.726664543151855,87.87895202636719,15.84000015258789,5.884999752044678,9.535000801086426,12.385000228881836,13.585000038146973,0.6359999775886536,0.6380000114440918,0.5529999732971191,0.6050000190734863
6961,True,1894.75,1894.937,0.0,4.0,0.0,0.0,0.0,0.0,0.0,393575,Hendrik,2022-02-18,18,6.935,65.14071,0.835,-2.5335274,0.0,0.0,0.0,0.0,1.0,989.6,988.635,51.268097,261.92688,97.56,7.935,7.935,7.535,9.835,0.724,0.72,0.7,0.679
6963,True,1930.692,1915.237,1.0,6.0,1.0,0.0,4.0,1.0,0.0,99444,Hendrik,2010-08-30,18,15.2175,71.35617,10.0675,11.402621,0.0,0.0,0.0,0.0,1.0,1020.8,1020.3163,26.400545,354.5227,42.839996,15.9675,14.867499,15.4175,11.7675,0.676,0.669,0.505,0.624
6963,True,1930.692,1915.237,1.0,6.0,1.0,0.0,4.0,1.0,0.0,315602,Hendrik,2019-03-16,18,9.948,72.074715,5.148,2.4300184,0.0,0.0,0.0,0.0,3.0,999.5,998.77655,43.421432,229.70793,82.799995,9.448,7.848,7.798,9.548,0.723,0.73,0.703,0.629
6965,True,1951.938,1932.865,0.0,5.0,2.0,1.0,4.0,4.0,0.0,314992,Hendrik,2019-03-09,15,8.7285,75.98189,4.7285004,1.4033308,0.4,0.4,0.0,0.0,51.0,1006.5,1005.40283,41.493805,278.4815,96.479996,9.2285,8.0785,7.8785,9.6285,0.736,0.708,0.665,0.624
6965,True,1951.938,1932.865,0.0,5.0,2.0,1.0,4.0,4.0,0.0,392861,Hendrik,2022-02-18,14,9.7175,69.80398,4.4675,1.5842018,0.0,0.0,0.0,0.0,0.0,986.8,986.44275,46.666885,218.10762,87.12,8.8175,7.9175,7.5675,9.867499,0.735,0.719,0.699,0.679
6965,True,1951.938,1932.865,0.0,5.0,2.0,1.0,4.0,4.0,0.0,393096,Hendrik,2022-02-18,15,9.117499,65.62971,3.0175,-1.2239008,0.1,0.1,0.0,0.0,51.0,985.4,985.04236,59.865086,227.19325,106.2,8.867499,7.9175,7.5675,9.867499,0.731,0.72,0.699,0.679
6966,True,1929.333,1933.526,0.0,1.0,1.0,1.0,0.0,0.0,0.0,292074,Hendrik,2018-01-03,13,7.735,75.548805,3.685,-0.65520144,0.2,0.2,0.0,0.0,51.0,989.3,988.33813,47.357452,275.23376,89.64,7.085,6.935,7.735,11.435,0.741,0.736,0.695,0.63
6972,True,1982.286,1978.926,0.0,0.0,0.0,2.0,3.0,1.0,1.0,342029,Teunis,2020-02-23,10,11.187,86.32229,8.987,3.8531666,0.1,0.1,0.0,0.0,51.0,1004.9,1004.7792,48.477177,244.95743,88.92,8.787001,7.937,7.837,9.937,0.749,0.742,0.707,0.664
7071,True,1982.0,1982.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,105075,Pieter,2011-02-04,14,9.35,81.81415,6.4,1.2116303,0.0,0.0,0.0,0.0,3.0,1014.2,1014.4453,49.576847,238.96497,80.28,7.15,4.3,4.2,8.2,0.635,0.639,0.656,0.628
7075,True,1959.75,1962.791,0.0,0.0,0.0,8.0,0.0,0.0,0.0,309408,Pieter,2018-08-09,21,16.161001,92.007225,14.861,14.318924,1.6,1.6,0.0,0.0,61.0,1009.6,1009.1231,23.73271,279.60513,68.76,18.811,20.561,18.461,12.511001,0.524,0.342,0.485,0.638
7075,True,1959.75,1962.791,0.0,0.0,0.0,8.0,0.0,0.0,0.0,312730,Pieter,2019-02-07,14,8.674,68.37622,3.174,0.85271263,0.0,0.0,0.0,0.0,0.0,1004.1,1003.85657,42.785507,231.49074,78.84,7.674,5.274,5.524,10.574,0.707,0.703,0.652,0.613
7075,True,1959.75,1962.791,0.0,0.0,0.0,8.0,0.0,0.0,0.0,314998,Dirk,2019-03-09,15,8.761001,75.98732,4.761,1.4425898,0.4,0.4,0.0,0.0,51.0,1006.5,1006.01227,41.493805,278.4815,96.479996,9.261001,8.111,7.911,9.661,0.736,0.708,0.665,0.624
7076,True,1941.0,1941.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,402522,Pieter,2022-06-06,12,14.804501,77.99714,11.0045,11.309644,0.9,0.9,0.0,0.0,53.0,1011.8,1011.20013,26.099379,245.55606,48.96,16.7045,14.7045,12.7545,9.7045,0.662,0.596,0.533,0.659
7076,True,1941.0,1941.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,420078,Pieter,2023-01-12,18,10.54800033569336,88.62484741210938,8.748000144958496,5.037345886230469,0.800000011920929,0.800000011920929,0.0,0.0,53.0,1001.2000122070312,1000.4769287109376,35.53803253173828,230.3430938720703,65.87999725341797,9.347999572753906,8.347999572753906,8.29800033569336,11.347999572753906,0.7570000290870667,0.7599999904632568,0.7129999995231628,0.6190000176429749
7077,True,1930.5,1930.514,0.0,0.0,2.0,0.0,0.0,0.0,0.0,322029,Dirk,2019-06-08,13,15.2545,78.84301,11.6045,10.181607,2.1,2.1,0.0,0.0,61.0,1013.5,1012.90015,38.18716,225.76381,78.479996,15.1545,14.7545,13.2045,9.9045,0.706,0.628,0.556,0.634
7077,True,1930.5,1930.514,0.0,0.0,2.0,0.0,0.0,0.0,0.0,368651,Dirk,2021-03-11,10,10.6045,68.53704,5.0545,1.7548347,0.1,0.1,0.0,0.0,51.0,990.0,989.40436,52.416794,232.81522,112.32,8.4045,5.7045,6.5045004,9.2045,0.688,0.665,0.677,0.683
7077,True,1930.5,1930.514,0.0,0.0,2.0,0.0,0.0,0.0,0.0,410539,Dirk,2022-09-18,13,11.880499839782717,88.14537048339844,9.98050022125244,9.36256504058838,2.0999999046325684,2.0999999046325684,0.0,0.0,61.0,1014.9000244140624,1014.7781982421876,17.33989715576172,311.6334533691406,33.839996337890625,12.180500030517578,13.780500411987305,16.530498504638672,13.580500602722168,0.6869999766349792,0.5210000276565552,0.4620000123977661,0.6159999966621399
7078,True,1956.667,1933.745,0.0,0.0,2.0,0.0,0.0,0.0,1.0,344347,Dirk,2020-03-29,15,5.0545,35.469536,-8.9955,-3.0062375,0.0,0.0,0.0,0.0,0.0,1034.0,1033.3652,33.53415,29.592207,65.520004,8.4045,7.3545003,7.7545004,9.304501,0.622,0.64,0.686,0.705
7078,True,1956.667,1933.745,0.0,0.0,2.0,0.0,0.0,0.0,1.0,393979,Dirk,2022-02-19,14,6.7415004,63.471607,0.2915,0.19246578,0.1,0.1,0.0,0.0,51.0,1010.6,1009.73694,30.652895,236.49654,57.239998,7.4415,7.1915,7.5915003,9.841499,0.706,0.713,0.701,0.679
7078,True,1956.667,1933.745,0.0,0.0,2.0,0.0,0.0,0.0,1.0,394353,Dirk,2022-02-21,8,5.2045,67.88647,-0.2455,-2.479899,0.0,0.0,0.0,0.0,3.0,994.6,993.98975,37.868507,245.8716,67.32,5.2545004,6.9045,7.6045003,9.804501,0.733,0.743,0.717,0.68
7082,True,1898.5,1895.268,0.0,12.0,0.0,0.0,0.0,0.0,0.0,292073,Dirk,2018-01-03,13,7.7415004,75.549904,3.6915,-0.6474347,0.2,0.2,0.0,0.0,51.0,989.3,988.4582,47.357452,275.23376,89.64,7.0915003,6.9415,7.7415004,11.4415,0.741,0.736,0.695,0.63
7085,True,1885.167,1884.659,0.0,6.0,0.0,0.0,0.0,0.0,0.0,313820,Hendrik,2019-02-21,22,7.948,95.66535,7.298,5.888817,0.0,0.0,0.0,0.0,1.0,1029.8,1029.0496,9.346143,254.3577,17.28,7.798,7.248,6.798,9.998,0.66,0.659,0.671,0.62
7086,True,1974.25,1966.196,0.0,1.0,0.0,0.0,4.0,3.0,0.0,303528,Hendrik,2018-05-25,19,19.748,85.778534,17.298,21.236156,0.0,0.0,0.0,0.0,0.0,1018.7,1017.9873,7.653705,48.814175,14.04,20.448,17.598,13.048,8.998,0.572,0.552,0.62,0.667
7087,True,1967.467,1953.839,0.0,1.0,3.0,0.0,6.0,5.0,0.0,326819,Hendrik,2019-08-10,13,21.4545,55.05796,12.054501,16.467878,0.0,0.0,0.0,0.0,1.0,1007.6,1007.0158,39.79262,228.6679,77.4,20.9545,18.7545,17.1045,12.304501,0.604,0.526,0.523,0.621
7087,True,1967.467,1953.839,0.0,1.0,3.0,0.0,6.0,5.0,0.0,397862,Hendrik,2022-04-07,14,9.211,70.68698,4.161,1.6324649,2.6,2.3,0.21000001,0.0,73.0,982.9,982.42444,42.437263,255.2564,89.27999,10.111,8.161,7.761,9.061001,0.718,0.64,0.608,0.686
7087,True,1967.467,1953.839,0.0,1.0,3.0,0.0,6.0,5.0,0.0,424332,Hendrik,2023-03-13,11,13.461000442504885,69.82769775390625,8.06100082397461,5.550260543823242,0.0,0.0,0.0,0.0,1.0,993.2000122070312,992.7265014648438,50.77148818969727,231.9111785888672,92.15999603271484,10.41100025177002,5.861000061035156,6.011000156402588,9.511000633239746,0.7139999866485596,0.7080000042915344,0.6790000200271606,0.6650000214576721
7088,True,1975.667,1976.935,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10302,Hendrik,2019-01-08,13,7.7915,71.15876,2.8915,0.22417545,0.0,0.0,0.0,0.0,2.0,1016.6,1015.7349,40.68159,323.63705,75.24,7.1415,6.6415,7.7915,11.7415,0.64,0.635,0.62,0.609
7088,True,1975.667,1976.935,0.0,0.0,0.0,1.0,2.0,0.0,0.0,354634,Hendrik,2020-08-26,11,16.6415,84.90918,14.091499,12.72464,0.5,0.5,0.0,0.0,53.0,1005.5,1004.6706,36.0072,268.85425,78.84,16.5915,17.0915,17.6915,12.7415,0.644,0.558,0.474,0.625
7088,True,1975.667,1976.935,0.0,0.0,0.0,1.0,2.0,0.0,0.0,424319,Hendrik,2023-03-13,10,13.4350004196167,73.71053314208984,8.835000038146973,5.499327659606934,0.0,0.0,0.0,0.0,1.0,993.5,992.552978515625,52.32398986816406,229.1850128173828,91.43999481201172,9.835000038146973,5.684999942779541,5.985000133514404,9.485000610351562,0.7170000076293945,0.7080000042915344,0.6790000200271606,0.6650000214576721
7089,True,1944.571,1917.064,0.0,4.0,0.0,0.0,0.0,0.0,3.0,298220,Hendrik,2018-03-17,13,-1.065,58.78716,-8.115,-9.520101,0.1,0.0,0.07,0.0,71.0,1007.8,1006.7882,36.7588,75.82764,68.76,1.5350001,3.9850001,5.535,8.435,0.673,0.68,0.674,0.666
7089,True,1944.571,1917.064,0.0,4.0,0.0,0.0,0.0,0.0,3.0,309415,Hendrik,2018-08-09,21,16.148,92.00644,14.848,14.301014,1.6,1.6,0.0,0.0,61.0,1009.6,1008.8851,23.73271,279.60513,68.76,18.798,20.548,18.448,12.498,0.524,0.342,0.485,0.638
7090,True,1897.25,1902.903,0.0,4.0,0.0,0.0,0.0,0.0,0.0,354635,Hendrik,2020-08-26,11,16.6285,84.90781,14.0785,12.7069435,0.5,0.5,0.0,0.0,53.0,1005.5,1004.43384,36.0072,268.85425,78.84,16.578499,17.078499,17.6785,12.7285,0.644,0.558,0.474,0.625
7091,True,1930.333,1917.836,0.0,4.0,0.0,0.0,2.0,0.0,0.0,391435,Hendrik,2022-01-31,10,6.324,77.47819,2.674,-1.8170066,0.0,0.0,0.0,0.0,3.0,1008.1,1007.8537,44.339962,312.3675,84.6,5.074,6.274,6.974,10.374,0.717,0.671,0.684,0.674
7092,True,1988.444,1988.276,0.0,0.0,0.0,0.0,3.0,6.0,0.0,332972,Hendrik,2019-11-02,10,11.9565,89.93619,10.356501,8.237438,1.2,1.2,0.0,0.0,55.0,987.6,987.837,26.31942,220.0062,54.719997,11.5065,9.3065,11.9065,13.5565,0.725,0.682,0.641,0.595
7093,True,1987.5,1987.924,0.0,0.0,0.0,0.0,5.0,0.0,1.0,301368,Hendrik,2018-04-27,16,12.924,61.822372,5.774,10.674728,0.0,0.0,0.0,0.0,2.0,1008.6,1008.2386,8.225035,66.80139,16.919998,12.674,10.924,10.724,8.124,0.635,0.626,0.659,0.662
7093,True,1987.5,1987.924,0.0,0.0,0.0,0.0,5.0,0.0,1.0,342040,Hendrik,2020-02-23,11,11.617499,84.35473,9.0675,4.2872334,0.1,0.1,0.0,0.0,51.0,1004.8,1004.3179,48.60133,247.80449,88.2,9.0675,7.9675,7.8175,9.9175,0.745,0.742,0.708,0.664
7095,True,1929.667,1928.194,0.0,0.0,3.0,0.0,0.0,0.0,0.0,361575,Teunis,2020-12-03,21,5.324,91.32449,4.024,0.22022057,0.8,0.8,0.0,0.0,53.0,984.5,984.1377,25.277025,153.79994,44.639996,5.124,6.724,9.574,12.874,0.695,0.669,0.643,0.611
7095,True,1929.667,1928.194,0.0,0.0,3.0,0.0,0.0,0.0,0.0,395503,Teunis,2022-03-07,10,4.974,68.8312,-0.276,1.3658361,0.0,0.0,0.0,0.0,0.0,1028.7,1028.321,9.885262,100.491425,21.599998,3.324,4.124,6.824,9.474,0.665,0.676,0.711,0.696
7097,True,1977.7,1968.395,0.0,2.0,0.0,1.0,0.0,7.0,0.0,340672,Teunis,2020-02-09,11,8.361,82.82469,5.611,0.40201998,0.4,0.4,0.0,0.0,51.0,997.7,997.0948,47.131134,198.71184,101.159996,6.561,6.161,7.411,10.261001,0.685,0.677,0.685,0.653
7196,True,2010.8,2012.098,0.0,0.0,0.0,0.0,0.0,1.0,4.0,356755,Dirk,2020-09-24,12,16.4435,58.153004,8.1935,11.225444,0.0,0.0,0.0,0.0,3.0,1000.2,1000.3178,32.535713,204.86368,65.520004,15.393499,15.0935,15.4435,13.5435,0.638,0.542,0.502,0.617
7202,True,1932.5,1932.599,0.0,0.0,4.0,0.0,0.0,0.0,0.0,393059,Dirk,2022-02-18,15,9.1045,65.62682,3.0045,-1.2393265,0.1,0.1,0.0,0.0,51.0,985.4,984.8038,59.865086,227.19325,106.2,8.8545,7.9045,7.5545,9.8545,0.731,0.72,0.699,0.679
7203,True,1928.667,1928.201,0.0,0.0,3.0,0.0,0.0,0.0,0.0,354702,Dirk,2020-08-27,10,17.348,79.661705,13.798,17.307907,0.0,0.0,0.0,0.0,3.0,1015.8,1015.0836,8.699793,155.55606,20.519999,16.398,16.248,17.548,12.748,0.624,0.572,0.476,0.625
7203,True,1928.667,1928.201,0.0,0.0,3.0,0.0,0.0,0.0,0.0,393365,Dirk,2022-02-18,17,7.248,70.54865,2.248,-1.7082133,0.2,0.2,0.0,0.0,51.0,986.7,985.97906,49.40401,247.73337,104.03999,8.348,7.948,7.548,9.848,0.727,0.72,0.7,0.679
7203,True,1928.667,1928.201,0.0,0.0,3.0,0.0,0.0,0.0,0.0,393934,Dirk,2022-02-19,12,6.748,57.536,-1.052,-0.27574062,0.1,0.1,0.0,0.0,51.0,1011.7,1010.95953,32.52177,243.71866,68.03999,7.298,7.148,7.598,9.848,0.705,0.714,0.701,0.679
7204,True,1958.75,1945.944,0.0,0.0,2.0,0.0,0.0,2.0,0.0,391506,Dirk,2022-01-31,17,5.898,73.9002,1.5979999,-0.94444036,0.0,0.0,0.0,0.0,2.0,1016.3,1015.554,34.131718,333.70526,66.24,5.798,6.148,6.948,10.348,0.684,0.668,0.684,0.674
7206,True,1933.222,1915.754,0.0,5.0,2.0,0.0,0.0,2.0,0.0,293754,Dirk,2018-01-19,14,4.985,73.73408,0.685,0.25627947,0.0,0.0,0.0,0.0,1.0,1006.8,1005.8113,18.59845,255.42574,36.719997,4.8849998,4.585,6.835,10.835,0.718,0.719,0.696,0.644
7206,True,1933.222,1915.754,0.0,5.0,2.0,0.0,0.0,2.0,0.0,298247,Pieter,2018-03-17,16,-0.965,54.19434,-9.065,-9.131321,0.0,0.0,0.0,0.0,3.0,1008.1,1007.08826,34.213257,81.528946,66.24,1.685,3.7849998,5.485,8.435,0.671,0.679,0.674,0.666
7206,True,1933.222,1915.754,0.0,5.0,2.0,0.0,0.0,2.0,0.0,393316,Dirk,2022-02-18,16,8.835,66.738495,2.985,-0.6152134,0.0,0.0,0.0,0.0,1.0,985.3,984.34564,53.712433,232.8996,107.64,8.735001,7.935,7.535,9.835,0.728,0.72,0.699,0.679
7206,True,1933.222,1915.754,0.0,5.0,2.0,0.0,0.0,2.0,0.0,393861,Dirk,2022-02-19,10,6.3849998,60.902714,-0.615,-0.3401475,0.0,0.0,0.0,0.0,0.0,1010.9,1009.91235,30.911821,255.1545,55.44,6.1349998,7.235,7.585,9.835,0.704,0.714,0.701,0.679
7207,True,1899.308,1898.731,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1502,Dirk,2018-09-21,8,14.935,75.21713,10.585,10.086021,0.1,0.1,0.0,0.0,51.0,1001.6,1000.6502,34.524353,258.57294,70.92,16.885,17.685,15.885,13.785001,0.58,0.548,0.494,0.623
7207,True,1899.308,1898.731,0.0,13.0,0.0,0.0,0.0,0.0,0.0,138471,Dirk,2013-04-18,18,10.3914995,69.93881,5.1415,3.87006,0.0,0.0,0.0,0.0,0.0,1015.7,1014.7217,36.57855,233.8067,56.88,12.091499,10.4915,6.1415,6.9415,0.587,0.608,0.627,0.689
7212,True,1971.8,1960.748,0.0,0.0,2.0,0.0,0.0,3.0,0.0,293618,Hendrik,2018-01-18,12,5.861,77.12886,2.161,-0.8040571,0.2,0.2,0.0,0.0,51.0,995.7,995.2125,33.58628,300.96368,83.520004,5.361,4.961,6.911,10.861,0.728,0.723,0.693,0.643
7213,True,1931.0,1936.443,0.0,3.0,0.0,0.0,1.0,1.0,0.0,115124,Hendrik,2011-11-27,7,11.198,83.45577,8.498,4.752119,0.0,0.0,0.0,0.0,3.0,1013.6,1012.748,41.500053,226.0543,65.88,9.648,8.948,9.398,12.298,0.607,0.614,0.624,0.618
7213,True,1931.0,1936.443,0.0,3.0,0.0,0.0,1.0,1.0,0.0,394267,Hendrik,2022-02-20,18,9.685,91.60922,8.385,2.7074952,1.5,1.5,0.0,0.0,61.0,993.9,992.9402,44.943806,229.54813,79.92,8.285001,6.8849998,7.585,9.785001,0.761,0.745,0.707,0.68
7214,True,1923.25,1905.108,0.0,3.0,0.0,0.0,0.0,0.0,1.0,116692,Hendrik,2012-01-03,10,8.448,84.28033,5.948,-0.26838112,0.2,0.2,0.0,0.0,51.0,1000.3,999.4511,52.836666,208.48573,91.439995,6.598,7.048,8.048,11.198,0.735,0.72,0.691,0.63
7214,True,1923.25,1905.108,0.0,3.0,0.0,0.0,0.0,0.0,1.0,267430,Hendrik,2017-02-23,16,7.4805,72.11404,2.7805,-1.9163561,0.5,0.5,0.0,0.0,53.0,984.6,984.48004,53.08627,247.26054,97.56,8.1305,7.3305,5.4805,8.330501,0.732,0.718,0.665,0.637
