Incident_ID,Date,Incident_Starttime,Incident_Endtime,Incident_Duration,Incident_Priority,Service_Area,Municipality,Damage_Type,LON,LAT
46926,2007-01-18,18:16:04,18:59:58,00:43:54,3,Dirk,AMSTERDAM,Building,4.89468206044249,52.3593813121225
46979,2007-01-18,20:15:02,20:51:21,00:36:19,3,Willem,AMSTERDAM,Tree,4.90701465657231,52.3416182770687
47088,2007-01-19,07:55:45,07:55:56,00:00:11,1,Hendrik,AMSTERDAM,Unknown,4.8519893532409,52.36815677524
47091,2007-01-19,08:30:14,08:59:10,00:28:56,2,Hendrik,AMSTERDAM,Unknown,4.88346146787941,52.366290601907
47095,2007-01-19,08:46:45,09:21:46,00:35:01,2,Diemen,DIEMEN,Tree,4.95836716739574,52.3423367787541
47138,2007-01-19,11:05:36,11:21:52,00:16:16,2,Amstelveen,AMSTELVEEN,Building,4.86563283171057,52.3054469427872
47158,2007-01-19,12:40:27,14:54:00,02:13:33,3,IJsbrand,AMSTERDAM,Tree,4.90270262421217,52.4193891477941
47174,2007-01-19,13:43:25,16:24:26,02:41:01,3,Aalsmeer,AALSMEER,Tree,4.74997884652393,52.2295969677308
47245,2007-01-20,01:37:58,02:05:08,00:27:10,3,IJsbrand,AMSTERDAM,Unknown,4.90407686774209,52.3904275853257
47252,2007-01-20,08:46:40,09:29:54,00:43:14,3,Anton,AMSTERDAM,Building,4.97619082717792,52.2953850459262
47256,2007-01-20,09:18:21,10:20:28,01:02:07,3,Duivendrecht,OUDER-AMSTEL,Tree,4.94204215331605,52.3328034190414
47270,2007-01-20,09:53:12,11:04:47,01:11:35,3,Hendrik,AMSTERDAM,Building,4.87416883839106,52.3661787965478
47273,2007-01-20,10:09:29,11:49:39,01:40:10,3,Anton,AMSTERDAM,Tree,4.98788232934612,52.2911828579141
47282,2007-01-20,10:56:44,12:02:58,01:06:14,3,Hendrik,AMSTERDAM,Building,4.85680298113671,52.3744968146841
47297,2007-01-20,11:19:05,12:29:24,01:10:19,3,Diemen,DIEMEN,Tree,4.96866986636224,52.3468675191324
47300,2007-01-20,12:55:36,14:29:35,01:33:59,2,Osdorp,AMSTERDAM,Tree,4.8015041603364,52.3752068637116
47306,2007-01-20,11:46:12,13:49:48,02:03:36,2,Driemond,AMSTERDAM,Tree,5.01196517117125,52.30499504883
47316,2007-01-20,12:56:12,14:04:39,01:08:27,2,Dirk,AMSTERDAM,Building,4.8876381732138,52.3552443992837
47324,2007-01-20,14:03:02,15:43:10,01:40:08,2,Pieter,AMSTERDAM,Building,4.85113917681951,52.348595561773
47329,2007-01-20,14:20:23,15:42:58,01:22:35,3,Pieter,AMSTERDAM,Building,4.84483719108505,52.3478658037221
47349,2007-01-20,16:04:12,18:08:18,02:04:06,3,Victor,AMSTERDAM,Building,4.94253061468662,52.3733937826626
47360,2007-01-20,17:08:19,17:57:59,00:49:40,2,Dirk,AMSTERDAM,Building,4.88906899717014,52.3493904174252
47363,2007-01-20,17:11:26,17:50:22,00:38:56,2,Hendrik,AMSTERDAM,Building,4.8786232780114,52.3772079716114
47397,2007-01-21,09:46:46,10:37:27,00:50:41,3,Pieter,AMSTERDAM,Unknown,4.85501339247143,52.3510756954799
47472,2007-01-21,19:15:33,20:04:14,00:48:41,2,IJsbrand,AMSTERDAM,Building,4.91226392572293,52.3900023269558
47494,2007-01-22,07:06:44,07:32:07,00:25:23,3,Pieter,AMSTERDAM,Unknown,4.85568364023721,52.3539368175271
47532,2007-01-22,18:54:13,21:59:25,03:05:12,2,Broek in Waterland,AMSTERDAM,Unknown,4.98612473732423,52.419359338849
47615,2007-01-24,17:10:41,17:29:14,00:18:33,3,Amstelveen,AMSTELVEEN,Unknown,4.87652189369164,52.3033283901121
47649,2007-01-25,12:43:26,13:05:43,00:22:17,3,Anton,AMSTERDAM,Tree,4.98411530732806,52.3089748874319
47792,2007-01-28,16:29:38,16:54:38,00:25:00,3,Osdorp,AMSTERDAM,Unknown,4.81236760858433,52.3743613270978
47797,2007-01-28,17:54:54,18:58:54,01:04:00,3,Amstelveen,AMSTELVEEN,Tree,4.85272611357654,52.3155276110839
48890,2007-02-20,13:33:44,14:44:27,01:10:43,2,Amstelveen,AMSTELVEEN,Building,4.86243730356476,52.2792960842443
48962,2007-02-22,13:49:19,13:49:28,00:00:09,1,Uithoorn,UITHOORN,Tree,4.81552384291566,52.24792631052
49101,2007-02-24,16:18:20,16:34:27,00:16:07,3,Hendrik,AMSTERDAM,Building,4.88225253175142,52.3809174497374
49230,2007-02-27,17:56:05,18:47:21,00:51:16,3,Teunis,AMSTERDAM,Tree,4.85483857526343,52.3791076894002
49285,2007-02-28,14:41:35,15:15:17,00:33:42,2,Amstelveen,AMSTELVEEN,Unknown,4.86955426399682,52.2885130721612
50060,2007-03-17,12:40:31,13:02:49,00:22:18,2,Hendrik,AMSTERDAM,Tree,4.87523908246505,52.3764923466659
50078,2007-03-18,00:49:28,01:47:18,00:57:50,2,Nico,AMSTERDAM,Unknown,4.9426252987256,52.3771330115387
50089,2007-03-18,09:33:57,12:30:19,02:56:22,3,Aalsmeer,AALSMEER,Tree,4.75023728384956,52.2381370041382
50095,2007-03-18,11:58:07,13:38:06,01:39:59,2,Anton,AMSTERDAM,Building,4.98585179584809,52.3164046864048
50097,2007-03-18,12:08:05,12:29:44,00:21:39,2,Nico,AMSTERDAM,Unknown,4.92398585531664,52.3788321393682
50105,2007-03-18,14:45:58,15:19:19,00:33:21,3,Driemond,AMSTERDAM,Tree,5.01612706473954,52.3070034612934
50114,2007-03-18,16:22:20,16:47:03,00:24:43,3,Hendrik,AMSTERDAM,Unknown,4.85458971957448,52.3680336858586
50115,2007-03-18,16:22:32,17:14:14,00:51:42,3,Amstelveen,AMSTELVEEN,Unknown,4.83683745133475,52.291133587527
50120,2007-03-18,16:58:11,17:35:06,00:36:55,3,Uithoorn,AMSTELVEEN,Building,4.82322533329877,52.2757360733558
50121,2007-03-18,17:01:17,17:32:22,00:31:05,3,IJsbrand,AMSTERDAM,Unknown,4.91010998081269,52.3894903607458
50123,2007-03-18,17:30:20,17:51:42,00:21:22,2,Osdorp,AMSTERDAM,Unknown,4.82992052233027,52.3728544124729
50129,2007-03-18,18:30:00,18:50:42,00:20:42,3,Hendrik,AMSTERDAM,Unknown,4.8862755094682,52.38103340027
51265,2007-04-11,10:07:05,12:05:59,01:58:54,3,Pieter,AMSTERDAM,Unknown,4.85000891287627,52.351035112414
51783,2007-04-20,16:24:10,17:13:06,00:48:56,2,Zebra,AMSTERDAM,Unknown,4.99973289739212,52.3542443226425
52206,2007-04-27,20:21:15,23:27:20,03:06:05,3,Hendrik,AMSTERDAM,Tree,4.88831032927811,52.3698792585662
52698,2007-05-07,11:23:37,12:05:48,00:42:11,3,Teunis,AMSTERDAM,Tree,4.85547305218255,52.3776365538211
52759,2007-05-08,12:55:41,13:26:27,00:30:46,3,Amstelveen,AMSTELVEEN,Unknown,4.86198506262451,52.296496873019
52779,2007-05-08,18:18:26,19:06:16,00:47:50,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86576760725581,52.3651804047349
52782,2007-05-08,18:23:00,19:20:03,00:57:03,3,Uithoorn,AALSMEER,Tree,4.7955898134257,52.2614809253478
52784,2007-05-08,18:25:54,19:06:17,00:40:23,2,Amstelveen,OUDER-AMSTEL,Tree,4.91693612329584,52.2971146291358
52795,2007-05-08,19:32:45,20:12:00,00:39:15,1,Victor,AMSTERDAM,Tree,4.93671712365906,52.3688959402865
52869,2007-05-10,06:50:41,07:13:18,00:22:37,3,Amstelveen,AMSTELVEEN,Tree,4.85512926776799,52.2997737599092
52870,2007-05-10,07:01:33,07:27:35,00:26:02,3,Hendrik,AMSTERDAM,Tree,4.87330805953103,52.3771131218511
52909,2007-05-10,23:17:39,23:32:55,00:15:16,3,Willem,AMSTERDAM,Tree,4.94139572669463,52.3372768846187
52987,2007-05-12,14:19:30,15:13:35,00:54:05,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86704750849332,52.3649613415804
53756,2007-05-29,07:14:35,07:39:57,00:25:22,2,Pieter,AMSTERDAM,Tree,4.82488329791513,52.3566705923988
54051,2007-06-03,23:11:28,23:34:50,00:23:22,2,Dirk,AMSTERDAM,Building,4.87932324440073,52.3558381580453
54351,2007-06-08,19:53:16,20:20:08,00:26:52,3,Pieter,AMSTERDAM,Tree,4.84251617530679,52.3516300130984
54354,2007-06-08,20:03:07,21:00:10,00:57:03,3,Anton,AMSTERDAM,Tree,4.98688715791069,52.2975248782085
54367,2007-06-08,21:10:46,21:33:17,00:22:31,3,Zebra,AMSTERDAM,Tree,4.93668027446017,52.3898730264056
54368,2007-06-08,21:19:50,22:17:17,00:57:27,3,Uithoorn,UITHOORN,Tree,4.81912102983679,52.2529140052843
54418,2007-06-09,10:45:57,12:35:37,01:49:40,2,Hendrik,AMSTERDAM,Tree,4.88027664893067,52.3777453360075
54431,2007-06-09,14:37:07,15:34:32,00:57:25,2,Amstelveen,AMSTELVEEN,Tree,4.8519450172379,52.3085405260815
54432,2007-06-09,14:39:27,16:33:07,01:53:40,2,Anton,AMSTERDAM,Tree,4.98729297757446,52.2964117648133
55048,2007-06-20,18:42:17,19:26:37,00:44:20,2,Dirk,AMSTERDAM,Tree,4.8869415899872,52.3480242937794
55051,2007-06-20,18:53:14,19:20:45,00:27:31,2,IJsbrand,AMSTERDAM,Tree,4.91779129102758,52.4090601949817
55142,2007-06-22,19:07:41,19:29:55,00:22:14,3,Hendrik,AMSTERDAM,Unknown,4.87251855932675,52.3666839345357
55203,2007-06-23,16:52:45,17:19:46,00:27:01,2,Anton,AMSTERDAM,Tree,4.95069301780714,52.3213852420952
55319,2007-06-26,12:20:41,12:41:51,00:21:10,2,Anton,AMSTERDAM,Tree,4.97286966745514,52.3104280043302
55336,2007-06-26,14:45:19,16:33:55,01:48:36,2,Victor,AMSTERDAM,Tree,4.91170448281909,52.3572399293358
55360,2007-06-26,17:28:41,17:59:19,00:30:38,3,Nico,AMSTERDAM,Unknown,4.90652425939694,52.3760662400997
55401,2007-06-27,15:38:34,17:47:16,02:08:42,3,Dirk,AMSTERDAM,Tree,4.89681472028994,52.353700929027
55462,2007-06-29,08:29:21,12:26:24,03:57:03,2,Aalsmeer,AALSMEER,Tree,4.75849360608881,52.2527058694196
55471,2007-06-29,12:45:56,14:25:17,01:39:21,2,Willem,AMSTERDAM,Tree,4.91608403751713,52.3512266739221
55659,2007-07-03,15:47:01,17:29:10,01:42:09,3,Nico,AMSTERDAM,Tree,4.92810570480542,52.388024593345
55752,2007-07-05,18:09:59,20:15:20,02:05:21,3,Diemen,DIEMEN,Unknown,4.96919427869867,52.3394904538142
55801,2007-07-06,13:34:28,15:17:44,01:43:16,3,Zebra,AMSTERDAM,Unknown,4.99300597574276,52.3563791588197
55819,2007-07-06,18:25:46,20:45:25,02:19:39,2,Uithoorn,UITHOORN,Tree,4.82186782152451,52.2488106894212
55841,2007-07-07,08:22:51,09:44:09,01:21:18,3,Aalsmeer,AALSMEER,Tree,4.76395098985215,52.2645809544404
55972,2007-07-10,11:50:07,12:13:00,00:22:53,3,Osdorp,AMSTERDAM,Tree,4.81340405684444,52.3839203306116
55995,2007-07-10,22:15:24,22:48:19,00:32:55,2,Amstelveen,AMSTERDAM,Tree,4.87033835981873,52.3307503366975
56413,2007-07-18,18:55:15,19:53:47,00:58:32,2,Amstelveen,AALSMEER,Tree,4.80057122283845,52.2969451741261
56627,2007-07-24,10:25:42,12:21:09,01:55:27,2,Duivendrecht,AMSTERDAM,Tree,4.940241604051,52.3367782052754
57744,2007-08-22,08:58:51,09:34:35,00:35:44,2,Nico,AMSTERDAM,Tree,4.94390256243024,52.3771737505538
57746,2007-08-22,09:54:58,11:53:38,01:58:40,3,Hendrik,AMSTERDAM,Tree,4.89233579758004,52.377580641753
57751,2007-08-22,10:39:55,12:57:03,02:17:08,3,Osdorp,AMSTERDAM,Tree,4.8200125798404,52.3782719156585
58226,2007-09-02,15:54:35,16:24:57,00:30:22,1,Teunis,AMSTERDAM,Unknown,4.87361295055,52.38248909381
59469,2007-09-27,22:20:19,22:56:15,00:35:56,2,Victor,AMSTERDAM,Tree,4.94641926513645,52.3515053030238
59677,2007-10-02,13:10:05,13:58:14,00:48:09,2,Nico,AMSTERDAM,Tree,4.9097785234807,52.361609198682
60846,2007-10-28,11:36:25,13:32:47,01:56:22,3,Uithoorn,UITHOORN,"Fence, Road signs, Scaffolding",4.81377276675345,52.2497244086943
61208,2007-11-05,16:35:57,20:10:18,03:34:21,3,IJsbrand,AMSTERDAM,Tree,4.91421298488733,52.4083449282963
61211,2007-11-05,18:21:46,20:10:26,01:48:40,2,Hendrik,AMSTERDAM,Unknown,4.89058301194003,52.3767284596943
61217,2007-11-05,22:45:19,23:34:07,00:48:48,2,Amstelveen,OUDER-AMSTEL,Unknown,4.89605591350903,52.2949266022417
61235,2007-11-06,09:47:46,11:23:43,01:35:57,1,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.885216364238,52.3889650464677
61236,2007-11-06,10:28:49,11:34:26,01:05:37,2,Zebra,AMSTERDAM,Unknown,4.9908981109184,52.3590055126871
61279,2007-11-07,09:42:27,10:21:59,00:39:32,3,Hendrik,AMSTERDAM,Unknown,4.89059819292138,52.3779957893169
61352,2007-11-09,00:38:14,01:08:55,00:30:41,2,Zebra,AMSTERDAM,Tree,4.94339935157574,52.4010430654142
61363,2007-11-09,07:59:18,08:32:33,00:33:15,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.88861498902217,52.3649822339225
61368,2007-11-09,12:09:22,12:45:07,00:35:45,2,Amstelveen,OUDER-AMSTEL,Unknown,4.90255832107626,52.2954837114416
61468,2007-11-11,15:29:52,16:54:04,01:24:12,1,Zebra,AMSTERDAM,Unknown,4.99850920852985,52.3515080536855
62261,2007-12-01,07:15:06,07:41:14,00:26:08,2,Zebra,AMSTERDAM,Unknown,4.93209746961028,52.3998407806301
62263,2007-12-01,07:38:47,08:36:31,00:57:44,3,Diemen,DIEMEN,"Fence, Road signs, Scaffolding",4.95940083926655,52.338619599263
62305,2007-12-02,13:28:32,14:25:19,00:56:47,2,Aalsmeer,AALSMEER,Tree,4.75669853743938,52.2584666040248
62313,2007-12-02,16:02:19,16:56:08,00:53:49,2,Aalsmeer,AALSMEER,Building,4.80568900946767,52.2766487725247
62320,2007-12-02,18:17:23,22:09:39,03:52:16,2,Amstelveen,AALSMEER,Unknown,4.81878876385913,52.2915425388163
62322,2007-12-02,20:45:26,21:24:50,00:39:24,3,Amstelveen,AMSTELVEEN,Unknown,4.85126107734198,52.282571470061
62323,2007-12-02,20:53:52,00:21:31,03:27:39,3,Amstelveen,AMSTELVEEN,Unknown,4.8795103621335,52.3086800301555
62327,2007-12-02,22:38:05,22:59:07,00:21:02,3,Pieter,AMSTERDAM,"Fence, Road signs, Scaffolding",4.83030313354129,52.3505665475208
62357,2007-12-03,13:58:58,14:12:14,00:13:16,3,Teunis,AMSTERDAM,Unknown,4.85763882815333,52.380747022417
62422,2007-12-05,12:20:33,14:23:46,02:03:13,2,Anton,AMSTERDAM,Building,4.95992053635613,52.2937545160241
62477,2007-12-07,04:32:17,04:51:18,00:19:01,2,Zebra,AMSTERDAM,"Fence, Road signs, Scaffolding",4.99425147823429,52.3930978550721
62478,2007-12-07,05:12:20,05:44:10,00:31:50,2,Pieter,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86402546428407,52.3448334213048
62482,2007-12-07,07:44:25,08:59:53,01:15:28,2,Dirk,AMSTERDAM,Unknown,4.89177736545072,52.3552617955
62489,2007-12-07,09:33:58,10:06:50,00:32:52,2,Hendrik,AMSTERDAM,Building,4.85989587314684,52.3737376844205
62495,2007-12-07,10:32:41,11:59:28,01:26:47,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89177736545072,52.3552617955
62563,2007-12-08,19:04:59,20:04:55,00:59:56,2,Amstelveen,AMSTELVEEN,"Fence, Road signs, Scaffolding",4.85126107734198,52.282571470061
63138,2007-12-20,11:01:11,11:36:06,00:34:55,2,GBA,AMSTERDAM,Unknown,4.80063115194791,52.4056799553165
63662,2007-12-30,08:13:42,08:41:57,00:28:15,1,Amstelveen,OUDER-AMSTEL,Unknown,4.90446137845961,52.2970733544215
64145,2008-01-02,20:23:19,21:24:13,01:00:54,1,Zebra,AMSTERDAM,Unknown,4.98214804667515,52.3607105217899
64605,2008-01-15,14:59:51,16:09:05,01:09:14,3,Osdorp,AMSTERDAM,Tree,4.81918068814819,52.3778634793674
64611,2008-01-15,16:49:10,17:24:07,00:34:57,3,Nico,AMSTERDAM,Unknown,4.89920025459759,52.3756947503101
64764,2008-01-20,11:24:08,12:29:46,01:05:38,3,Osdorp,AMSTERDAM,Unknown,4.8144549097672,52.3753421199469
64765,2008-01-20,12:03:18,15:50:10,03:46:52,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89099305949357,52.3689558097267
64771,2008-01-20,16:38:06,16:56:33,00:18:27,1,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87739063316185,52.3758455266107
64918,2008-01-25,15:50:35,16:20:49,00:30:14,2,Willem,AMSTERDAM,"Fence, Road signs, Scaffolding",4.90912055120998,52.3572744606664
65107,2008-01-31,13:08:17,13:38:31,00:30:14,3,Anton,AMSTERDAM,Building,4.96894884450662,52.2954405465751
65108,2008-01-31,13:23:22,14:00:37,00:37:15,3,Osdorp,AMSTERDAM,Building,4.79673232572785,52.3751382241246
65109,2008-01-31,13:41:43,14:36:29,00:54:46,1,Diemen,DIEMEN,Tree,4.96789408631994,52.3373287993488
65111,2008-01-31,13:55:42,14:55:27,00:59:45,3,Zebra,AMSTERDAM,Unknown,4.95486302083486,52.3917473084551
65112,2008-01-31,14:37:50,15:16:35,00:38:45,2,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.90322616743589,52.3687727663149
65121,2008-01-31,16:15:28,16:37:08,00:21:40,2,Dirk,AMSTERDAM,Unknown,4.87641168266393,52.3575602654263
65125,2008-01-31,16:29:14,16:57:45,00:28:31,2,Dirk,AMSTERDAM,Unknown,4.88777205527217,52.3616082826088
65130,2008-01-31,17:14:59,17:33:00,00:18:01,3,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.88289221301783,52.3634121051153
65134,2008-01-31,17:33:34,18:13:04,00:39:30,2,Dirk,AMSTERDAM,Unknown,4.88280344585836,52.3621804075356
65225,2008-02-03,13:12:09,13:34:17,00:22:08,3,Hendrik,AMSTERDAM,Unknown,4.88349207446154,52.3842841272145
66162,2008-03-01,07:53:17,09:13:36,01:20:19,3,Amstelveen,AMSTELVEEN,Unknown,4.8784673115226,52.3075700452342
66173,2008-03-01,08:12:19,08:42:51,00:30:32,3,Osdorp,AMSTERDAM,"Fence, Road signs, Scaffolding",4.80368649736693,52.3834594096404
66176,2008-03-01,08:21:42,09:21:07,00:59:25,3,Willem,AMSTERDAM,Unknown,4.89431090155652,52.339930277071
66177,2008-03-01,08:31:25,09:03:07,00:31:42,3,Teunis,AMSTERDAM,Unknown,4.85832897622548,52.3782964598192
66178,2008-03-01,08:44:47,10:35:17,01:50:30,3,Teunis,AMSTERDAM,Unknown,4.84784276811799,52.3758943753684
66179,2008-03-01,08:53:21,09:16:46,00:23:25,3,Dirk,AMSTERDAM,Building,4.88810947321372,52.3485774773739
66181,2008-03-01,09:34:54,10:19:09,00:44:15,3,Anton,AMSTERDAM,Unknown,4.95971070298523,52.3003328316619
66184,2008-03-01,09:50:06,11:14:14,01:24:08,3,Osdorp,AMSTERDAM,Building,4.81233160684406,52.3760059116561
66189,2008-03-01,10:06:45,10:39:15,00:32:30,3,Hendrik,AMSTERDAM,Unknown,4.89325874593384,52.379103416288
66191,2008-03-01,10:21:15,11:02:01,00:40:46,3,Zebra,AMSTERDAM,Unknown,4.99312523428103,52.3578265729668
66196,2008-03-01,11:42:20,11:57:51,00:15:31,3,Victor,AMSTERDAM,Unknown,4.93349686215532,52.363607865842
66198,2008-03-01,11:57:44,14:03:19,02:05:35,3,Victor,AMSTERDAM,Unknown,4.93563719887217,52.3624746105731
66203,2008-03-01,12:02:32,13:40:12,01:37:40,3,Pieter,AMSTERDAM,Unknown,4.85479672693108,52.3630194550133
66205,2008-03-01,12:08:32,13:06:37,00:58:05,2,Aalsmeer,AALSMEER,Unknown,4.76714465847322,52.2498484544819
66210,2008-03-01,12:57:24,13:40:59,00:43:35,3,Uithoorn,UITHOORN,Building,4.8161478213673,52.2540770985906
66211,2008-03-01,13:01:52,13:41:05,00:39:13,3,Dirk,AMSTERDAM,Unknown,4.879366735784,52.3571685310985
66212,2008-03-01,13:02:04,14:57:07,01:55:03,2,Amstelveen,AMSTELVEEN,Unknown,4.86707356949247,52.2900840516169
66213,2008-03-01,13:12:17,15:03:40,01:51:23,2,Anton,AMSTERDAM,Building,4.97891805604217,52.3096760856464
66214,2008-03-01,13:23:58,14:02:49,00:38:51,2,Hendrik,AMSTERDAM,Unknown,4.89200150830024,52.3720068667421
66215,2008-03-01,13:25:00,14:01:35,00:36:35,3,Zebra,AMSTERDAM,Building,4.9908079587146,52.3575941446718
66216,2008-03-01,13:29:51,14:14:47,00:44:56,2,Amstelveen,AMSTERDAM,Building,4.8603634721883,52.3257091222628
66217,2008-03-01,13:42:27,14:49:15,01:06:48,2,Uithoorn,UITHOORN,Building,4.83009563489324,52.2454523153677
66221,2008-03-01,14:59:47,15:38:36,00:38:49,2,Anton,AMSTERDAM,Building,4.94340821567204,52.3076787335407
66222,2008-03-01,15:42:53,16:30:10,00:47:17,2,Diemen,AMSTERDAM,Building,4.94671941939333,52.3434444316471
66224,2008-03-01,16:57:46,17:44:16,00:46:30,2,Hendrik,AMSTERDAM,Building,4.89054597494937,52.3800357779477
66227,2008-03-01,18:23:29,18:54:41,00:31:12,3,Hendrik,AMSTERDAM,Unknown,4.87347425435009,52.3716403229745
66229,2008-03-01,18:32:24,18:55:35,00:23:11,2,Dirk,AMSTERDAM,Unknown,4.88792082851479,52.3496911633005
66245,2008-03-02,05:53:23,09:39:19,03:45:56,3,Hendrik,AMSTERDAM,Building,4.88127307386008,52.381803051528
66252,2008-03-02,14:43:55,20:09:24,05:25:29,3,Dirk,AMSTERDAM,Tree,4.8746125733388,52.3582715083108
66253,2008-03-02,15:03:57,15:26:31,00:22:34,2,IJsbrand,AMSTERDAM,"Fence, Road signs, Scaffolding",4.91573834060303,52.3920564075291
66311,2008-03-04,15:43:12,16:09:13,00:26:01,2,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.90056660257562,52.3622547575263
66463,2008-03-08,17:37:50,19:00:37,01:22:47,1,Nico,AMSTERDAM,Building,4.89794316460306,52.3698385663583
66513,2008-03-10,13:17:14,13:45:01,00:27:47,3,Hendrik,AMSTERDAM,Building,4.8910473667779,52.3693514968427
66519,2008-03-10,13:26:48,16:50:12,03:23:24,3,Dirk,AMSTERDAM,Unknown,4.89224862188864,52.3419618928413
66526,2008-03-10,16:11:51,17:31:25,01:19:34,2,Pieter,AMSTERDAM,Tree,4.85035212902671,52.362702787092
66527,2008-03-10,17:36:50,20:10:35,02:33:45,2,Dirk,AMSTERDAM,Unknown,4.89224842149742,52.3419798675324
66532,2008-03-10,18:46:49,20:10:47,01:23:58,2,Dirk,AMSTERDAM,Building,4.87636473704755,52.3590879794806
66563,2008-03-11,16:37:58,17:29:48,00:51:50,3,Duivendrecht,AMSTERDAM,Unknown,4.93501378295627,52.3357696924555
66575,2008-03-11,22:14:27,22:54:11,00:39:44,3,Victor,AMSTERDAM,Building,4.93516876608955,52.3738692179321
66580,2008-03-12,06:04:09,06:50:17,00:46:08,3,Willem,AMSTERDAM,Tree,4.93893819708116,52.3394426356095
66583,2008-03-12,09:19:33,09:59:40,00:40:07,1,Uithoorn,UITHOORN,Tree,4.8125385278108,52.2477770101976
66585,2008-03-12,10:16:14,12:19:56,02:03:42,2,Amstelveen,AMSTELVEEN,Unknown,4.84837359604459,52.3104297343029
66592,2008-03-12,11:24:55,11:52:50,00:27:55,2,Diemen,AMSTERDAM,Tree,4.94073099533744,52.339179780376
66593,2008-03-12,11:27:08,11:51:57,00:24:49,1,Uithoorn,UITHOORN,Unknown,4.82850005411661,52.244249381566
66597,2008-03-12,12:06:23,12:24:50,00:18:27,2,Nico,AMSTERDAM,Tree,4.91066871999734,52.3648393752677
66599,2008-03-12,12:26:37,13:19:01,00:52:24,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87161889990142,52.3670305416118
66601,2008-03-12,13:17:42,14:01:03,00:43:21,3,Willem,AMSTERDAM,Unknown,4.90165726567933,52.356498102157
66603,2008-03-12,13:35:08,14:10:23,00:35:15,3,Nico,AMSTERDAM,Unknown,4.89670722112857,52.3647553928555
66806,2008-03-19,08:36:18,09:14:11,00:37:53,2,Teunis,AMSTERDAM,Unknown,4.85058066883062,52.3790075807343
66816,2008-03-19,14:09:28,14:39:58,00:30:30,3,Uithoorn,UITHOORN,Unknown,4.82327039888739,52.2444402491843
66869,2008-03-20,20:39:29,21:02:14,00:22:45,2,Zebra,AMSTERDAM,Unknown,4.94092433819299,52.4002248806166
69096,2008-05-26,20:23:24,22:07:44,01:44:20,3,Pieter,AMSTERDAM,Unknown,4.86034742646197,52.3493199803545
69179,2008-05-28,21:53:46,23:36:36,01:42:50,2,Dirk,AMSTERDAM,Unknown,4.88194226786153,52.3630305699079
69390,2008-06-03,19:42:12,20:43:07,01:00:55,2,Nico,AMSTERDAM,Tree,4.89839989601287,52.3736961792762
69920,2008-06-19,15:33:37,17:02:04,01:28:27,3,Osdorp,AMSTERDAM,"Fence, Road signs, Scaffolding",4.7998492554681,52.3582297371689
70031,2008-06-22,15:51:56,16:11:37,00:19:41,2,Dirk,AMSTERDAM,Tree,4.88024302961077,52.3601292543156
70033,2008-06-22,16:30:33,17:47:45,01:17:12,2,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.93463438151214,52.3773094581678
70035,2008-06-22,16:35:56,17:47:27,01:11:31,3,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89293025287401,52.3861753582546
70040,2008-06-22,17:36:10,19:33:41,01:57:31,3,Duivendrecht,OUDER-AMSTEL,Tree,4.93917791005641,52.3273190640634
70143,2008-06-24,23:17:47,23:32:22,00:14:35,2,Osdorp,AMSTERDAM,Tree,4.79788230254,52.356008962362
70177,2008-06-25,18:19:37,19:24:11,01:04:34,3,Uithoorn,UITHOORN,Unknown,4.82370136672284,52.2439389786539
70253,2008-06-27,20:24:59,20:49:12,00:24:13,1,Nico,AMSTERDAM,Unknown,4.90843979749779,52.3754718249014
70429,2008-07-02,10:19:41,11:13:23,00:53:42,2,Hendrik,AMSTERDAM,Tree,4.88943710452554,52.3819994274695
70438,2008-07-02,13:26:25,13:47:51,00:21:26,3,Nico,AMSTERDAM,Unknown,4.89855895246303,52.3699219987391
70621,2008-07-07,21:10:14,21:24:08,00:13:54,3,IJsbrand,AMSTERDAM,Tree,4.91093963487505,52.3984094580296
70712,2008-07-10,17:27:35,18:16:09,00:48:34,2,Dirk,AMSTERDAM,Tree,4.87697507384257,52.3621823943816
70769,2008-07-12,08:48:18,09:55:03,01:06:45,2,Amstelveen,AMSTELVEEN,Tree,4.8454088964424,52.2913978684567
70771,2008-07-12,09:14:40,10:25:22,01:10:42,3,Anton,AMSTERDAM,Tree,4.96450553762584,52.3002422112008
70871,2008-07-15,12:37:12,12:51:16,00:14:04,3,Hendrik,AMSTERDAM,Tree,4.88853562206519,52.3733494650666
70958,2008-07-19,08:41:04,09:07:30,00:26:26,3,Diemen,DIEMEN,Tree,4.97153886479966,52.341395121351
