Incident_ID,Date,Incident_Starttime,Incident_Endtime,Incident_Duration,Incident_Priority,Service_Area,Municipality,Damage_Type,LON,LAT
71053,2008-07-21,18:20:52,18:55:03,00:34:11,2,Teunis,AMSTERDAM,Tree,4.86105422842429,52.3775985705698
71055,2008-07-21,17:02:38,17:23:12,00:20:34,2,Hendrik,AMSTERDAM,Tree,4.89047468009929,52.3772223289467
71056,2008-07-21,18:49:48,19:21:39,00:31:51,2,IJsbrand,AMSTERDAM,Building,4.91440100104,52.3893457900066
71183,2008-07-25,16:20:34,17:04:42,00:44:08,2,Victor,AMSTERDAM,Tree,4.91646771350843,52.3593351299766
71191,2008-07-26,01:19:38,01:43:42,00:24:04,2,Victor,AMSTERDAM,Tree,4.91552342390444,52.3611648658934
71497,2008-08-02,08:46:14,09:13:12,00:26:58,2,Duivendrecht,AMSTERDAM,Tree,4.94541652568803,52.3387030384023
71637,2008-08-06,13:37:56,15:53:17,02:15:21,3,Aalsmeer,AALSMEER,Unknown,4.75804009538246,52.2547437331238
71792,2008-08-10,16:44:56,17:03:20,00:18:24,3,Victor,AMSTERDAM,Unknown,4.9265853410051,52.3661067222565
71799,2008-08-10,21:10:40,21:47:03,00:36:23,2,Teunis,AMSTERDAM,Unknown,4.84256889806997,52.3856039416586
71860,2008-08-12,15:38:33,19:34:22,03:55:49,3,Aalsmeer,AALSMEER,Tree,4.75784627480874,52.237377848197
71862,2008-08-12,15:39:26,16:20:29,00:41:03,3,Nico,AMSTERDAM,Tree,4.90849828891817,52.3632487813365
71902,2008-08-13,17:45:00,20:46:36,03:01:36,2,Amstelveen,AALSMEER,Tree,4.81106292038573,52.3040792114343
71903,2008-08-13,17:46:07,18:24:34,00:38:27,3,IJsbrand,AMSTERDAM,Tree,4.88743913075221,52.4211322675958
71906,2008-08-13,18:17:51,19:12:16,00:54:25,2,Zebra,AMSTERDAM,Tree,4.92586860001538,52.4110242608696
71908,2008-08-13,18:22:34,18:39:55,00:17:21,2,Dirk,AMSTERDAM,Tree,4.87872681030265,52.3604912487927
71909,2008-08-13,18:28:59,19:21:20,00:52:21,2,IJsbrand,AMSTERDAM,Tree,4.90556546366052,52.4197243728758
71911,2008-08-13,18:45:46,19:02:53,00:17:07,2,Pieter,AMSTERDAM,Tree,4.83787875890936,52.3563181765785
71912,2008-08-13,18:54:58,19:35:26,00:40:28,2,Aalsmeer,AALSMEER,Tree,4.75849269215068,52.2610647052162
71916,2008-08-13,19:06:18,19:32:02,00:25:44,2,IJsbrand,AMSTERDAM,Tree,4.88889528855579,52.4132202988452
71921,2008-08-13,19:29:25,20:18:40,00:49:15,2,Pieter,AMSTERDAM,Tree,4.83542601477458,52.3658697516117
71922,2008-08-13,19:44:14,20:46:50,01:02:36,2,Zebra,AMSTERDAM,Tree,4.9983439044247,52.3519479076516
71928,2008-08-13,20:42:54,21:05:14,00:22:20,2,Pieter,AMSTERDAM,Tree,4.85392142773896,52.3601124710591
71943,2008-08-14,08:40:57,09:15:26,00:34:29,3,GBA,AMSTERDAM,Unknown,4.79256500622271,52.3956993186041
72845,2008-09-11,08:01:59,08:48:51,00:46:52,2,Willem,AMSTERDAM,"Fence, Road signs, Scaffolding",4.90857720816425,52.3436828023272
72851,2008-09-11,10:18:35,12:23:01,02:04:26,3,GBA,AMSTERDAM,Tree,4.76123649465168,52.4095587665417
73183,2008-09-21,18:15:36,19:52:39,01:37:03,3,Osdorp,AMSTERDAM,Building,4.79562002666745,52.3572379939617
73183,2008-09-21,18:15:36,19:52:39,01:37:03,3,Osdorp,AMSTERDAM,"Fence, Road signs, Scaffolding",4.79562002666745,52.3572379939617
73566,2008-10-02,08:23:01,10:14:16,01:51:15,2,Hendrik,AMSTERDAM,Unknown,4.87529380795509,52.3641164874612
73674,2008-10-04,22:15:10,23:19:32,01:04:22,2,Anton,AMSTERDAM,"Fence, Road signs, Scaffolding",4.98818044803621,52.292262400283
73692,2008-10-05,11:52:50,12:19:06,00:26:16,3,Amstelveen,OUDER-AMSTEL,Tree,4.88132725153516,52.2727273849864
74412,2008-10-26,13:03:34,13:38:34,00:35:00,3,Zebra,AMSTERDAM,Building,4.9361297155916,52.3948950263852
74625,2008-11-01,14:55:48,16:56:15,02:00:27,3,Uithoorn,UITHOORN,Unknown,4.79156426951166,52.236114574654
74876,2008-11-09,07:30:52,08:22:59,00:52:07,2,Hendrik,AMSTERDAM,Tree,4.88082245614251,52.3646705403626
74907,2008-11-10,09:05:04,09:43:37,00:38:33,2,Pieter,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86471421942276,52.3536444770332
74936,2008-11-10,19:48:01,20:53:46,01:05:45,3,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89772915047761,52.3652809100824
75302,2008-11-21,10:42:42,12:04:41,01:21:59,3,Hendrik,AMSTERDAM,Unknown,4.86593693092558,52.3707625331536
75307,2008-11-21,10:56:24,11:26:08,00:29:44,3,Broek in Waterland,AMSTERDAM,Tree,4.98612473732423,52.419359338849
75319,2008-11-21,11:27:09,12:18:24,00:51:15,2,Victor,AMSTERDAM,Building,4.93563719887217,52.3624746105731
75322,2008-11-21,11:35:48,11:47:48,00:12:00,3,Teunis,AMSTERDAM,Building,4.85449702643434,52.3806430534122
75324,2008-11-21,11:45:09,12:02:27,00:17:18,1,Pieter,AMSTERDAM,Unknown,4.85202012240778,52.3534349705145
75335,2008-11-21,12:17:57,13:58:02,01:40:05,3,Willem,AMSTERDAM,Building,4.89838805568294,52.3427873206515
75393,2008-11-22,12:22:30,13:33:06,01:10:36,2,Zebra,AMSTERDAM,Tree,4.95729490840141,52.3879004616147
75398,2008-11-22,15:18:45,16:53:16,01:34:31,2,Hendrik,AMSTERDAM,Unknown,4.88555975151761,52.3897753928607
75507,2008-11-25,17:50:34,18:45:54,00:55:20,2,Hendrik,AMSTERDAM,Tree,4.88640293676868,52.3762524817777
79819,2009-03-08,22:36:01,23:20:50,00:44:49,3,Osdorp,AMSTERDAM,Unknown,4.79097722283599,52.3564507357658
80300,2009-03-23,22:55:06,23:18:50,00:23:44,2,IJsbrand,AMSTERDAM,Tree,4.90683357300418,52.3895400311337
80301,2009-03-23,22:43:21,00:33:56,01:50:35,2,IJsbrand,AMSTERDAM,Unknown,4.90958134220169,52.3853808638867
80302,2009-03-23,22:45:37,23:57:01,01:11:24,2,Zebra,AMSTERDAM,Unknown,4.93868794480553,52.3961630104583
80305,2009-03-23,23:53:46,00:34:07,00:40:21,2,IJsbrand,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89699640794116,52.4209564873286
81165,2009-04-18,11:09:06,12:12:32,01:03:26,2,Hendrik,AMSTERDAM,Tree,4.88574511409193,52.3772832839773
81168,2009-04-18,12:34:30,12:52:04,00:17:34,2,Nico,AMSTERDAM,Tree,4.90629086049286,52.3623770140043
81861,2009-05-08,15:03:38,15:55:15,00:51:37,2,Osdorp,AMSTERDAM,Tree,4.8168926659712,52.3776277876776
81865,2009-05-08,15:52:38,16:19:29,00:26:51,2,Teunis,AMSTERDAM,Tree,4.87806845929399,52.3973919416468
81867,2009-05-08,16:03:37,16:29:35,00:25:58,3,Uithoorn,UITHOORN,Unknown,4.83316490212984,52.2459071569024
81868,2009-05-08,16:11:08,17:35:50,01:24:42,3,Anton,AMSTERDAM,Tree,4.95723083715183,52.320267735839
81871,2009-05-08,16:42:28,18:50:56,02:08:28,3,Duivendrecht,OUDER-AMSTEL,Tree,4.93747814354737,52.3343769941895
81985,2009-05-11,18:50:33,19:19:12,00:28:39,3,Anton,AMSTERDAM,Tree,4.97083472428023,52.3178986846404
82017,2009-05-12,17:45:32,18:37:10,00:51:38,3,Duivendrecht,OUDER-AMSTEL,Tree,4.9340500489219,52.3310024952513
82031,2009-05-12,21:27:15,21:42:31,00:15:16,2,Uithoorn,UITHOORN,Tree,4.81220883530029,52.2392907492857
82215,2009-05-17,08:21:58,08:53:12,00:31:14,2,Teunis,AMSTERDAM,Tree,4.87123293747698,52.3913765669879
82477,2009-05-24,18:58:01,19:39:34,00:41:33,2,Zebra,AMSTERDAM,Tree,4.96490217699446,52.3942641127536
82509,2009-05-25,19:05:11,19:52:30,00:47:19,2,Amstelveen,AMSTELVEEN,Building,4.87978477192924,52.3167522731602
82520,2009-05-25,22:34:14,23:00:16,00:26:02,2,Nico,AMSTERDAM,Building,4.90367772232401,52.3664108430333
82522,2009-05-25,22:46:30,23:11:04,00:24:34,2,Aalsmeer,AALSMEER,"Fence, Road signs, Scaffolding",4.75804009538246,52.2547437331238
82524,2009-05-25,23:07:11,03:58:39,04:51:28,2,Aalsmeer,AALSMEER,"Fence, Road signs, Scaffolding",4.75667040440108,52.2666545152181
82526,2009-05-26,00:14:15,00:30:40,00:16:25,2,IJsbrand,AMSTERDAM,Tree,4.91284501798708,52.3933570538273
82542,2009-05-26,02:47:42,03:12:58,00:25:16,2,Pieter,AMSTERDAM,Building,4.83479288362654,52.3577598349496
82552,2009-05-26,04:35:35,05:18:00,00:42:25,3,Osdorp,AMSTERDAM,Unknown,4.82346976340156,52.3743428045724
82556,2009-05-26,04:59:57,05:32:43,00:32:46,2,Diemen,DIEMEN,Tree,4.98870025801536,52.3372928347164
82558,2009-05-26,05:14:52,06:04:55,00:50:03,2,Aalsmeer,AALSMEER,Tree,4.7682080540915,52.248146308514
82559,2009-05-26,05:20:58,06:01:59,00:41:01,2,Amstelveen,OUDER-AMSTEL,Tree,4.90860091688849,52.2951937459341
82560,2009-05-26,05:13:24,06:05:01,00:51:37,2,GBA,AMSTERDAM,Tree,4.80399708454957,52.3844136407226
82564,2009-05-26,06:17:18,06:43:25,00:26:07,3,Anton,AMSTERDAM,Tree,4.95286418600173,52.28983708555
82565,2009-05-26,07:27:01,09:18:25,01:51:24,3,Teunis,AMSTERDAM,Tree,4.87688130770364,52.3996876768011
82567,2009-05-26,07:34:24,10:05:01,02:30:37,3,Osdorp,AMSTERDAM,Tree,4.78055348689283,52.374813765055
82568,2009-05-26,07:45:11,10:56:27,03:11:16,3,Anton,AMSTERDAM,Tree,4.98344549246187,52.2955448521158
82569,2009-05-26,08:02:03,08:49:15,00:47:12,3,Willem,AMSTERDAM,Tree,4.92595417778762,52.3420800797831
82570,2009-05-26,08:28:52,11:03:54,02:35:02,3,Anton,AMSTERDAM,Tree,4.97048198014193,52.3242338126775
82573,2009-05-26,09:09:18,10:05:14,00:55:56,3,Teunis,AMSTERDAM,Tree,4.85059583840972,52.3935317892255
82576,2009-05-26,10:09:16,10:35:38,00:26:22,2,Uithoorn,UITHOORN,Tree,4.81184445611324,52.2368981691578
82584,2009-05-26,13:58:48,16:40:28,02:41:40,2,Amstelveen,AMSTELVEEN,Tree,4.86118003059369,52.2951541031697
82613,2009-05-27,09:27:50,10:44:57,01:17:07,2,Amstelveen,AMSTELVEEN,Tree,4.89756039062122,52.3020691839538
82618,2009-05-27,13:05:28,13:23:16,00:17:48,3,Victor,AMSTERDAM,Unknown,4.94488036451472,52.3601187767312
82622,2009-05-27,18:41:50,19:08:58,00:27:08,2,Nico,AMSTERDAM,Unknown,4.89141371533723,52.3838681713084
82626,2009-05-27,17:57:52,18:45:42,00:47:50,2,Teunis,AMSTERDAM,Unknown,4.87252486282801,52.3825922222838
82628,2009-05-27,19:07:34,19:59:57,00:52:23,2,Uithoorn,UITHOORN,Tree,4.81122916163579,52.2369311230554
82630,2009-05-27,21:51:35,22:05:49,00:14:14,3,Osdorp,AMSTERDAM,Unknown,4.81817662542872,52.3771396386973
83816,2009-06-30,19:32:55,20:10:35,00:37:40,2,Duivendrecht,OUDER-AMSTEL,Tree,4.94097409282994,52.3295907673234
83948,2009-07-03,18:11:55,19:04:26,00:52:31,3,Amstelveen,AMSTELVEEN,Unknown,4.86469814381913,52.3076268633157
84106,2009-07-07,15:10:28,16:01:17,00:50:49,3,Amstelveen,AMSTELVEEN,Building,4.88292002081691,52.3144558107504
84144,2009-07-08,20:44:29,23:44:54,03:00:25,3,Dirk,AMSTERDAM,Tree,4.89455937609821,52.3532421768521
84277,2009-07-12,08:59:13,10:39:44,01:40:31,3,IJsbrand,AMSTERDAM,Unknown,4.88873042105587,52.4187290233905
84404,2009-07-16,17:08:21,17:26:23,00:18:02,2,Anton,AMSTERDAM,"Fence, Road signs, Scaffolding",4.96332561275316,52.3255835185593
84467,2009-07-18,16:39:51,17:03:40,00:23:49,2,Hendrik,AMSTERDAM,Unknown,4.87261514427594,52.3773437931886
84508,2009-07-19,19:05:17,21:43:21,02:38:04,2,Dirk,AMSTERDAM,Tree,4.89194599810083,52.3454119273198
84528,2009-07-20,17:30:58,18:17:16,00:46:18,2,Teunis,AMSTERDAM,Unknown,4.84972951317647,52.3741054083676
84537,2009-07-20,21:56:17,22:21:53,00:25:36,2,Anton,AMSTERDAM,"Fence, Road signs, Scaffolding",4.94421043581164,52.3125171724157
84701,2009-07-26,08:45:05,09:56:49,01:11:44,2,Amstelveen,AMSTELVEEN,Tree,4.84942629904,52.3167439894295
84859,2009-07-30,10:32:04,11:06:12,00:34:08,3,Dirk,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87321252339383,52.3371981145293
84868,2009-07-30,20:27:43,21:03:46,00:36:03,2,Pieter,AMSTERDAM,Tree,4.86567829743934,52.3452990927798
84927,2009-08-01,13:18:07,15:15:09,01:57:02,2,Osdorp,AMSTERDAM,Tree,4.81261202702492,52.3770318766789
85204,2009-08-09,15:03:25,15:46:51,00:43:26,2,Zebra,AMSTERDAM,Unknown,4.99411195987704,52.3558076244837
85411,2009-08-14,19:49:29,20:54:11,01:04:42,1,Zebra,AMSTERDAM,Unknown,4.93722900096872,52.3951508614519
85466,2009-08-16,12:39:44,13:29:56,00:50:12,3,Uithoorn,UITHOORN,Building,4.8259042230819,52.2434191731861
85845,2009-08-27,12:21:09,13:37:37,01:16:28,2,IJsbrand,AMSTERDAM,Unknown,4.88613725813007,52.4140624926373
85898,2009-08-28,18:58:13,19:56:17,00:58:04,1,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87141931174073,52.3690429238766
85915,2009-08-29,09:36:35,12:44:04,03:07:29,2,Osdorp,AMSTERDAM,Tree,4.8301979666343,52.3764867669186
86053,2009-09-03,08:03:12,08:56:11,00:52:59,2,Pieter,AMSTERDAM,Tree,4.82095157319697,52.3541891959691
86062,2009-09-03,13:02:34,13:20:52,00:18:18,2,Nico,AMSTERDAM,Tree,4.90218578479638,52.3752935826118
86064,2009-09-03,18:24:04,18:58:37,00:34:33,3,Pieter,AMSTERDAM,Unknown,4.86041990930849,52.350632517368
86067,2009-09-03,14:34:27,14:55:58,00:21:31,2,Duivendrecht,OUDER-AMSTEL,Building,4.92507035488764,52.3254852264093
86069,2009-09-03,15:07:58,15:54:07,00:46:09,2,Anton,AMSTERDAM,Tree,4.97191782782994,52.2977339104908
86072,2009-09-03,16:42:09,17:09:58,00:27:49,2,Hendrik,AMSTERDAM,Tree,4.87403290447609,52.3690452931486
86076,2009-09-03,18:12:06,18:53:09,00:41:03,2,Dirk,AMSTERDAM,Tree,4.89027264840333,52.3480652894337
86100,2009-09-04,13:56:58,14:02:38,00:05:40,3,IJsbrand,AMSTERDAM,"Fence, Road signs, Scaffolding",4.88469974267204,52.4125105307731
86104,2009-09-04,16:28:15,17:24:12,00:55:57,2,IJsbrand,AMSTERDAM,Tree,4.88469974267204,52.4125105307731
86112,2009-09-04,18:51:34,19:52:50,01:01:16,2,Pieter,AMSTERDAM,"Fence, Road signs, Scaffolding",4.86587455630032,52.3448325931401
86123,2009-09-04,22:49:00,23:15:14,00:26:14,2,IJsbrand,AMSTERDAM,Tree,4.90041605755776,52.410760642906
86382,2009-09-12,01:38:36,02:02:03,00:23:27,2,Anton,AMSTERDAM,Tree,4.9488767238369,52.3032951034806
86454,2009-09-14,16:34:01,17:01:06,00:27:05,2,Victor,AMSTERDAM,"Fence, Road signs, Scaffolding",4.92907708171333,52.3693609488246
86454,2009-09-14,16:34:01,17:01:06,00:27:05,2,Victor,AMSTERDAM,Tree,4.92907708171333,52.3693609488246
86589,2009-09-18,18:20:29,18:49:24,00:28:55,2,Osdorp,AMSTERDAM,Building,4.78644391876666,52.3486713298359
86740,2009-09-22,16:05:27,16:48:38,00:43:11,2,IJsbrand,AMSTERDAM,Tree,4.91811325685095,52.3939172943948
86970,2009-09-29,16:10:18,17:06:35,00:56:17,2,Pieter,AMSTERDAM,Tree,4.82891885111333,52.3486006876861
87126,2009-10-03,13:34:55,15:09:46,01:34:51,3,Osdorp,AMSTERDAM,Tree,4.81479808070252,52.378336700623
87135,2009-10-03,14:58:23,15:48:51,00:50:28,2,Hendrik,AMSTERDAM,"Fence, Road signs, Scaffolding",4.8621196553101,52.3731993156828
87136,2009-10-03,15:29:10,16:31:20,01:02:10,2,Willem,AMSTERDAM,Tree,4.93644609541805,52.3392084763769
87143,2009-10-03,16:36:25,18:49:53,02:13:28,2,Diemen,AMSTERDAM,"Fence, Road signs, Scaffolding",4.94331073343609,52.3409241182002
87157,2009-10-04,00:28:01,01:27:33,00:59:32,2,Amstelveen,AMSTELVEEN,Unknown,4.86297166004877,52.3010940460328
87267,2009-10-07,09:39:27,10:03:16,00:23:49,1,Dirk,AMSTERDAM,Tree,4.89997674942758,52.3611558290048
87616,2009-10-16,14:58:59,16:20:51,01:21:52,3,Nico,AMSTERDAM,Unknown,4.90627036444122,52.3615590481702
87618,2009-10-16,16:29:56,16:51:49,00:21:53,2,Dirk,AMSTERDAM,Unknown,4.88666616174107,52.3633382440903
87622,2009-10-16,17:08:09,17:31:45,00:23:36,2,Pieter,AMSTERDAM,Unknown,4.82151690690368,52.3558995785132
87802,2009-10-21,16:20:00,16:42:25,00:22:25,3,Willem,AMSTERDAM,Tree,4.90589791120149,52.3417575447985
88586,2009-11-14,21:59:28,22:56:59,00:57:31,2,Osdorp,AMSTERDAM,Building,4.79508663760527,52.3565073150975
88591,2009-11-14,23:35:23,00:20:50,00:45:27,3,Amstelveen,AMSTELVEEN,Unknown,4.87874861000121,52.2996439799776
88592,2009-11-15,00:07:09,00:44:23,00:37:14,3,Nico,AMSTERDAM,Tree,4.90561614574936,52.3677309496248
88646,2009-11-16,16:31:56,17:02:38,00:30:42,2,Nico,AMSTERDAM,Unknown,4.90967525723381,52.363019853914
88702,2009-11-18,13:15:09,14:30:18,01:15:09,2,Osdorp,AMSTERDAM,Unknown,4.78567863603824,52.3607380739998
88706,2009-11-18,14:00:14,15:39:14,01:39:00,1,Amstelveen,AMSTELVEEN,Tree,4.8438890976636,52.3018168289139
88707,2009-11-18,14:06:38,14:52:55,00:46:17,3,Nico,AMSTERDAM,Building,4.92249709546325,52.3863579772035
88713,2009-11-18,15:18:16,16:32:16,01:14:00,3,Pieter,AMSTERDAM,Building,4.8641745562121,52.3471259627981
88716,2009-11-18,15:26:29,15:46:23,00:19:54,3,Nico,AMSTERDAM,Unknown,4.90458613048486,52.3665853160553
88725,2009-11-18,17:50:11,19:18:04,01:27:53,3,Zebra,AMSTERDAM,Unknown,4.94853484645453,52.3913914983661
88731,2009-11-18,19:31:49,21:29:04,01:57:15,3,Aalsmeer,AALSMEER,Tree,4.77632097268687,52.2769230954959
88752,2009-11-19,10:39:57,11:40:03,01:00:06,2,Nico,AMSTERDAM,Building,4.89318091612702,52.366313582067
88788,2009-11-20,15:33:53,15:59:31,00:25:38,2,IJsbrand,AMSTERDAM,Unknown,4.91483212463955,52.3943806004694
88791,2009-11-20,15:52:09,18:16:18,02:24:09,3,Amstelveen,AMSTELVEEN,Tree,4.8617277719926,52.308341719616
88885,2009-11-24,01:51:48,02:22:33,00:30:45,2,Nico,AMSTERDAM,Unknown,4.92436632129425,52.3874078659605
88895,2009-11-23,18:06:57,18:25:56,00:18:59,2,Pieter,AMSTERDAM,Unknown,4.83949159396239,52.3457650072647
88900,2009-11-23,19:22:15,19:56:17,00:34:02,3,Nico,AMSTERDAM,Building,4.92249709546325,52.3863579772035
88901,2009-11-23,19:35:28,19:56:55,00:21:27,3,Amstelveen,AMSTERDAM,Unknown,4.86889076727784,52.2888517047789
88903,2009-11-23,20:03:47,20:32:41,00:28:54,3,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.91840782461074,52.3674497441394
88904,2009-11-23,20:31:08,21:12:45,00:41:37,2,IJsbrand,AMSTERDAM,"Fence, Road signs, Scaffolding",4.89102739345237,52.4170759531161
90153,2009-12-21,16:55:10,17:41:14,00:46:04,3,Willem,AMSTERDAM,Unknown,4.91443654892949,52.3488113915664
90297,2009-12-25,14:15:12,17:25:30,03:10:18,3,Osdorp,AMSTERDAM,Unknown,4.80083802205871,52.3833824251072
92040,2010-02-02,13:13:24,14:30:19,01:16:55,2,Osdorp,AMSTERDAM,"Fence, Road signs, Scaffolding",4.80090725406979,52.3792573893847
92167,2010-02-05,14:28:02,14:59:02,00:31:00,2,Pieter,AMSTERDAM,Unknown,4.85478913752152,52.3599815604824
92849,2010-02-26,19:11:39,19:50:35,00:38:56,2,Pieter,AMSTERDAM,Unknown,4.84028560133892,52.3551698989793
92861,2010-02-26,23:17:00,23:45:02,00:28:02,1,Zebra,AMSTERDAM,"Fence, Road signs, Scaffolding",4.94547503737943,52.3991813965564
92864,2010-02-27,00:59:04,01:53:52,00:54:48,3,Amstelveen,AMSTELVEEN,Unknown,4.8435598307775,52.2915781274176
92867,2010-02-27,02:37:04,03:06:23,00:29:19,2,Willem,AMSTERDAM,"Fence, Road signs, Scaffolding",4.91729278397641,52.3521212642961
92878,2010-02-27,10:43:14,11:19:56,00:36:42,2,Hendrik,AMSTERDAM,Building,4.87563696071474,52.3636416207853
92878,2010-02-27,10:43:14,11:19:56,00:36:42,2,Hendrik,AMSTERDAM,Tree,4.87563696071474,52.3636416207853
92928,2010-02-28,17:36:13,19:26:38,01:50:25,3,Amstelveen,AMSTELVEEN,Unknown,4.87574352184688,52.2983457597098
92932,2010-02-28,18:41:39,20:19:58,01:38:19,2,Nico,AMSTERDAM,Building,4.89850017207615,52.3632618580376
93127,2010-03-06,08:11:26,08:32:06,00:20:40,3,Pieter,AMSTERDAM,Unknown,4.85750944152716,52.3534596627792
93968,2010-03-31,14:41:27,15:13:39,00:32:12,2,Aalsmeer,AALSMEER,Unknown,4.79554624536738,52.27136746084
94402,2010-04-12,06:45:53,07:09:49,00:23:56,3,Dirk,AMSTERDAM,Tree,4.88992386006705,52.3582379530167
95233,2010-05-06,13:08:05,14:52:30,01:44:25,2,Osdorp,AMSTERDAM,Unknown,4.79860808682696,52.3643712208776
95552,2010-05-15,13:47:25,15:57:02,02:09:37,3,Dirk,AMSTERDAM,Tree,4.89681472028994,52.353700929027
95754,2010-05-20,13:35:31,14:49:40,01:14:09,2,Teunis,AMSTERDAM,"Fence, Road signs, Scaffolding",4.87117600412094,52.3836469012602
96012,2010-05-27,07:50:00,09:55:34,02:05:34,3,Nico,AMSTERDAM,Tree,4.89929275295986,52.3712911566513
96125,2010-05-30,19:36:24,19:57:57,00:21:33,2,Pieter,AMSTERDAM,Unknown,4.85647234171115,52.3518102557111
96170,2010-05-31,19:19:11,20:26:58,01:07:47,2,Willem,AMSTERDAM,Tree,4.92445985742584,52.3474758789527
96834,2010-06-19,10:58:48,11:53:50,00:55:02,3,Pieter,AMSTERDAM,Unknown,4.83949159396239,52.3457650072647
96850,2010-06-19,19:01:42,19:28:45,00:27:03,3,Dirk,AMSTERDAM,Tree,4.90089102549503,52.3540862435854
97090,2010-06-25,19:17:53,21:11:08,01:53:15,2,Nico,AMSTERDAM,"Fence, Road signs, Scaffolding",4.92037032847325,52.3693179524829
97090,2010-06-25,19:17:53,21:11:08,01:53:15,2,Nico,AMSTERDAM,Tree,4.92037032847325,52.3693179524829
97180,2010-06-28,07:51:32,09:19:13,01:27:41,2,Dirk,AMSTERDAM,Tree,4.89845344105827,52.3581746114287
97316,2010-07-01,12:28:30,12:58:22,00:29:52,2,Nico,AMSTERDAM,Unknown,4.92299343685557,52.3796371443934
97660,2010-07-09,14:44:17,15:36:29,00:52:12,2,Willem,AMSTERDAM,Tree,4.92662461264568,52.3467653036177
97732,2010-07-10,21:15:12,22:31:34,01:16:22,1,Aalsmeer,AALSMEER,Unknown,4.76241159875791,52.252151417367
97736,2010-07-10,21:29:53,22:13:43,00:43:50,1,Aalsmeer,AALSMEER,Unknown,4.77854570187221,52.2535478678261
97761,2010-07-11,00:50:00,02:19:37,01:29:37,3,Aalsmeer,AALSMEER,Tree,4.75548687258302,52.2375450163995
97773,2010-07-11,09:46:56,10:45:40,00:58:44,2,Aalsmeer,AALSMEER,Unknown,4.76311510057959,52.2510675861518
97778,2010-07-11,11:18:56,14:11:33,02:52:37,2,Aalsmeer,AALSMEER,Tree,4.76017946006703,52.2359521691776
97782,2010-07-11,14:43:51,17:30:31,02:46:40,2,Aalsmeer,AALSMEER,Unknown,4.79512012723344,52.2747627711952
97790,2010-07-11,19:02:50,19:37:43,00:34:53,2,IJsbrand,AMSTERDAM,Unknown,4.91756988618243,52.3938971659239
97851,2010-07-12,18:25:23,20:44:04,02:18:41,2,Pieter,AMSTERDAM,Tree,4.84308680456553,52.357762298498
97916,2010-07-14,16:54:35,17:11:41,00:17:06,2,Willem,AMSTERDAM,Tree,4.9123577227646,52.3538092390912
97918,2010-07-14,17:09:11,17:59:19,00:50:08,2,Aalsmeer,AALSMEER,Tree,4.7557866521304,52.2453122753843
97920,2010-07-15,10:52:22,11:33:26,00:41:04,2,IJsbrand,AMSTERDAM,Tree,4.90001641580175,52.4190366044854
97923,2010-07-14,19:31:42,20:36:20,01:04:38,3,Victor,AMSTERDAM,Unknown,4.94291040806705,52.350135039073
97940,2010-07-15,11:17:24,12:36:28,01:19:04,2,Nico,AMSTERDAM,Building,4.8931270308054,52.3685153482158
97974,2010-07-16,11:17:00,12:48:46,01:31:46,2,Hendrik,AMSTERDAM,Tree,4.88829408163265,52.372629430682
97975,2010-07-16,12:58:05,13:48:19,00:50:14,2,Willem,AMSTERDAM,Tree,4.91266998609981,52.3369584663232
98378,2010-07-29,13:12:21,14:14:48,01:02:27,2,Teunis,AMSTERDAM,Unknown,4.87475624974435,52.3826917761422
98839,2010-08-13,13:11:06,13:28:40,00:17:34,3,IJsbrand,AMSTERDAM,Unknown,4.9213039379931,52.4132353290207
98891,2010-08-15,10:58:59,12:28:52,01:29:53,3,Osdorp,AMSTERDAM,Unknown,4.81848779681769,52.374633551273
98901,2010-08-15,16:23:39,17:19:51,00:56:12,2,Victor,AMSTERDAM,Tree,4.9482278184512,52.3660181768629
98966,2010-08-17,17:04:52,18:01:06,00:56:14,2,Osdorp,AMSTERDAM,Tree,4.81451870836762,52.3783623130292
98994,2010-08-18,18:03:46,18:27:20,00:23:34,3,Hendrik,AMSTERDAM,Tree,4.84876256918249,52.3642414614951
99073,2010-08-21,11:56:18,13:58:56,02:02:38,1,IJsbrand,AMSTERDAM,Tree,4.91289749342791,52.4021831375327
99150,2010-08-23,10:53:10,11:15:52,00:22:42,3,Hendrik,AMSTERDAM,Tree,4.88873100310709,52.3677239779423
99154,2010-08-23,13:48:20,14:14:46,00:26:26,2,Pieter,AMSTERDAM,Tree,4.86190350703614,52.348050633278
99158,2010-08-23,14:18:43,17:31:51,03:13:08,2,Amstelveen,AMSTELVEEN,Tree,4.85811791431905,52.277775854552
99159,2010-08-23,14:44:01,15:15:30,00:31:29,2,Aalsmeer,AALSMEER,Tree,4.80260375745358,52.2839587184064
99161,2010-08-23,15:24:19,17:30:43,02:06:24,3,Zebra,AMSTERDAM,Unknown,4.95713625067386,52.3921420524788
99162,2010-08-23,15:31:03,17:30:55,01:59:52,2,Hendrik,AMSTERDAM,Tree,4.87133178579471,52.3727814362452
