OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
285,285,"LINESTRING(4.873375 52.351362,4.873383 52.350637)","LINESTRING(52.351362 4.873375,52.350637 4.873383)",4.873379,52.3509995
286,286,"LINESTRING(4.873231 52.365717,4.872144 52.365394)","LINESTRING(52.365717 4.873231,52.365394 4.872144)",4.8726875,52.3655555
287,287,"LINESTRING(4.873472 52.365374,4.871777 52.364891)","LINESTRING(52.365374 4.873472,52.364891 4.871777)",4.8726245,52.3651325
288,288,"LINESTRING(4.874322 52.366042,4.873231 52.365717)","LINESTRING(52.366042 4.874322,52.365717 4.873231)",4.8737765,52.3658795
289,289,"LINESTRING(4.875322 52.362717,4.873466 52.362272,4.871312 52.361685,4.861829 52.359405,4.85536 52.357721,4.854933 52.357266,4.854661 52.356769,4.854349 52.356283,4.854207 52.355928,4.853875 52.35474)","LINESTRING(52.362717 4.875322,52.362272 4.873466,52.361685 4.871312,52.359405 4.861829,52.357721 4.85536,52.357266 4.854933,52.356769 4.854661,52.356283 4.854349,52.355928 4.854207,52.35474 4.853875)",4.8645985,52.3587285
290,290,"LINESTRING(4.875322 52.362717,4.873472 52.365374)","LINESTRING(52.362717 4.875322,52.365374 4.873472)",4.874397,52.3640455
291,291,"LINESTRING(4.87558 52.378886,4.872733 52.374612,4.871194 52.372215,4.87079 52.371632,4.870617 52.371293,4.870452 52.370893,4.870393 52.370498,4.870425 52.370143,4.870522 52.369744,4.870667 52.369419,4.870855 52.369117,4.872001 52.367469,4.872441 52.366803,4.873231 52.365717)","LINESTRING(52.378886 4.87558,52.374612 4.872733,52.372215 4.871194,52.371632 4.87079,52.371293 4.870617,52.370893 4.870452,52.370498 4.870393,52.370143 4.870425,52.369744 4.870522,52.369419 4.870667,52.369117 4.870855,52.367469 4.872001,52.366803 4.872441,52.365717 4.873231)",4.8729865,52.3723015
292,292,"LINESTRING(4.876533 52.344344,4.872779 52.344194)","LINESTRING(52.344344 4.876533,52.344194 4.872779)",4.874656,52.344269
293,293,"LINESTRING(4.87662 52.344903,4.872715 52.344754)","LINESTRING(52.344903 4.87662,52.344754 4.872715)",4.8746675,52.3448285
294,294,"LINESTRING(4.87689 52.341121,4.876828 52.341138,4.873107 52.341042)","LINESTRING(52.341121 4.87689,52.341138 4.876828,52.341042 4.873107)",4.8749985,52.34109
295,295,"LINESTRING(4.87689 52.341121,4.876533 52.344344)","LINESTRING(52.341121 4.87689,52.344344 4.876533)",4.8767115,52.3427325
296,296,"LINESTRING(4.87693 52.346892,4.872524 52.346744)","LINESTRING(52.346892 4.87693,52.346744 4.872524)",4.874727,52.346818
297,297,"LINESTRING(4.87693 52.346892,4.87662 52.344903)","LINESTRING(52.346892 4.87693,52.344903 4.87662)",4.876775,52.3458975
298,298,"LINESTRING(4.877066 52.366778,4.874842 52.366166)","LINESTRING(52.366778 4.877066,52.366166 4.874842)",4.875954,52.366472
299,299,"LINESTRING(4.877283 52.36646,4.873472 52.365374)","LINESTRING(52.36646 4.877283,52.365374 4.873472)",4.8753775,52.365917
300,300,"LINESTRING(4.877066 52.366778,4.876948 52.36698,4.876847 52.367624,4.87657 52.36825,4.875793 52.368687,4.875203 52.369224,4.873981 52.371926,4.874186 52.37258,4.874577 52.372952)","LINESTRING(52.366778 4.877066,52.36698 4.876948,52.367624 4.876847,52.36825 4.87657,52.368687 4.875793,52.369224 4.875203,52.371926 4.873981,52.37258 4.874186,52.372952 4.874577)",4.8755235,52.369865
301,301,"LINESTRING(4.878078 52.344405,4.876533 52.344344)","LINESTRING(52.344405 4.878078,52.344344 4.876533)",4.8773055,52.3443745
302,302,"LINESTRING(4.878611 52.335084,4.878178 52.33504,4.877484 52.335021,4.868989 52.335006)","LINESTRING(52.335084 4.878611,52.33504 4.878178,52.335021 4.877484,52.335006 4.868989)",4.8738,52.335045
303,303,"LINESTRING(4.878557 52.358163,4.868106 52.355303,4.867996 52.355249,4.867929 52.355168,4.867885 52.354796,4.867799 52.354616,4.867637 52.354462,4.867358 52.354343,4.866859 52.354193,4.866341 52.354098,4.865089 52.353712,4.864035 52.353513,4.863749 52.353345,4.863404 52.3532,4.862757 52.353181,4.856527 52.351501)","LINESTRING(52.358163 4.878557,52.355303 4.868106,52.355249 4.867996,52.355168 4.867929,52.354796 4.867885,52.354616 4.867799,52.354462 4.867637,52.354343 4.867358,52.354193 4.866859,52.354098 4.866341,52.353712 4.865089,52.353513 4.864035,52.353345 4.863749,52.3532 4.863404,52.353181 4.862757,52.351501 4.856527)",4.867542,52.354832
304,304,"LINESTRING(4.878557 52.358163,4.875322 52.362717)","LINESTRING(52.358163 4.878557,52.362717 4.875322)",4.8769395,52.36044
305,305,"LINESTRING(4.878712 52.350532,4.877324 52.350776,4.873383 52.350637)","LINESTRING(52.350532 4.878712,52.350776 4.877324,52.350637 4.873383)",4.8760475,52.350654
306,306,"LINESTRING(4.878712 52.350532,4.878583 52.350254,4.87726 52.348997,4.87693 52.346892)","LINESTRING(52.350532 4.878712,52.350254 4.878583,52.348997 4.87726,52.346892 4.87693)",4.877821,52.348712
307,307,"LINESTRING(4.878842 52.363819,4.875322 52.362717)","LINESTRING(52.363819 4.878842,52.362717 4.875322)",4.877082,52.363268
308,308,"LINESTRING(4.879121 52.351419,4.873437 52.352446)","LINESTRING(52.351419 4.879121,52.352446 4.873437)",4.876279,52.3519325
309,309,"LINESTRING(4.878943 52.351044,4.878712 52.350532)","LINESTRING(52.351044 4.878943,52.350532 4.878712)",4.8788275,52.350788
310,310,"LINESTRING(4.879487 52.327951,4.868903 52.327866)","LINESTRING(52.327951 4.879487,52.327866 4.868903)",4.874195,52.3279085
311,311,"LINESTRING(4.879549 52.324837,4.868979 52.324612)","LINESTRING(52.324837 4.879549,52.324612 4.868979)",4.874264,52.3247245
312,312,"LINESTRING(4.879549 52.324837,4.879487 52.327951)","LINESTRING(52.324837 4.879549,52.327951 4.879487)",4.879518,52.326394
313,313,"LINESTRING(4.879487 52.327951,4.879511 52.333429,4.879454 52.333899,4.879222 52.334315,4.878611 52.335084)","LINESTRING(52.327951 4.879487,52.333429 4.879511,52.333899 4.879454,52.334315 4.879222,52.335084 4.878611)",4.879061,52.3315175
314,314,"LINESTRING(4.879628 52.365242,4.879402 52.365338,4.879345 52.365574,4.879168 52.365858,4.878586 52.366353)","LINESTRING(52.365242 4.879628,52.365338 4.879402,52.365574 4.879345,52.365858 4.879168,52.366353 4.878586)",4.879107,52.3657975
315,315,"LINESTRING(4.880057 52.347131,4.879753 52.346987,4.87693 52.346892)","LINESTRING(52.347131 4.880057,52.346987 4.879753,52.346892 4.87693)",4.8784935,52.3470115
316,316,"LINESTRING(4.879996 52.356143,4.878654 52.355791,4.878162 52.355308,4.870112 52.353169,4.865104 52.351865,4.857286 52.349799)","LINESTRING(52.356143 4.879996,52.355791 4.878654,52.355308 4.878162,52.353169 4.870112,52.351865 4.865104,52.349799 4.857286)",4.868641,52.352971
317,317,"LINESTRING(4.879996 52.356143,4.878557 52.358163)","LINESTRING(52.356143 4.879996,52.358163 4.878557)",4.8792765,52.357153
318,318,"LINESTRING(4.880247 52.365145,4.880146 52.365356)","LINESTRING(52.365145 4.880247,52.365356 4.880146)",4.8801965,52.3652505
319,319,"LINESTRING(4.881119 52.346337,4.880057 52.347131)","LINESTRING(52.346337 4.881119,52.347131 4.880057)",4.880588,52.346734
320,320,"LINESTRING(4.881119 52.346337,4.878451 52.344988,4.878286 52.344956,4.87662 52.344903)","LINESTRING(52.346337 4.881119,52.344988 4.878451,52.344956 4.878286,52.344903 4.87662)",4.8788695,52.34562
321,321,"LINESTRING(4.88136 52.363431,4.880944 52.363762,4.880467 52.363973,4.879936 52.364144,4.879679 52.364326,4.879593 52.364654,4.879839 52.364941,4.880247 52.365145)","LINESTRING(52.363431 4.88136,52.363762 4.880944,52.363973 4.880467,52.364144 4.879936,52.364326 4.879679,52.364654 4.879593,52.364941 4.879839,52.365145 4.880247)",4.8804765,52.364288
322,322,"LINESTRING(4.881789 52.385034,4.880393 52.382714,4.879668 52.382416,4.879048 52.382034,4.879238 52.381516,4.879101 52.380775,4.878543 52.379977,4.87779 52.378599,4.87493 52.374145,4.874938 52.373532)","LINESTRING(52.385034 4.881789,52.382714 4.880393,52.382416 4.879668,52.382034 4.879048,52.381516 4.879238,52.380775 4.879101,52.379977 4.878543,52.378599 4.87779,52.374145 4.87493,52.373532 4.874938)",4.8783595,52.379283
323,323,"LINESTRING(4.882502 52.327967,4.879487 52.327951)","LINESTRING(52.327967 4.882502,52.327951 4.879487)",4.8809945,52.327959
324,324,"LINESTRING(4.88265 52.32488,4.882502 52.327967)","LINESTRING(52.32488 4.88265,52.327967 4.882502)",4.882576,52.3264235
325,325,"LINESTRING(4.88265 52.32488,4.879549 52.324837)","LINESTRING(52.32488 4.88265,52.324837 4.879549)",4.8810995,52.3248585
326,326,"LINESTRING(4.882495 52.352885,4.879121 52.351419)","LINESTRING(52.352885 4.882495,52.351419 4.879121)",4.880808,52.352152
327,327,"LINESTRING(4.882495 52.352885,4.882258 52.352993,4.882077 52.353161,4.879996 52.356143)","LINESTRING(52.352885 4.882495,52.352993 4.882258,52.353161 4.882077,52.356143 4.879996)",4.8812455,52.354514
328,328,"LINESTRING(4.882443 52.366179,4.880146 52.365356)","LINESTRING(52.366179 4.882443,52.365356 4.880146)",4.8812945,52.3657675
329,329,"LINESTRING(4.882662 52.365986,4.880247 52.365145)","LINESTRING(52.365986 4.882662,52.365145 4.880247)",4.8814545,52.3655655
330,330,"LINESTRING(4.882532 52.383792,4.882158 52.383853,4.881768 52.383807,4.880766 52.382081,4.879534 52.380227,4.878478 52.378487)","LINESTRING(52.383792 4.882532,52.383853 4.882158,52.383807 4.881768,52.382081 4.880766,52.380227 4.879534,52.378487 4.878478)",4.880505,52.38117
331,331,"LINESTRING(4.882532 52.383792,4.88246 52.383625,4.879375 52.378835,4.87635 52.374117,4.875883 52.372639,4.875823 52.372056,4.875902 52.371759,4.876248 52.371328,4.879577 52.366665,4.879915 52.365952,4.879998 52.365669,4.880146 52.365356)","LINESTRING(52.383792 4.882532,52.383625 4.88246,52.378835 4.879375,52.374117 4.87635,52.372639 4.875883,52.372056 4.875823,52.371759 4.875902,52.371328 4.876248,52.366665 4.879577,52.365952 4.879915,52.365669 4.879998,52.365356 4.880146)",4.8791775,52.374574
332,332,"LINESTRING(4.882768 52.384041,4.882532 52.383792)","LINESTRING(52.384041 4.882768,52.383792 4.882532)",4.88265,52.3839165
333,333,"LINESTRING(4.883198 52.348643,4.881391 52.35001,4.88119 52.350092,4.878712 52.350532)","LINESTRING(52.348643 4.883198,52.35001 4.881391,52.350092 4.88119,52.350532 4.878712)",4.880955,52.3495875
334,334,"LINESTRING(4.883198 52.348643,4.880057 52.347131)","LINESTRING(52.348643 4.883198,52.347131 4.880057)",4.8816275,52.347887
335,335,"LINESTRING(4.883365 52.334807,4.883352 52.334546,4.882475 52.333421,4.882502 52.327967)","LINESTRING(52.334807 4.883365,52.334546 4.883352,52.333421 4.882475,52.327967 4.882502)",4.88292,52.331387
336,336,"LINESTRING(4.883365 52.334807,4.880701 52.335122,4.88026 52.335161,4.879693 52.335151,4.878611 52.335084)","LINESTRING(52.334807 4.883365,52.335122 4.880701,52.335161 4.88026,52.335151 4.879693,52.335084 4.878611)",4.880988,52.334984
337,337,"LINESTRING(4.88296 52.383378,4.879125 52.377439,4.877142 52.374294,4.876337 52.371918,4.87835 52.368999,4.880804 52.365596)","LINESTRING(52.383378 4.88296,52.377439 4.879125,52.374294 4.877142,52.371918 4.876337,52.368999 4.87835,52.365596 4.880804)",4.8796485,52.374487
338,338,"LINESTRING(4.883119 52.384727,4.881789 52.385034)","LINESTRING(52.384727 4.883119,52.385034 4.881789)",4.882454,52.3848805
339,339,"LINESTRING(4.883654 52.359541,4.878557 52.358163)","LINESTRING(52.359541 4.883654,52.358163 4.878557)",4.8811055,52.358852
340,340,"LINESTRING(4.884111 52.347811,4.881119 52.346337)","LINESTRING(52.347811 4.884111,52.346337 4.881119)",4.882615,52.347074
341,341,"LINESTRING(4.884476 52.366907,4.882938 52.366357)","LINESTRING(52.366907 4.884476,52.366357 4.882938)",4.883707,52.366632
342,342,"LINESTRING(4.8847 52.366716,4.883124 52.366146)","LINESTRING(52.366716 4.8847,52.366146 4.883124)",4.883912,52.366431
343,343,"LINESTRING(4.88609 52.352249,4.885644 52.352264,4.88407 52.352405,4.883539 52.352489,4.882734 52.352776,4.882495 52.352885)","LINESTRING(52.352249 4.88609,52.352264 4.885644,52.352405 4.88407,52.352489 4.883539,52.352776 4.882734,52.352885 4.882495)",4.8842925,52.352567
344,344,"LINESTRING(4.88637 52.354601,4.884589 52.354278,4.883755 52.355508,4.883536 52.355625,4.883159 52.35573,4.880267 52.356215,4.879996 52.356143)","LINESTRING(52.354601 4.88637,52.354278 4.884589,52.355508 4.883755,52.355625 4.883536,52.35573 4.883159,52.356215 4.880267,52.356143 4.879996)",4.883183,52.3552465
345,345,"LINESTRING(4.88637 52.354601,4.886426 52.353395,4.886205 52.352952,4.88609 52.352249)","LINESTRING(52.354601 4.88637,52.353395 4.886426,52.352952 4.886205,52.352249 4.88609)",4.886258,52.353425
346,346,"LINESTRING(4.886387 52.367582,4.885009 52.367081)","LINESTRING(52.367582 4.886387,52.367081 4.885009)",4.885698,52.3673315
347,347,"LINESTRING(4.88674 52.360197,4.886401 52.359372,4.886258 52.357033,4.88637 52.354601)","LINESTRING(52.360197 4.88674,52.359372 4.886401,52.357033 4.886258,52.354601 4.88637)",4.886499,52.357399
348,348,"LINESTRING(4.88674 52.360197,4.884434 52.361364,4.883432 52.361673,4.882313 52.361692,4.881655 52.361895,4.881274 52.36228,4.881202 52.362961,4.880346 52.363393,4.879251 52.363521,4.878666 52.364098,4.878719 52.364777,4.878574 52.365454,4.878145 52.365953,4.877283 52.36646)","LINESTRING(52.360197 4.88674,52.361364 4.884434,52.361673 4.883432,52.361692 4.882313,52.361895 4.881655,52.36228 4.881274,52.362961 4.881202,52.363393 4.880346,52.363521 4.879251,52.364098 4.878666,52.364777 4.878719,52.365454 4.878574,52.365953 4.878145,52.36646 4.877283)",4.8820115,52.3633285
349,349,"LINESTRING(4.886701 52.367426,4.885248 52.366913)","LINESTRING(52.367426 4.886701,52.366913 4.885248)",4.8859745,52.3671695
350,350,"LINESTRING(4.886776 52.361496,4.883936 52.362878)","LINESTRING(52.361496 4.886776,52.362878 4.883936)",4.885356,52.362187
351,351,"LINESTRING(4.887121 52.360004,4.886867 52.356989,4.887015 52.356398,4.887083 52.353343,4.886801 52.352903,4.886796 52.352232)","LINESTRING(52.360004 4.887121,52.356989 4.886867,52.356398 4.887015,52.353343 4.887083,52.352903 4.886801,52.352232 4.886796)",4.8869585,52.356118
352,352,"LINESTRING(4.887121 52.360004,4.88674 52.360197)","LINESTRING(52.360004 4.887121,52.360197 4.88674)",4.8869305,52.3601005
353,353,"LINESTRING(4.888124 52.380479,4.88296 52.383378)","LINESTRING(52.380479 4.888124,52.383378 4.88296)",4.885542,52.3819285
354,354,"LINESTRING(4.888368 52.380762,4.883228 52.383644,4.883115 52.383721,4.883002 52.383916,4.882768 52.384041)","LINESTRING(52.380762 4.888368,52.383644 4.883228,52.383721 4.883115,52.383916 4.883002,52.384041 4.882768)",4.885568,52.3824015
355,355,"LINESTRING(4.890017 52.328743,4.888623 52.328725,4.888116 52.328638,4.886473 52.32804,4.885982 52.327986,4.882502 52.327967)","LINESTRING(52.328743 4.890017,52.328725 4.888623,52.328638 4.888116,52.32804 4.886473,52.327986 4.885982,52.327967 4.882502)",4.8862595,52.328355
356,356,"LINESTRING(4.889964 52.334662,4.884127 52.334729,4.883365 52.334807)","LINESTRING(52.334662 4.889964,52.334729 4.884127,52.334807 4.883365)",4.8866645,52.3347345
357,357,"LINESTRING(4.890018 52.336051,4.889964 52.33594,4.889964 52.334662)","LINESTRING(52.336051 4.890018,52.33594 4.889964,52.334662 4.889964)",4.889991,52.3353565
358,358,"LINESTRING(4.89016 52.325014,4.88265 52.32488)","LINESTRING(52.325014 4.89016,52.32488 4.88265)",4.886405,52.324947
359,359,"LINESTRING(4.89016 52.325014,4.889964 52.334662)","LINESTRING(52.325014 4.89016,52.334662 4.889964)",4.890062,52.329838
360,360,"LINESTRING(4.890191 52.32359,4.89016 52.325014)","LINESTRING(52.32359 4.890191,52.325014 4.89016)",4.8901755,52.324302
361,361,"LINESTRING(4.889585 52.379665,4.888574 52.380234,4.88849 52.38028)","LINESTRING(52.379665 4.889585,52.380234 4.888574,52.38028 4.88849)",4.8890375,52.3799725
362,362,"LINESTRING(4.889766 52.382293,4.888909 52.382617,4.886548 52.38401,4.88488 52.384888,4.883801 52.3853,4.883636 52.385012,4.883165 52.384637,4.882854 52.384131,4.882768 52.384041)","LINESTRING(52.382293 4.889766,52.382617 4.888909,52.38401 4.886548,52.384888 4.88488,52.3853 4.883801,52.385012 4.883636,52.384637 4.883165,52.384131 4.882854,52.384041 4.882768)",4.886267,52.3837965
363,363,"LINESTRING(4.889766 52.382293,4.888368 52.380762)","LINESTRING(52.382293 4.889766,52.380762 4.888368)",4.889067,52.3815275
364,364,"LINESTRING(4.890242 52.382114,4.889814 52.381722,4.889577 52.381434,4.888746 52.380552)","LINESTRING(52.382114 4.890242,52.381722 4.889814,52.381434 4.889577,52.380552 4.888746)",4.889494,52.381333
365,365,"LINESTRING(4.890242 52.382114,4.889766 52.382293)","LINESTRING(52.382114 4.890242,52.382293 4.889766)",4.890004,52.3822035
366,366,"LINESTRING(4.890764 52.344278,4.884118 52.344613,4.883471 52.344749,4.883191 52.344855,4.882646 52.345216,4.881591 52.345988)","LINESTRING(52.344278 4.890764,52.344613 4.884118,52.344749 4.883471,52.344855 4.883191,52.345216 4.882646,52.345988 4.881591)",4.8861775,52.345133
367,367,"LINESTRING(4.891081 52.347129,4.890987 52.34629,4.890759 52.34472,4.890764 52.344278)","LINESTRING(52.347129 4.891081,52.34629 4.890987,52.34472 4.890759,52.344278 4.890764)",4.89092,52.3457035
368,368,"LINESTRING(4.891081 52.347129,4.886375 52.347361,4.884805 52.347465,4.884352 52.34774,4.883198 52.348643)","LINESTRING(52.347129 4.891081,52.347361 4.886375,52.347465 4.884805,52.34774 4.884352,52.348643 4.883198)",4.8871395,52.347886
369,369,"LINESTRING(4.891115 52.352783,4.890334 52.35481,4.890857 52.357953)","LINESTRING(52.352783 4.891115,52.35481 4.890334,52.357953 4.890857)",4.8907245,52.355368
370,370,"LINESTRING(4.891115 52.352783,4.888121 52.352374,4.886941 52.352231,4.886796 52.352232)","LINESTRING(52.352783 4.891115,52.352374 4.888121,52.352231 4.886941,52.352232 4.886796)",4.8889555,52.352507
371,371,"LINESTRING(4.891184 52.348014,4.891097 52.347403,4.891081 52.347129)","LINESTRING(52.348014 4.891184,52.347403 4.891097,52.347129 4.891081)",4.8911325,52.3475715
372,372,"LINESTRING(4.891184 52.348014,4.887033 52.348235)","LINESTRING(52.348014 4.891184,52.348235 4.887033)",4.8891085,52.3481245
373,373,"LINESTRING(4.891244 52.348441,4.886891 52.348686,4.886667 52.348936,4.886777 52.34997,4.886796 52.352232)","LINESTRING(52.348441 4.891244,52.348686 4.886891,52.348936 4.886667,52.34997 4.886777,52.352232 4.886796)",4.8889555,52.3503365
374,374,"LINESTRING(4.891244 52.348441,4.891184 52.348014)","LINESTRING(52.348441 4.891244,52.348014 4.891184)",4.891214,52.3482275
375,375,"LINESTRING(4.891244 52.348441,4.891533 52.350657,4.891476 52.351005,4.891359 52.351352,4.891358 52.352154,4.891115 52.352783)","LINESTRING(52.348441 4.891244,52.350657 4.891533,52.351005 4.891476,52.351352 4.891359,52.352154 4.891358,52.352783 4.891115)",4.891324,52.350612
376,376,"LINESTRING(4.891721 52.362031,4.891093 52.360204)","LINESTRING(52.362031 4.891721,52.360204 4.891093)",4.891407,52.3611175
377,377,"LINESTRING(4.891721 52.362031,4.887904 52.36256,4.887752 52.362629,4.882662 52.365986)","LINESTRING(52.362031 4.891721,52.36256 4.887904,52.362629 4.887752,52.365986 4.882662)",4.8871915,52.3640085
378,378,"LINESTRING(4.891817 52.362312,4.891231 52.362412,4.888404 52.362793,4.888174 52.36281,4.888071 52.362861,4.884867 52.36499,4.883251 52.366037,4.883124 52.366146)","LINESTRING(52.362312 4.891817,52.362412 4.891231,52.362793 4.888404,52.36281 4.888174,52.362861 4.888071,52.36499 4.884867,52.366037 4.883251,52.366146 4.883124)",4.8874705,52.364229
379,379,"LINESTRING(4.891641 52.379127,4.890056 52.379488)","LINESTRING(52.379127 4.891641,52.379488 4.890056)",4.8908485,52.3793075
380,380,"LINESTRING(4.892382 52.340769,4.892188 52.340143,4.892151 52.337809)","LINESTRING(52.340769 4.892382,52.340143 4.892188,52.337809 4.892151)",4.8922665,52.339289
381,381,"LINESTRING(4.891971 52.388392,4.891354 52.38329)","LINESTRING(52.388392 4.891971,52.38329 4.891354)",4.8916625,52.385841
