Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,Incident_ID
2022-11-01,4898,52.24885841487891,4.8178245356685885,13,True,14.435,0.25,1984.205,18.0,2.0,13.0,30.0,1.0,93.0,1.0,3.0,3.0,0.0,3.0,0.0,11.0,1.0,80.0,24.0,0.0,15.45,64.99684,8.9,10.891313,0.0,0.0,0.0,0.0,1.0,1012.4,1012.75977,30.600002,0.0,49.0,4.0,0.19159327,0.6150569,29.28418,42.120003,200.88588,202.6199,53.639996,15.4,14.1,14.3,15.1,0.333,0.333,0.308,0.328,N805
2011-09-12,4714,52.36777733379797,4.81192907749965,20,True,7.5,0.15,2010.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6435,80.08364,13.1935,12.190405,0.0,0.0,0.0,0.0,0.0,1007.0,1006.8814,3.6,4.0,0.0,0.0,0.059055526,0.37754786,37.51262,56.83213,232.80011,234.79976,64.439995,16.8935,16.8935,15.3435,12.8435,0.589,0.595,0.566,0.555,N806
2023-07-05,10341,52.37138093740158,4.944576886300758,9,True,13.657,0.4,1943.774,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,13.298,82.87138,10.448,6.318866,2.3,2.3,0.0,0.0,61.0,1001.9,1001.18335,100.0,98.0,100.0,100.0,0.07075644,0.26190126,48.85665,74.99501,258.5245,261.4421,91.439995,13.148,16.698,16.148,10.848,0.72,0.421,0.536,0.651,N807
2023-07-05,4044,52.2866962527168,4.797190432077306,9,True,10.248,0.0,1071.265,28.0,1.0,13.0,11.0,3.0,4.0,2.0,11.0,5.0,0.0,2.0,2.0,5.0,2.0,0.0,58.0,0.0,13.0175,84.51217,10.4675,6.7612495,2.0,2.0,0.0,0.0,61.0,1003.1,1002.86053,100.0,88.0,100.0,100.0,0.066964984,0.23252082,43.939175,68.6421,262.4675,265.18652,88.2,13.3175,16.0175,16.567501,12.617499,0.411,0.244,0.267,0.369,N808
2019-08-10,12531,52.26327282929334,4.997636009821202,17,True,3.0,0.181,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,21.013,56.044468,11.912999,15.840715,0.0,0.0,0.0,0.0,0.0,1009.0,1009.3515,5.4,4.0,3.0,0.0,0.27844876,1.0944544,39.523014,59.197838,228.32321,228.94528,68.4,21.713001,19.263,17.213001,12.363,0.542,0.433,0.474,0.596,N809
2023-07-05,7428,52.30291246893303,4.8767791173579695,16,True,12.18,0.511,1928.073,9.0,0.0,0.0,0.0,21.0,10.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,28.0,0.0,16.7,73.79207,12.0,14.097584,0.0,0.0,0.0,0.0,0.0,1011.5,1011.73834,16.5,15.0,5.0,0.0,0.24421634,0.49863172,22.104116,31.1686,276.5462,276.63242,52.92,16.85,16.15,16.0,10.85,0.666,0.512,0.538,0.661,N810
2023-07-05,7613,52.41102057704127,4.87972684644244,16,True,10.836,0.0,1820.848,0.0,0.0,0.0,0.0,48.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,16.1805,73.458,11.4305,13.294197,0.1,0.1,0.0,0.0,51.0,1011.4,1011.16113,18.6,20.0,1.0,0.0,0.2251775,0.48860168,22.81957,32.24161,276.3401,276.41074,50.039997,16.380499,16.130499,15.9805,10.7805,0.677,0.51,0.547,0.666,N811
2018-01-03,2339,52.36777733379797,4.755922224894738,6,True,9.048,0.0,1383.645,2.0,1.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,0.0,7.513,78.21444,3.963,0.6568208,0.1,0.1,0.0,0.0,51.0,983.1,983.5787,67.8,31.0,52.0,29.0,0.041723303,0.22655642,37.212578,59.313755,257.7117,257.73523,73.799995,7.263,6.913,7.763,11.563,0.742,0.731,0.692,0.63,N812
2020-02-20,11536,52.27228183830236,4.974054177145448,23,True,13.033,0.425,1771.515,1.0,0.0,1.0,10.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,4.0,1.0,20.0,0.0,13.0,1.0,4.9675,70.34536,0.017500002,-1.7059784,0.0,0.0,0.0,0.0,0.0,1014.9,1014.40155,3.6,4.0,0.0,0.0,0.04718537,0.25875562,31.212229,50.010204,277.28885,279.53006,54.0,5.2675004,7.2175,7.7175,9.9675,0.733,0.722,0.7,0.639,N813
2019-06-08,7300,52.297507063527625,4.873831388273501,15,True,3.0,0.0,2012.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.437,53.582138,6.987,9.758763,0.0,0.0,0.0,0.0,1.0,1015.2,1015.3196,27.0,9.0,17.0,29.0,0.32454303,0.8687005,41.046314,60.12108,232.12495,232.78693,78.479996,16.286999,14.737,13.987,10.137,0.395,0.36,0.28,0.36,N814
2019-08-05,4581,52.35336291938354,4.808981348415181,21,True,4.603,0.176,2011.847,2.0,30.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,18.187,77.7432,14.237,17.153296,0.0,0.0,0.0,0.0,0.0,1009.5,1009.5,5.1,3.0,4.0,0.0,0.035478804,0.46502507,16.595179,29.808346,229.39879,232.85323,31.319998,20.237,19.437,17.137,12.137,0.551,0.518,0.527,0.622,N815
2022-01-31,9671,52.2902998563204,4.929838240878413,10,True,9.044,0.0,1383.16,0.0,0.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,7.0,0.0,26.0,0.0,6.176,79.40153,2.876,-1.7443347,0.0,0.0,0.0,0.0,3.0,1007.9,1008.51654,100.0,100.0,100.0,0.0,0.05661865,0.19544148,43.081337,65.70764,311.95154,313.22397,80.64,5.076,6.076,6.776,10.326,0.702,0.661,0.681,0.674,N816
2017-12-11,8954,52.349759315779934,4.912151866371598,18,True,10.952,0.0,1991.16,1.0,0.0,5.0,1.0,35.0,3.0,0.0,6.0,15.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.25,92.99089,-0.75,-6.4765635,1.4,0.0,0.97999996,0.11,75.0,980.7,980.9452,100.0,79.0,100.0,100.0,0.0032870234,0.043748617,30.77737,48.94544,24.166634,27.130375,56.519997,1.3,3.35,8.0,12.6,0.689,0.693,0.666,0.615,N817
2020-08-26,3725,52.38759715361782,4.788347244823899,13,True,12.574,0.367,1957.161,17.0,17.0,2.0,1.0,43.0,9.0,16.0,0.0,3.0,0.0,0.0,0.0,1.0,36.0,6.0,5.0,5.0,17.224,83.07246,14.324,13.327425,0.3,0.3,0.0,0.0,51.0,1008.0,1007.6442,100.0,100.0,100.0,61.0,0.13414703,0.33287954,36.44722,57.1709,273.96457,275.7823,69.84,17.024,17.074001,17.724,12.724,0.653,0.519,0.467,0.62,N818
2023-07-06,12916,52.28129084731138,5.006479197074608,14,True,12.167,0.583,1685.561,36.0,15.0,0.0,12.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,20.2565,52.608517,10.2565,18.539665,0.0,0.0,0.0,0.0,0.0,1018.0,1018.2373,18.6,6.0,0.0,44.0,0.44435734,1.1264383,19.011953,25.40743,251.22186,249.25385,36.0,21.0065,16.3565,15.9065,10.9065,0.599,0.496,0.537,0.66,N819
2020-08-26,9146,52.2452548112753,4.918047324540537,8,True,11.192,0.0,1934.436,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,16.588999,79.55497,13.039,11.454157,0.2,0.2,0.0,0.0,51.0,1001.4,1002.22723,100.0,100.0,47.0,0.0,0.09461673,0.386235,41.82512,63.76473,256.5618,257.61154,74.159996,15.688999,17.389,17.789,12.789,0.643,0.514,0.445,0.615,N820
2023-07-05,4879,52.21462418064464,4.8178245356685885,17,True,10.5,0.63,1982.375,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0935,74.91395,11.643499,13.713615,0.1,0.1,0.0,0.0,51.0,1012.1,1012.33905,21.3,11.0,19.0,0.0,0.19540864,0.45924258,19.803272,27.362366,271.0416,270.75385,43.92,17.3435,16.043499,16.4935,12.643499,0.371,0.288,0.268,0.369,N821
2023-07-05,4376,52.209218775239215,4.806033619330712,17,True,11.559,0.15,2003.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,16.0935,74.91395,11.643499,13.713615,0.1,0.1,0.0,0.0,51.0,1012.1,1012.33905,21.3,11.0,19.0,0.0,0.19540864,0.45924258,19.803272,27.362366,271.0416,270.75385,43.92,17.3435,16.043499,16.4935,12.643499,0.371,0.288,0.268,0.369,N822
2023-01-04,8953,52.34795751397813,4.912151866371598,8,True,7.254,0.0,1981.742,0.0,0.0,0.0,0.0,35.0,5.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,42.0,10.0,0.0,11.25,91.70804,9.95,5.5044117,0.9,0.9,0.0,0.0,53.0,1011.3,1011.54266,100.0,100.0,94.0,24.0,0.01425405,0.11083424,39.413013,62.802204,230.93153,231.7505,71.64,9.45,7.45,7.65,11.65,0.75,0.722,0.685,0.611,N823
2022-02-20,10497,52.42723679325751,4.947524615385228,15,True,8.01,0.0,1993.906,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,9.6,90.36891,8.1,3.0432367,0.3,0.3,0.0,0.0,51.0,998.6,998.8415,100.0,88.0,100.0,100.0,0.037166785,0.1153363,41.556225,64.60069,234.51993,236.13278,70.92,8.0,6.55,7.5,9.85,0.747,0.739,0.698,0.649,N824
2006-11-02,12192,52.328137694158286,4.988792822567794,18,True,4.5,0.15,2003.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,76.19443,2.9,3.6525526,0.0,0.0,0.0,0.0,1.0,1028.7,1028.8257,37.199997,24.0,26.0,0.0,0.012146191,0.23577744,10.383987,23.686249,326.3099,335.77228,21.96,7.85,10.05,13.5,13.5,0.629,0.621,0.546,0.605,N825
2011-09-07,8418,52.28489445091499,4.900360950033722,22,True,6.913,0.154,2014.615,0.0,11.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5565,83.73389,10.856501,10.629964,0.4,0.4,0.0,0.0,51.0,1008.1,1008.4607,100.0,15.0,99.0,100.0,0.024605265,0.25292826,21.897945,36.918873,242.5925,246.43459,39.239998,14.2065,15.4065,15.106501,12.2565,0.669,0.661,0.592,0.597,N826
2018-06-29,9303,52.30291246893303,4.920995053625006,12,True,12.873,0.343,1957.926,1.0,0.0,5.0,14.0,57.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,13.0,0.0,18.0,0.0,23.2435,53.907074,13.393499,23.851704,0.0,0.0,0.0,0.0,0.0,1020.1,1020.2176,0.0,0.0,0.0,0.0,0.54568154,1.3143193,14.84318,18.25026,22.833694,22.01134,33.12,23.4935,18.293499,15.0435,10.643499,0.364,0.447,0.545,0.648,N827
2020-09-11,7255,52.21642598244643,4.873831388273501,19,True,11.665,0.537,1542.737,25.0,2.0,4.0,4.0,7.0,2.0,9.0,5.0,9.0,2.0,4.0,0.0,2.0,1.0,5.0,33.0,0.0,12.65,82.791954,9.8,11.397495,0.0,0.0,0.0,0.0,0.0,1016.1,1016.4642,2.4,0.0,0.0,8.0,0.0031454507,0.25222027,8.311245,15.827721,252.3498,252.80138,11.159999,15.55,16.15,16.05,15.95,0.311,0.317,0.267,0.332,N828
2020-09-27,13764,52.23264219866267,5.027113300665892,17,True,12.439,0.375,1937.688,2.0,2.0,0.0,0.0,49.0,13.0,3.0,3.0,36.0,0.0,1.0,8.0,5.0,0.0,0.0,14.0,2.0,14.4065,86.07178,12.106501,14.691235,0.2,0.2,0.0,0.0,51.0,1006.4,1006.639,100.0,100.0,99.0,96.0,0.024633301,0.22882247,2.5455842,6.12,44.999897,61.92762,10.440001,15.0065,14.106501,15.0565,13.5565,0.638,0.551,0.471,0.606,N829
2019-06-08,8431,52.30831787433844,4.900360950033722,17,True,10.725,0.381,1942.198,12.0,3.0,4.0,4.0,0.0,3.0,8.0,12.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,66.0,0.0,15.4065,65.42734,8.9565,10.164888,0.0,0.0,0.0,0.0,1.0,1016.4,1016.76117,22.8,8.0,26.0,0.0,0.20974953,0.60580087,34.07091,51.05531,231.43471,232.16039,72.0,16.456501,14.9065,13.2565,9.9565,0.684,0.631,0.556,0.634,N830
2008-03-02,5051,52.29930886532942,4.820772264753058,14,True,11.5,0.75,1983.818,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.787001,63.275284,3.137,3.5070052,0.0,0.0,0.0,0.0,1.0,1007.8,1007.8,43.5,16.0,1.0,95.0,0.16951598,0.44537956,32.169178,44.884647,275.1363,275.98486,59.399998,10.287001,8.287001,6.937,7.787,0.471,0.475,0.469,0.478,N831
2023-07-09,3864,52.412822378843074,4.791294973908368,9,True,13.477,0.279,1983.511,4.0,2.0,2.0,3.0,15.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,21.024,81.698135,17.774,22.781145,1.3,1.3,0.0,0.0,61.0,1018.6,1018.2452,19.2,0.0,3.0,58.0,0.14496943,0.45583248,7.2359104,12.303366,354.2895,339.44388,33.12,21.274,19.774,15.924,10.924,0.521,0.518,0.536,0.664,N832
2023-07-11,7955,52.35156111758174,4.888570033695846,15,True,12.079,0.0,1935.5,0.0,2.0,1.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,23.522001,67.13386,17.072,23.403639,0.0,0.0,0.0,0.0,1.0,1010.5,1009.3372,34.2,4.0,1.0,100.0,0.3716853,0.95278335,18.947083,26.072052,255.69969,252.3155,38.519997,24.872002,20.072,16.172,11.022,0.502,0.494,0.521,0.657,N833
2018-01-19,9478,52.39300255902323,4.923942782709474,10,True,10.344,0.302,1981.697,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,12.0,0.0,6.0,0.0,4.687,78.89613,1.337,0.09560585,0.0,0.0,0.0,0.0,1.0,1006.1,1005.97644,45.0,40.0,15.0,0.0,0.05021064,0.18058127,18.391735,29.522196,266.6336,269.30133,32.039997,3.437,4.537,6.837,10.887,0.727,0.726,0.696,0.631,N834
2022-12-30,11676,52.29930886532942,4.977001906229918,19,True,7.889,0.223,1985.189,0.0,8.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,11.937,89.33642,10.237,6.543084,0.0,0.0,0.0,0.0,3.0,998.3,998.1802,100.0,100.0,1.0,100.0,0.020839589,0.1491468,37.56613,58.134148,230.05388,231.28476,66.24,8.887,6.637,6.687,11.787001,0.706,0.702,0.657,0.611,N835
2023-06-10,12582,52.35516472118534,4.997636009821202,14,True,12.125,0.0,1977.75,0.0,1.0,0.0,6.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,7.0,0.0,27.311,40.341583,12.661,26.411064,0.0,0.0,0.0,0.0,0.0,1015.4,1014.93823,8.400001,0.0,14.0,0.0,0.5531086,2.1660328,17.595861,23.023117,59.23736,63.03437,32.760002,25.861,17.961,13.161,9.811001,0.35,0.475,0.592,0.66,N836
2010-04-12,10334,52.35876832478895,4.944576886300758,6,True,10.077,0.325,1984.441,0.0,9.0,2.0,0.0,39.0,2.0,0.0,0.0,3.0,41.0,0.0,6.0,0.0,0.0,0.0,34.0,0.0,5.4675,85.42831,3.2175,1.1410027,0.0,0.0,0.0,0.0,0.0,1026.0,1025.4971,2.4,2.0,1.0,0.0,0.024606442,0.13164711,18.875126,32.271744,34.90257,38.65983,32.399998,5.3175,7.6175003,7.8175,7.5175004,0.629,0.642,0.666,0.661,N837
2018-11-10,9008,52.22183138785185,4.915099595456067,12,True,13.397,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,13.3695,82.88011,10.5195,10.067704,0.1,0.1,0.0,0.0,51.0,1000.3,1000.8967,100.0,34.0,94.0,100.0,0.093164355,0.2629887,23.78453,35.728977,182.60251,184.0444,49.32,11.2695,10.1195,11.6195,13.9695,0.592,0.54,0.477,0.601,N838
2010-06-28,12016,52.23624580226628,4.9858450934833245,7,True,3.0,0.15,1995.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.706501,69.82263,15.9565,22.831232,0.0,0.0,0.0,0.0,0.0,1019.3,1019.5363,2.1000001,0.0,3.0,1.0,0.1981357,0.78376055,6.297428,9.387651,300.96368,302.47116,14.04,19.706501,18.6065,13.5065,8.9565,0.409,0.469,0.551,0.648,N839
2023-07-05,2672,52.2921016581222,4.764765412148146,10,True,14.245,0.42,1917.275,3.0,0.0,14.0,21.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.3435,80.42422,10.0435,7.556963,1.6,1.6,0.0,0.0,61.0,1005.4,1005.64,100.0,33.0,100.0,45.0,0.08769436,0.30021238,39.875587,62.57997,263.26004,264.38788,76.67999,13.3435,15.8435,16.5935,12.643499,0.405,0.252,0.267,0.369,N840
2023-07-05,5738,52.41102057704127,4.835510910175403,10,True,11.851,0.298,1974.702,0.0,0.0,0.0,0.0,0.0,68.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2805,84.54149,10.7305,7.5624237,2.6,2.6,0.0,0.0,63.0,1004.4,1004.1606,100.0,29.0,100.0,100.0,0.07172221,0.2360928,40.78182,64.83598,265.9505,268.09088,91.079994,13.1805,16.380499,15.9805,10.7805,0.731,0.519,0.547,0.666,N841
2023-07-11,4893,52.23984940586989,4.8178245356685885,15,True,8.322,0.161,2004.746,0.0,0.0,0.0,4.0,0.0,12.0,0.0,16.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.2675,63.76808,16.9675,24.39104,0.0,0.0,0.0,0.0,1.0,1010.4,1010.16797,36.300003,5.0,3.0,100.0,0.41723084,1.0984218,19.137648,25.501621,253.61038,251.0534,38.519997,24.7675,20.4675,17.2175,13.0675,0.259,0.257,0.255,0.366,N842
2023-07-05,13251,52.209218775239215,5.015322384328015,9,True,8.735,0.247,1969.559,0.0,4.0,7.0,15.0,0.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,11.0,37.0,1.0,12.937,87.073204,10.837001,6.7929296,1.9,1.9,0.0,0.0,61.0,1003.5,1003.5,100.0,100.0,100.0,31.0,0.057635605,0.19305086,43.921474,67.24198,255.28029,257.00537,79.56,13.287001,16.737,16.187,10.937,0.685,0.427,0.542,0.663,N843
2023-07-05,8943,52.32993949596009,4.912151866371598,9,True,11.045,0.38,1984.63,6.0,3.0,2.0,3.0,53.0,13.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,7.0,0.0,6.0,0.0,13.367499,81.78192,10.3175,6.4305973,3.2,3.2,0.0,0.0,63.0,1002.3,1001.9414,100.0,88.0,100.0,100.0,0.07513359,0.27982473,48.305775,75.25378,267.0097,268.9036,97.92,13.0675,16.5175,15.9675,10.8175,0.733,0.474,0.538,0.661,N844
2008-07-25,11013,52.23084039686088,4.962263260807573,16,True,10.643,0.0,1905.34,0.0,0.0,0.0,0.0,6.0,3.0,7.0,0.0,5.0,6.0,2.0,0.0,0.0,11.0,0.0,10.0,0.0,25.063,65.1588,18.063,25.863676,0.8,0.8,0.0,0.0,53.0,1012.1,1012.4482,26.4,15.0,21.0,1.0,0.26100254,1.1075051,14.658676,21.575987,114.67685,115.70991,34.56,24.413,18.563,14.962999,11.313,0.566,0.573,0.522,0.646,N845
2011-09-06,2628,52.21282237884284,4.764765412148146,16,True,13.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.206501,81.07706,12.9565,10.850245,0.9,0.9,0.0,0.0,53.0,1007.0,1007.47577,100.0,86.0,99.0,100.0,0.08768008,0.3488946,43.151974,65.05549,205.7099,207.69939,78.12,15.4065,15.6565,15.9065,14.6565,0.421,0.394,0.375,0.355,N846
2017-09-09,9827,52.346155712176326,4.9327859699628815,19,True,13.932,0.4,1800.87,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,12.587001,84.746864,10.087001,11.637634,0.0,0.0,0.0,0.0,0.0,999.6,999.6,19.800001,10.0,17.0,2.0,0.0,0.22264409,6.792466,15.408671,212.00534,232.59457,10.799999,15.187,15.587001,15.937,13.887,0.678,0.623,0.467,0.601,N847
2019-08-10,7235,52.40561517163585,4.870883659189032,23,True,7.451,0.0,1931.654,0.0,49.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,2.0,17.6805,72.28738,12.6305,14.050001,0.0,0.0,0.0,0.0,0.0,1011.1,1010.8625,4.5,5.0,0.0,0.0,0.07867237,0.5609375,30.563978,49.749084,226.90913,228.81416,59.039997,18.6805,19.0805,17.2305,12.330501,0.571,0.488,0.49,0.603,N848
2019-08-11,4390,52.234444000464485,4.806033619330712,8,True,14.677,0.0,1424.129,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,18.286999,70.29972,12.787001,14.970734,0.1,0.1,0.0,0.0,51.0,1012.6,1012.7186,71.7,26.0,41.0,79.0,0.19551289,0.62450063,28.766228,40.984703,225.50697,225.35583,54.0,18.286999,18.637,18.087,14.937,0.301,0.263,0.261,0.343,N849
2023-11-02,4713,52.36597553199617,4.81192907749965,13,True,5.25,0.4,2000.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2675,71.825645,6.3675003,3.4214373,0.8,0.8,0.0,0.0,53.0,968.7,968.3511,100.0,100.0,99.0,100.0,0.10795517,0.37706935,47.521362,72.74228,179.56596,181.4179,88.56,11.2175,11.2675,12.8175,13.9675,0.745,0.743,0.706,0.631,N850
2023-07-05,9125,52.20741697343743,4.918047324540537,16,True,12.83,0.0,1991.448,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,0.0,17.2695,75.60387,12.919499,14.937933,1.3,1.3,0.0,0.0,61.0,1011.7,1012.29535,24.9,21.0,10.0,0.0,0.2503396,0.48116982,22.3229,30.239998,269.076,270.0,53.639996,17.5695,16.469501,16.219501,10.9695,0.667,0.471,0.542,0.663,N851
2023-07-05,9334,52.35876832478895,4.920995053625006,16,True,10.028,0.0,1986.416,0.0,0.0,5.0,0.0,32.0,2.0,0.0,0.0,1.0,6.0,6.0,8.0,0.0,5.0,0.0,24.0,0.0,16.667501,74.27386,12.0675,13.831018,0.0,0.0,0.0,0.0,0.0,1011.4,1011.0423,16.8,18.0,1.0,0.0,0.23095112,0.4884553,23.857979,32.88635,275.19434,275.024,54.0,17.067501,16.3675,16.167501,10.867499,0.654,0.449,0.536,0.651,N852
2018-09-10,5536,52.27228183830236,4.832563181090935,16,True,21.25,0.4,0.0,4.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.75,70.89163,12.4,15.810211,0.0,0.0,0.0,0.0,2.0,1021.3,1021.65967,60.300003,38.0,1.0,85.0,0.12439923,0.59177864,18.448023,27.103,252.97939,253.0091,38.88,18.25,17.35,16.95,16.75,0.332,0.333,0.25,0.339,N853
2006-03-26,10679,52.304714270734834,4.953420073554166,7,True,15.197,0.825,1933.009,4.0,0.0,0.0,5.0,17.0,3.0,0.0,0.0,7.0,29.0,2.0,2.0,0.0,14.0,1.0,28.0,0.0,10.6565,92.910934,9.5565,6.2436028,0.0,0.0,0.0,0.0,3.0,1005.6,1005.8419,89.1,99.0,0.0,0.0,0.027538005,0.09109795,29.515608,47.033417,239.99516,241.66963,52.56,8.606501,6.0565,4.1565,7.7565,0.691,0.647,0.664,0.637,N854
2022-02-19,9175,52.297507063527625,4.918047324540537,9,True,11.051,0.0,1948.814,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,5.6935,65.094734,-0.3565,-0.6366129,0.0,0.0,0.0,0.0,0.0,1010.5,1010.5,9.0,0.0,0.0,30.0,0.08797308,0.32031804,28.467329,41.86693,256.84244,258.59348,46.8,5.4935,7.2935004,7.4935,9.7435,0.712,0.722,0.707,0.68,N855
2022-02-19,10017,52.238047604068086,4.9386814281318205,9,True,11.383,0.0,1995.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,5.713,65.099174,-0.33699998,-0.614171,0.0,0.0,0.0,0.0,0.0,1010.5,1010.8717,9.0,0.0,0.0,30.0,0.08805123,0.32071012,28.467329,41.86693,256.84244,258.59348,46.8,5.513,7.313,7.513,9.763,0.712,0.722,0.707,0.68,N856
2022-01-31,11698,52.33894850496912,4.977001906229918,11,True,13.875,0.0,1920.03,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.35,78.310646,2.85,-1.7535505,0.2,0.2,0.0,0.0,51.0,1008.9,1009.1466,100.0,100.0,100.0,3.0,0.06103724,0.20827442,44.30487,67.20535,313.68317,314.566,75.24,5.3,6.0,6.85,10.35,0.703,0.664,0.679,0.657,N857
2011-09-08,9455,52.35156111758174,4.923942782709474,16,True,11.244,0.382,1571.395,0.0,2.0,5.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.5935,77.09161,11.5935,13.351498,0.0,0.0,0.0,0.0,3.0,1007.6,1007.6,100.0,99.0,100.0,77.0,0.09841928,0.40620065,18.751125,31.319998,266.6982,270.0,38.16,14.893499,14.8435,14.9935,12.0435,0.707,0.689,0.602,0.617,N858
