Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,Incident_ID
2012-01-03,10191,52.32633589235648,4.941629157216289,14,True,10.059,0.0,1879.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,6.0,0.0,10.393499,85.950134,8.143499,2.685814,1.3,1.3,0.0,0.0,61.0,994.7,994.81964,100.0,99.0,99.0,95.0,0.04942405,0.17742133,49.524536,76.001785,214.03665,214.96986,87.84,8.0935,7.1935,8.0435,11.0435,0.708,0.69,0.669,0.616,N252
2020-10-04,3529,52.25966922568973,4.785399515739429,13,True,9.94,0.0,1885.318,2.0,2.0,12.0,8.0,11.0,57.0,2.0,22.0,1.0,5.0,0.0,4.0,0.0,1.0,4.0,61.0,0.0,13.0305,68.797264,7.4305,7.762767,0.1,0.1,0.0,0.0,51.0,990.2,990.2,51.300003,25.0,29.0,38.0,0.1639249,0.468899,31.569351,46.533394,187.20596,188.00464,65.159996,12.7805,12.4805,14.6305,15.7805,0.396,0.382,0.297,0.329,N253
2007-05-10,14275,52.25246201848251,5.038904217003768,23,True,13.035,0.389,1847.215,5.0,2.0,42.0,20.0,4.0,29.0,9.0,15.0,4.0,0.0,7.0,1.0,32.0,22.0,2.0,34.0,0.0,12.3065,92.07879,11.0565,10.050752,0.3,0.3,0.0,0.0,51.0,1000.7,1000.9396,100.0,55.0,99.0,100.0,0.0017859718,0.11351073,17.713316,30.05515,217.56866,223.05852,26.28,12.356501,13.356501,12.5565,10.106501,0.657,0.507,0.574,0.667,N254
2007-07-24,9495,52.42363318965391,4.923942782709474,10,True,11.591,0.0,1884.568,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,25.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,15.3065,76.79199,11.2565,10.937864,0.2,0.2,0.0,0.0,51.0,1000.1,1000.33685,100.0,51.0,97.0,0.0,0.13295364,0.40402555,32.61727,49.256893,322.6241,324.21884,69.12,15.7565,16.206501,15.856501,12.356501,0.709,0.702,0.617,0.647,N255
2022-02-18,8656,52.26327282929334,4.90625640820266,15,True,13.066,0.4,1977.289,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.15,65.636925,3.05,-1.3756752,0.1,0.1,0.0,0.0,51.0,986.0,986.3577,22.5,9.0,24.0,0.0,0.13271876,0.39928657,61.17034,93.098114,227.86247,228.60574,105.479996,8.7,7.9,7.3,7.8,0.421,0.421,0.412,0.401,N256
2008-01-31,14101,52.38939895541962,5.03300875883483,13,True,12.681,0.353,1959.775,7.0,4.0,0.0,0.0,59.0,2.0,0.0,6.0,0.0,0.0,10.0,8.0,3.0,0.0,0.0,3.0,0.0,4.287,78.83519,0.937,-5.5292687,0.8,0.8,0.0,0.0,53.0,1001.9,1001.9,100.0,37.0,80.0,94.0,0.06016359,0.17610693,53.764282,81.02799,200.37651,202.46326,91.439995,4.587,5.587,7.487,10.287001,0.686,0.684,0.69,0.647,N257
2022-01-31,9833,52.35696652298716,4.9327859699628815,10,True,13.713,0.0,1978.104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,0.0,0.0,0.0,6.2305,79.12892,2.8805,-1.7983766,0.0,0.0,0.0,0.0,3.0,1007.7,1007.5769,100.0,100.0,100.0,0.0,0.057499517,0.19877356,43.831383,66.7118,312.33694,313.6882,80.64,5.0805,6.0305004,6.8305,10.330501,0.705,0.663,0.679,0.657,N258
2022-02-19,4854,52.39480436082504,4.814876806584119,11,True,19.44,0.6,38.113,5.0,0.0,0.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.8305,59.046783,-0.61950004,-0.40647364,0.0,0.0,0.0,0.0,1.0,1011.0,1010.75336,32.399998,32.0,6.0,0.0,0.15541442,0.40645295,34.417206,49.5507,254.21918,253.5399,61.199997,6.7305,7.2305,7.5805,9.830501,0.706,0.717,0.703,0.681,N259
2022-03-31,5898,52.24885841487891,4.841406368344342,21,True,8.893,0.0,1839.37,35.0,31.0,17.0,5.0,58.0,50.0,27.0,16.0,13.0,2.0,12.0,4.0,30.0,28.0,35.0,69.0,0.0,1.513,94.41336,0.713,-5.5489235,0.9,0.39999998,0.35,0.03,73.0,1003.7,1004.32465,100.0,100.0,100.0,73.0,0.002290146,0.038192153,34.62369,53.46697,44.15757,46.09113,60.479996,3.263,5.913,8.212999,7.413,0.353,0.291,0.329,0.398,N260
2019-06-08,11017,52.238047604068086,4.962263260807573,5,True,5.053,0.75,1761.227,0.0,18.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,10.0,0.0,12.763,71.130585,7.663,6.3117466,0.0,0.0,0.0,0.0,3.0,1006.8,1007.1608,100.0,100.0,100.0,1.0,0.09712235,0.4263146,40.0782,61.43777,199.41158,201.30272,73.079994,13.563,15.313,13.313,9.962999,0.62,0.551,0.52,0.609,N261
2009-05-26,7646,52.2452548112753,4.8826745755269085,4,True,9.267,0.0,1654.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,16.425999,95.938614,15.776,17.050014,0.0,0.0,0.0,0.0,2.0,1006.5,1007.21277,71.100006,3.0,64.0,100.0,0.014427565,0.07592237,9.255571,20.523155,166.50426,178.99493,15.119999,16.026,16.226,12.226,8.576,0.393,0.413,0.447,0.519,N262
2020-03-29,7934,52.31372327974385,4.888570033695846,14,True,9.121,0.292,1464.64,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,27.0,0.0,46.0,0.0,5.6064997,35.499413,-8.4935,-2.384894,0.0,0.0,0.0,0.0,0.0,1033.7,1034.0802,0.0,0.0,0.0,0.0,0.23486772,0.5882149,34.82895,49.52061,29.744795,30.106453,68.03999,8.5065,7.4065,7.8065,9.356501,0.623,0.64,0.686,0.705,N263
2022-01-31,7571,52.335344901365495,4.87972684644244,10,True,6.295,0.166,1982.871,3.0,9.0,3.0,9.0,0.0,2.0,0.0,35.0,0.0,0.0,33.0,0.0,6.0,0.0,7.0,8.0,1.0,6.3435,77.4813,2.6935,-1.7939382,0.0,0.0,0.0,0.0,3.0,1008.1,1008.22314,100.0,100.0,98.0,0.0,0.06157611,0.21614158,44.339962,68.74774,312.3675,313.72705,84.6,5.0935,6.2935004,6.9935,10.393499,0.717,0.671,0.684,0.674,N264
2020-02-10,8653,52.25786742388793,4.90625640820266,9,True,14.0,0.0,1983.538,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.8,63.485294,0.35,-1.7848983,0.0,0.0,0.0,0.0,2.0,994.4,994.7639,54.9,31.0,39.0,12.0,0.097667664,0.36164802,44.676273,68.41515,267.69098,268.79398,82.079994,6.15,7.25,6.9,8.2,0.421,0.422,0.406,0.397,N265
2023-07-07,8759,52.22363318965365,4.90920413728713,10,True,3.0,0.33,1819.091,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.175999,45.385303,11.626,23.621302,0.0,0.0,0.0,0.0,0.0,1020.2,1020.9033,0.0,0.0,0.0,0.0,0.51399016,1.6472373,14.88242,19.272614,147.84773,147.20047,28.44,20.175999,16.726,16.075998,11.076,0.562,0.494,0.539,0.662,N266
2023-07-08,14793,52.28489445091499,5.050695133341644,11,True,9.98,0.0,1996.462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,27.706501,49.726154,16.2565,30.292622,0.0,0.0,0.0,0.0,0.0,1016.6,1016.83057,0.0,0.0,0.0,0.0,0.5788047,1.8675214,8.049845,10.464797,116.56499,116.56499,20.880001,23.7565,18.3565,15.856501,10.9565,0.518,0.489,0.53,0.659,N267
2019-06-06,10682,52.31011967614025,4.953420073554166,8,True,11.25,0.0,1985.571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,14.474,74.38978,9.974,10.770321,0.1,0.1,0.0,0.0,51.0,1009.6,1009.3603,64.8,42.0,45.0,0.0,0.18766148,0.4226216,25.455843,34.875435,261.87,262.2882,46.8,14.774,16.074001,13.224,9.924,0.668,0.509,0.524,0.61,N268
2022-06-09,9646,52.2452548112753,4.929838240878413,15,True,8.182,0.276,1986.991,0.0,0.0,0.0,0.0,22.0,24.0,0.0,2.0,22.0,0.0,0.0,1.0,0.0,4.0,0.0,31.0,0.0,18.263,60.790554,10.563,16.232826,0.0,0.0,0.0,0.0,0.0,1017.2,1017.5576,10.799999,6.0,9.0,0.0,0.36363325,0.8233031,19.09358,24.850431,272.16104,271.66025,35.28,19.763,14.813,12.863,9.813,0.646,0.629,0.545,0.659,N269
2019-06-06,4380,52.21642598244643,4.806033619330712,0,True,14.06,0.453,1853.776,3.0,4.0,3.0,10.0,2.0,49.0,3.0,6.0,0.0,0.0,9.0,0.0,3.0,40.0,5.0,10.0,0.0,11.9435,94.22299,11.0435,10.649718,3.9,3.9,0.0,0.0,63.0,1005.0,1005.24115,100.0,75.0,92.0,100.0,0.0,0.08083224,11.090103,19.681828,305.75397,309.8055,29.88,13.9435,16.3935,14.143499,9.9435,0.425,0.346,0.278,0.362,N270
2009-10-03,11542,52.28309264911319,4.974054177145448,15,True,8.312,0.175,2001.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,15.393499,72.83205,10.5435,10.119866,0.0,0.0,0.0,0.0,3.0,1004.4,1004.4,100.0,100.0,38.0,0.0,0.12280401,0.4756242,37.351627,57.004044,243.68198,244.56781,66.6,15.0935,13.7435,14.4435,12.893499,0.475,0.463,0.488,0.617,N271
2008-03-12,10532,52.265074631095146,4.950472344469697,6,True,9.651,0.0,1994.576,0.0,0.0,16.0,0.0,0.0,18.0,6.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.663,69.224785,0.463,-1.6611218,0.1,0.1,0.0,0.0,51.0,987.5,987.8632,31.8,18.0,26.0,0.0,0.05571872,0.2818246,36.152676,58.068344,254.99503,256.73914,81.36,5.763,6.763,7.013,9.162999,0.712,0.697,0.669,0.667,N272
2008-03-12,13771,52.2452548112753,5.027113300665892,11,True,13.689,0.233,1931.675,66.0,1.0,12.0,4.0,15.0,22.0,24.0,12.0,6.0,12.0,9.0,4.0,1.0,32.0,12.0,8.0,0.0,8.15,58.73951,0.55,-1.7025108,0.0,0.0,0.0,0.0,2.0,989.9,990.0203,64.5,16.0,70.0,27.0,0.14830653,0.44809192,53.58682,78.932816,258.7656,258.6901,91.799995,7.4,6.8,7.05,9.2,0.701,0.697,0.671,0.672,N273
2011-07-14,7770,52.2434530094735,4.885622304611378,20,True,14.0,0.465,1955.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,8.0,7.0,47.0,0.0,0.0,0.0,14.026,88.04098,12.076,9.641783,3.0,3.0,0.0,0.0,63.0,1010.6,1011.3214,100.0,100.0,100.0,98.0,0.04471292,0.19169605,34.494312,54.61688,288.24594,291.66122,64.079994,14.226,15.276,15.176,11.376,0.592,0.502,0.383,0.495,N274
2020-08-26,11527,52.25606562208612,4.974054177145448,14,True,9.884,0.351,1887.76,11.0,9.0,5.0,7.0,0.0,6.0,3.0,38.0,7.0,2.0,4.0,0.0,34.0,1.0,17.0,31.0,0.0,16.813,84.92761,14.263,13.130255,0.4,0.4,0.0,0.0,51.0,1009.7,1010.0568,100.0,100.0,100.0,0.0,0.09607633,0.28879142,34.828953,52.852608,277.1249,279.01312,66.24,16.913,17.163,17.713001,12.763,0.648,0.524,0.446,0.615,N275
2008-08-02,12196,52.335344901365495,4.988792822567794,8,True,12.227,0.333,1980.087,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,19.130499,72.54916,14.080501,18.246546,0.0,0.0,0.0,0.0,0.0,1015.9,1015.6626,3.6000001,0.0,6.0,0.0,0.21790828,0.60837173,15.175612,19.995398,202.30626,203.33406,28.8,18.880499,19.4305,16.2305,11.4805,0.579,0.572,0.522,0.642,N276
2012-01-22,10348,52.38399355001421,4.944576886300758,18,True,9.75,0.0,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.8065,82.79365,3.1065,-0.413002,0.0,0.0,0.0,0.0,2.0,1008.0,1008.24695,57.6,46.0,27.0,0.0,0.02527675,0.15914309,31.712708,48.733147,309.47244,311.10617,68.76,5.7565,5.6565,6.8065,10.6565,0.721,0.713,0.695,0.648,N277
2022-10-23,5052,52.301110667131226,4.820772264753058,21,True,11.152,0.225,1659.783,1.0,1.0,9.0,1.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4675,84.78221,12.9175,12.7350445,0.0,0.0,0.0,0.0,0.0,1003.1,1002.8624,11.1,1.0,3.0,28.0,0.028307086,0.26764894,25.071098,41.928795,201.03758,203.26321,48.239998,14.367499,13.9175,13.5675,15.3175,0.353,0.336,0.302,0.328,N278
2023-07-05,4900,52.25246201848251,4.8178245356685885,9,True,13.302,0.488,1839.679,5.0,0.0,5.0,13.0,0.0,11.0,0.0,21.0,2.0,37.0,0.0,7.0,5.0,15.0,0.0,16.0,0.0,13.0435,84.51506,10.4935,6.79488,2.0,2.0,0.0,0.0,61.0,1003.1,1003.3394,100.0,88.0,100.0,100.0,0.06703263,0.23287189,43.939175,68.6421,262.4675,265.18652,88.2,13.3435,16.043499,16.5935,12.643499,0.411,0.244,0.267,0.369,N279
2023-07-05,9682,52.31011967614025,4.929838240878413,12,True,7.5,0.0,1977.214,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.9935,87.46025,11.9435,9.705652,0.2,0.2,0.0,0.0,51.0,1008.2,1008.32,100.0,20.0,100.0,99.0,0.10513731,0.20058382,33.541878,49.915527,257.6046,258.77115,64.439995,13.6935,16.4435,16.1935,10.893499,0.694,0.437,0.536,0.651,N280
2023-07-05,8489,52.412822378843074,4.900360950033722,9,True,3.0,0.0,2012.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6305,79.66186,10.1805,6.0246696,2.5,2.5,0.0,0.0,63.0,1001.4,1001.1617,100.0,87.0,100.0,100.0,0.08457752,0.31777942,52.620377,82.45257,267.2551,268.99933,104.76,13.2305,16.4805,15.9805,10.7805,0.727,0.509,0.547,0.666,N281
2023-07-05,8999,52.43084039686112,4.912151866371598,12,True,13.92,0.369,2014.0,3.0,0.0,4.0,1.0,0.0,0.0,23.0,6.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,13.6935,90.65974,12.1935,9.69112,0.1,0.1,0.0,0.0,51.0,1008.1,1008.1,100.0,25.0,100.0,100.0,0.079271995,0.14652443,32.136932,50.911686,260.32672,261.87,64.439995,13.4435,16.2435,15.9935,10.7935,0.703,0.498,0.547,0.666,N282
2018-07-01,8627,52.21102057704103,4.90625640820266,14,True,11.25,0.328,1920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,15.0,0.0,11.0,0.0,25.226,29.813044,6.326,22.315886,0.0,0.0,0.0,0.0,0.0,1016.0,1016.6985,0.0,0.0,0.0,0.0,0.61203027,2.2542472,22.33161,30.758411,110.77233,110.55613,43.92,24.476,19.276,15.426,10.876,0.399,0.463,0.548,0.645,N283
2023-07-05,11857,52.40020976623045,4.979949635314387,11,True,13.558,0.31,1983.571,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,2.0,13.7,78.089874,9.95,7.956111,1.1,1.1,0.0,0.0,55.0,1006.5,1006.7397,100.0,20.0,100.0,100.0,0.10197287,0.3438928,39.399857,59.668846,257.86868,261.67444,73.079994,13.25,16.55,16.2,11.0,0.71,0.448,0.533,0.651,N284
2023-07-05,2626,52.209218775239215,4.764765412148146,11,True,5.714,0.0,0.0,0.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.613,85.14118,11.162999,8.841139,0.2,0.2,0.0,0.0,51.0,1007.9,1008.50073,100.0,14.0,100.0,100.0,0.08153051,0.23189175,35.188046,53.73173,256.39026,258.0125,70.2,13.712999,15.763,16.563,12.662999,0.392,0.253,0.268,0.369,N285
2006-11-08,8303,52.30291246893303,4.897413220949254,8,True,14.929,0.0,1945.833,0.0,2.0,4.0,33.0,21.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.15,87.602554,7.2,5.6161404,0.0,0.0,0.0,0.0,3.0,1017.5,1017.7461,90.0,100.0,0.0,0.0,0.029053634,0.14404547,19.296135,30.85307,216.6562,221.68896,33.12,8.8,10.05,12.65,13.7,0.589,0.593,0.554,0.584,N286
2006-07-18,8084,52.35876832478895,4.891517762780315,22,True,4.924,0.268,1959.333,0.0,54.0,1.0,2.0,0.0,6.0,0.0,19.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,21.061,64.50917,14.111,20.357367,0.0,0.0,0.0,0.0,0.0,1020.6,1020.0077,0.0,0.0,0.0,0.0,0.06152966,0.886183,14.007655,26.980793,64.09355,71.323204,25.199999,22.861,21.861,16.411001,10.361,0.299,0.392,0.512,0.624,N287
2012-06-08,7582,52.35516472118534,4.87972684644244,21,True,9.533,0.0,1952.846,0.0,0.0,7.0,40.0,1.0,10.0,8.0,0.0,9.0,0.0,0.0,15.0,0.0,8.0,23.0,33.0,2.0,13.1545,69.29333,7.6545,8.134588,0.0,0.0,0.0,0.0,0.0,1006.3,1005.5799,14.7,13.0,5.0,0.0,0.07219684,0.46519005,30.248568,47.9895,218.23386,220.74106,53.639996,14.6545,14.7545,12.4545,9.1045,0.625,0.62,0.612,0.657,N288
2022-02-18,7113,52.41102057704127,4.867935930104563,15,True,10.682,0.422,1948.431,0.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,1.0,2.0,2.0,2.0,1.0,6.0,5.0,18.0,0.0,9.1565,66.10407,3.1565,-1.0789089,0.4,0.4,0.0,0.0,51.0,984.9,985.13824,6.8999996,7.0,1.0,0.0,0.1298988,0.3940307,59.31703,91.403854,225.7376,226.11696,106.56,8.8065,7.9065,7.5565,9.856501,0.737,0.726,0.702,0.681,N289
2020-10-30,8630,52.21642598244643,4.90625640820266,6,True,8.012,0.15,1925.605,7.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,49.0,0.0,0.0,21.0,0.0,14.2325,90.99442,12.7825,10.465764,0.0,0.0,0.0,0.0,3.0,1013.9,1014.7439,100.0,100.0,78.0,92.0,0.015249809,0.14629066,31.853388,50.142197,235.59148,237.90744,56.16,12.5325,10.9825,12.2825,13.6825,0.706,0.68,0.56,0.603,N290
2020-03-29,4746,52.4254349914557,4.81192907749965,16,True,13.183,0.437,1871.603,0.0,0.0,18.0,0.0,6.0,0.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,25.0,1.0,4.437,39.66656,-8.113,-3.4297218,0.0,0.0,0.0,0.0,0.0,1034.6,1034.4725,0.9,1.0,0.0,0.0,0.16725296,0.50718355,32.730316,48.40628,29.66663,30.379045,61.56,8.137,7.387,7.737,9.337001,0.615,0.636,0.685,0.691,N291
2012-12-26,7447,52.33714670316731,4.8767791173579695,14,True,10.419,0.377,1933.581,0.0,1.0,1.0,1.0,15.0,7.0,7.0,11.0,19.0,0.0,4.0,0.0,1.0,0.0,0.0,18.0,1.0,7.822,82.46971,5.022,3.3540163,0.0,0.0,0.0,0.0,0.0,1006.1,1004.8776,11.1,8.0,0.0,13.0,0.052514713,0.18618119,22.322903,37.14286,232.206,236.46393,50.039997,7.1219997,6.8719997,6.8719997,10.772,0.693,0.701,0.695,0.655,N292
2022-01-31,5088,52.36597553199617,4.820772264753058,9,True,9.742,0.405,1978.656,1.0,21.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,5.8805003,80.77752,2.8305,-2.7898054,0.5,0.5,0.0,0.0,53.0,1007.2,1007.0766,100.0,100.0,100.0,0.0,0.050638866,0.17870235,48.166058,74.86788,312.27362,313.44138,88.2,4.9805,6.2805004,6.9805,10.3805,0.722,0.669,0.685,0.674,N293
2018-08-10,9959,52.35876832478895,4.935733699047351,11,True,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5545,73.9404,12.8545,15.536999,0.1,0.1,0.0,0.0,51.0,1020.0,1019.401,100.0,82.0,46.0,0.0,0.24104811,0.5233028,20.018072,26.712873,217.6943,217.33327,53.28,18.6045,20.0045,18.8545,12.554501,0.387,0.317,0.465,0.628,N294
2020-08-17,12588,52.36597553199617,4.997636009821202,19,True,15.319,0.0,1979.125,0.0,1.0,0.0,0.0,4.0,15.0,21.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,18.286999,92.42408,17.036999,20.028236,0.0,0.0,0.0,0.0,0.0,1009.4,1009.4,13.5,2.0,18.0,3.0,0.011572785,0.15925288,5.154415,10.144082,204.77512,207.47435,8.64,21.286999,21.337,18.036999,12.437,0.597,0.413,0.456,0.616,N295
2012-06-08,7741,52.41642598244668,4.8826745755269085,18,True,7.34,0.192,1923.674,2.0,23.0,7.0,7.0,0.0,10.0,3.0,21.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,1.0,15.637,63.73474,8.787001,9.960171,0.0,0.0,0.0,0.0,1.0,1004.1,1003.98114,29.400002,10.0,17.0,34.0,0.17432606,0.644909,36.744698,55.310104,221.0274,222.09802,63.36,16.987,14.787001,12.487,9.137,0.628,0.62,0.613,0.657,N296
2009-10-21,13588,52.36597553199617,5.021217842496953,16,True,11.4,0.15,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.387,65.43106,7.037,9.45825,0.0,0.0,0.0,0.0,1.0,1001.0,1001.0,29.400002,0.0,0.0,98.0,0.09191988,0.5317044,21.734581,37.911266,116.56499,120.217186,37.44,12.287001,9.737,12.187,12.987,0.532,0.553,0.494,0.613,N297
2007-01-18,4398,52.24885841487891,4.806033619330712,20,True,3.0,0.0,2001.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.313,55.206543,1.713,-0.15356445,0.0,0.0,0.0,0.0,0.0,993.5,994.09894,19.2,10.0,7.0,20.0,0.13489288,0.5626782,59.12006,86.49969,276.9951,277.89395,101.52,9.212999,9.013,9.063,10.662999,0.419,0.424,0.423,0.39,N298
2012-07-20,12414,52.277687243707774,4.994688280736732,15,True,13.997,0.0,1780.442,3.0,4.0,9.0,33.0,9.0,11.0,12.0,21.0,13.0,25.0,3.0,0.0,0.0,17.0,8.0,38.0,0.0,16.65,61.228832,9.15,14.280167,0.0,0.0,0.0,0.0,1.0,1016.3,1016.4197,37.8,26.0,24.0,0.0,0.3111991,0.7354194,15.496736,20.00512,329.2646,329.74365,29.16,18.8,15.65,14.55,10.5,0.691,0.704,0.662,0.652,N299
2020-02-09,5377,52.21102057704103,4.829615452006465,18,True,8.531,0.0,1689.429,33.0,31.0,16.0,1.0,0.0,28.0,8.0,23.0,16.0,0.0,29.0,0.0,16.0,2.0,0.0,14.0,0.0,11.0195,87.47806,9.0195,2.8846297,0.5,0.5,0.0,0.0,53.0,986.0,986.7113,100.0,100.0,100.0,1.0,0.032180667,0.16484296,54.02999,82.95013,214.96082,216.17372,102.24,8.669499,7.2194996,6.7695,8.2195,0.398,0.391,0.4,0.395,N300
2021-08-02,7412,52.27408364010417,4.8767791173579695,11,True,10.027,0.0,1968.372,2.0,28.0,4.0,11.0,0.0,5.0,7.0,10.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,19.0,0.0,17.4195,62.444267,10.169499,15.728807,0.0,0.0,0.0,0.0,1.0,1014.4,1015.11584,40.8,24.0,32.0,0.0,0.30469248,0.747867,12.031756,15.349684,308.92755,309.28937,25.56,17.6695,15.9695,16.219501,13.4695,0.377,0.373,0.321,0.362,N301
2006-12-31,11568,52.32993949596009,4.974054177145448,11,True,9.75,0.0,1980.071,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.856501,84.73027,7.4065,5.326066,0.0,0.0,0.0,0.0,3.0,1022.2,1022.4466,100.0,49.0,84.0,93.0,0.05654048,0.18603504,26.474075,41.53127,224.9999,227.45909,45.719997,7.9065,6.9564996,8.1565,12.3065,0.693,0.681,0.656,0.61,N302
2022-02-19,11698,52.33894850496912,4.977001906229918,12,True,13.875,0.0,1920.03,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,6.9,57.575306,-0.9,-0.316535,0.0,0.0,0.0,0.0,3.0,1011.8,1012.0466,100.0,53.0,63.0,76.0,0.16110873,0.42306733,33.994755,47.84886,245.60628,245.55606,65.520004,7.2,7.0,7.5,9.85,0.708,0.716,0.697,0.664,N303
2022-02-19,10498,52.42903859505931,4.947524615385228,11,True,7.139,0.4,2000.373,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,12.0,5.0,8.0,0.0,0.0,16.0,0.0,29.0,0.0,6.8,59.687878,-0.5,-0.54931355,0.0,0.0,0.0,0.0,1.0,1011.0,1011.2471,25.5,17.0,17.0,0.0,0.15424751,0.3992545,35.309372,49.4499,253.41258,253.93994,59.399998,6.45,7.0,7.5,9.9,0.702,0.714,0.693,0.648,N304
