,Date,grid_id,LAT,LON,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
0,2022-02-21,12087,52.364173730194366,4.9858450934833245,12,True,10.46,0.75,1217.173,15.0,12.0,0.0,0.0,6.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,8.111,76.94922,4.311,0.33262253,0.7,0.7,0.0,0.0,53.0,993.1,992.61755,7.7999997,2.0,9.0,2.0,0.08051217,0.24967003,44.014324,68.53439,285.17297,288.05435,78.84,5.811,6.561,7.461,9.761001,0.759,0.748,0.714,0.665
1,2017-09-13,11203,52.34795751397813,4.965210989892042,15,True,14.0,0.443,1813.671,2.0,0.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,5.0,6.0,16.224,53.710144,6.824,10.127729,0.2,0.2,0.0,0.0,51.0,998.4,998.1642,36.0,18.0,33.0,0.0,0.25605196,0.8546511,36.247547,53.614624,254.44536,255.21722,76.32,16.024,14.724,15.474,13.974,0.682,0.659,0.48,0.6
2,2023-11-02,10334,52.35876832478895,4.944576886300758,17,True,10.077,0.325,1984.441,0.0,9.0,2.0,0.0,39.0,2.0,0.0,0.0,3.0,41.0,0.0,6.0,0.0,0.0,0.0,34.0,0.0,10.061001,76.7308,6.161,2.0565648,0.1,0.1,0.0,0.0,51.0,970.2,969.73206,100.0,100.0,100.0,100.0,0.059674323,0.2874074,48.284306,73.03742,194.2435,196.02304,83.159996,9.911,11.211,12.761001,13.961,0.736,0.727,0.68,0.621
3,2022-11-17,2512,52.22903859505906,4.761817683063677,2,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.356501,88.90887,8.606501,4.592819,1.3,1.3,0.0,0.0,61.0,984.3,984.7743,100.0,91.0,100.0,90.0,0.019970343,0.13971162,37.017033,58.07504,130.66165,132.99045,67.67999,9.5065,10.1565,11.5065,14.5565,0.426,0.394,0.338,0.33
4,2023-07-05,12193,52.32993949596009,4.988792822567794,11,True,7.355,0.176,2006.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,13.65,81.00475,10.45,8.243976,0.7,0.7,0.0,0.0,53.0,1007.0,1007.2398,100.0,37.0,100.0,100.0,0.09699268,0.29716957,38.0733,57.25811,256.88354,258.76074,68.4,13.3,16.55,16.2,10.9,0.704,0.439,0.536,0.651
5,2023-07-05,11858,52.40201156803226,4.979949635314387,11,True,8.73,0.249,1984.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,13.7,78.089874,9.95,7.956111,1.1,1.1,0.0,0.0,55.0,1006.5,1006.7397,100.0,20.0,100.0,100.0,0.10197287,0.3438928,39.399857,59.668846,257.86868,261.67444,73.079994,13.25,16.55,16.2,11.0,0.71,0.448,0.533,0.651
6,2009-05-26,9628,52.21282237884284,4.929838240878413,6,True,13.183,0.372,1934.352,1.0,13.0,0.0,4.0,8.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,9.0,6.0,0.0,16.9065,95.3437,16.1565,16.47624,0.8,0.8,0.0,0.0,53.0,1006.5,1006.8557,56.699997,34.0,0.0,87.0,0.034353614,0.08973479,17.533146,29.620802,199.17911,200.63763,23.759998,16.3065,16.1065,12.2565,8.5565,0.444,0.413,0.447,0.519
7,2022-02-18,7272,52.24705661307711,4.873831388273501,17,True,12.547,0.275,1978.017,9.0,3.0,17.0,2.0,45.0,10.0,6.0,8.0,2.0,0.0,0.0,1.0,1.0,11.0,0.0,5.0,0.0,7.2194996,71.046936,2.3195,-1.6269097,0.0,0.0,0.0,0.0,1.0,987.2,987.92206,46.5,19.0,49.0,0.0,0.07077611,0.29511935,48.73847,74.54173,247.41264,248.76375,94.67999,8.2195,7.9694996,7.3195,7.8195,0.418,0.42,0.412,0.401
8,2022-02-20,1305,52.30651607253664,4.732340392218986,12,True,11.192,0.342,1993.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8325,89.086044,7.1324997,1.8189449,0.7,0.7,0.0,0.0,53.0,1002.5,1003.10754,100.0,100.0,100.0,100.0,0.040327955,0.12412381,43.045227,67.23909,237.63908,238.35236,72.72,7.7825,6.5325,7.3325,8.0325,0.422,0.423,0.411,0.399
9,2013-02-02,7757,52.220029586050046,4.885622304611378,15,True,11.808,0.0,1967.507,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,6.0,0.0,0.0,0.0,37.0,0.0,4.5195,64.82626,-1.5304999,-1.1052725,0.0,0.0,0.0,0.0,1.0,1011.7,1012.32263,40.2,26.0,28.0,0.0,0.07856033,0.2974587,22.461807,35.309376,338.36905,339.71735,45.0,4.6695,3.9195,3.9195,8.2695,0.567,0.571,0.558,0.553
10,2007-01-20,10197,52.33714670316731,4.941629157216289,10,True,5.912,0.0,2010.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.361,83.193436,8.611,5.478059,0.2,0.2,0.0,0.0,51.0,1007.3,1006.8163,100.0,100.0,100.0,33.0,0.0569881,0.22631168,37.84283,58.442093,242.21616,243.27718,72.36,10.061001,9.111,9.111,11.611,0.685,0.69,0.687,0.614
11,2011-07-12,6410,52.270480036500565,4.853197284682216,23,True,11.639,0.0,1804.312,22.0,3.0,3.0,18.0,0.0,16.0,18.0,8.0,15.0,0.0,0.0,0.0,7.0,8.0,0.0,20.0,0.0,14.2695,89.22597,12.5195,10.088421,2.0,2.0,0.0,0.0,61.0,1012.7,1013.3023,100.0,68.0,100.0,84.0,0.02189568,0.17543983,34.09373,50.206768,21.689133,22.3355,56.519997,16.219501,17.869501,14.7695,10.3695,0.567,0.441,0.477,0.605
12,2020-02-10,7946,52.335344901365495,4.888570033695846,16,True,11.468,0.0,1984.538,4.0,5.0,0.0,1.0,12.0,9.0,5.0,5.0,5.0,5.0,0.0,0.0,1.0,19.0,2.0,7.0,0.0,7.024,74.630264,2.824,-1.1437187,0.4,0.4,0.0,0.0,51.0,994.7,994.4576,100.0,30.0,100.0,99.0,0.06877168,0.25515753,44.71252,69.054344,232.85323,233.90665,78.12,7.624,7.224,7.524,10.274,0.723,0.728,0.697,0.673
13,2020-12-27,10025,52.25246201848251,4.9386814281318205,0,True,10.088,0.0,1905.0,0.0,3.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,5.913,81.93378,3.063,-1.7129731,0.0,0.0,0.0,0.0,3.0,1000.0,1000.3672,100.0,100.0,100.0,100.0,0.032484025,0.16833091,41.301273,62.86099,194.64192,196.9822,72.72,5.313,5.613,8.363,12.063,0.706,0.705,0.678,0.607
14,2022-02-18,12225,52.38759715361782,4.988792822567794,18,True,11.5,0.358,1980.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,65.62593,1.0,-3.01818,0.0,0.0,0.0,0.0,1.0,988.8,989.04095,23.4,14.0,18.0,0.0,0.08289836,0.34514922,55.222168,82.98761,259.86224,261.51846,90.72,7.85,7.75,7.45,9.9,0.725,0.723,0.691,0.648
15,2022-02-21,9796,52.2902998563204,4.9327859699628815,9,True,4.939,0.371,1436.14,0.0,37.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.576,77.47471,0.976,-3.2228317,1.9,1.3,0.42000002,0.0,73.0,993.6,994.2115,100.0,100.0,100.0,100.0,0.057078537,0.19125491,39.97459,60.430687,231.58191,234.7003,67.32,5.176,6.876,7.576,9.776,0.744,0.744,0.725,0.681
16,2017-09-13,3018,52.23984940586989,4.773608599401553,12,True,11.531,0.0,1812.492,17.0,0.0,0.0,15.0,4.0,17.0,0.0,6.0,4.0,44.0,4.0,3.0,1.0,0.0,2.0,13.0,0.0,14.75,69.37723,9.2,8.276112,0.1,0.1,0.0,0.0,51.0,997.6,997.955,73.8,46.0,54.0,0.0,0.2307805,0.51442695,42.9729,62.868202,254.45013,255.4067,87.84,15.65,14.7,15.75,16.15,0.406,0.404,0.299,0.331
17,2022-02-18,11390,52.234444000464485,4.971106448060979,21,True,13.915,0.0,1736.245,4.0,5.0,2.0,1.0,1.0,5.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,6.413,57.02916,-1.487,-2.637063,0.0,0.0,0.0,0.0,1.0,995.7,996.065,29.7,7.0,39.0,0.0,0.09453084,0.41440952,45.99273,66.7254,251.28131,252.7381,79.56,7.163,7.963,7.463,9.813,0.725,0.729,0.705,0.679
18,2021-03-11,8496,52.4254349914557,4.900360950033722,10,True,12.302,0.0,1973.375,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.6565,68.54776,5.1064997,2.0578094,0.0,0.0,0.0,0.0,3.0,989.6,989.8381,100.0,93.0,96.0,0.0,0.16208047,0.40422285,50.77149,76.97773,231.91118,232.21895,104.03999,8.4565,5.7565,6.5565,9.2065,0.69,0.668,0.679,0.68
19,2020-02-09,9963,52.36597553199617,4.935733699047351,16,True,16.5,1.214,1828.533,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.124,77.4295,7.324,1.9745789,0.5,0.5,0.0,0.0,53.0,988.3,988.06256,100.0,100.0,100.0,97.0,0.080475286,0.29920638,58.00917,87.74331,208.9509,210.03638,101.52,8.824,6.574,7.424,10.324,0.673,0.672,0.675,0.627
20,2023-07-05,11681,52.30831787433844,4.977001906229918,12,True,7.25,0.156,2005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,13.9545,87.45668,11.9045,9.654203,0.2,0.2,0.0,0.0,51.0,1008.2,1007.6004,100.0,20.0,100.0,99.0,0.10498166,0.20013487,33.541878,49.915527,257.6046,258.77115,64.439995,13.6545,16.404501,16.154501,10.8545,0.694,0.437,0.536,0.651
21,2023-07-05,7934,52.31372327974385,4.888570033695846,12,True,9.121,0.292,1464.64,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,27.0,0.0,46.0,0.0,14.1565,86.330635,11.9065,9.82675,0.2,0.2,0.0,0.0,51.0,1008.3,1008.6595,95.4,6.0,100.0,100.0,0.105223574,0.22097266,33.74796,52.615448,258.92984,260.15106,65.88,13.5065,16.2565,16.0065,10.856501,0.702,0.501,0.538,0.661
22,2009-05-26,2507,52.220029586050046,4.761817683063677,7,True,8.655,0.0,1832.454,6.0,2.0,27.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,39.0,0.0,18.2435,89.81969,16.543499,16.701477,0.0,0.0,0.0,0.0,3.0,1006.4,1006.63586,87.9,86.0,1.0,33.0,0.110997066,0.21342516,26.242987,38.01198,206.91647,208.2639,40.32,17.043499,16.043499,12.5435,8.643499,0.321,0.289,0.312,0.379
23,2022-02-18,3723,52.38399355001421,4.788347244823899,16,True,11.161,0.312,1944.675,0.0,0.0,0.0,25.0,15.0,38.0,0.0,10.0,11.0,1.0,7.0,0.0,0.0,0.0,0.0,14.0,2.0,8.7435,68.63259,3.2935,-0.39673233,0.1,0.1,0.0,0.0,51.0,984.7,984.7,21.6,16.0,12.0,0.0,0.10282701,0.3546213,51.984802,81.31299,233.44743,234.5507,106.92,8.5935,7.8935003,7.5435004,9.8435,0.733,0.727,0.702,0.681
24,2007-06-09,11734,52.403813369834054,4.977001906229918,14,True,13.56,0.0,1793.095,28.0,2.0,0.0,1.0,18.0,7.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,8.0,0.0,21.2,79.68716,17.55,22.154293,0.0,0.0,0.0,0.0,2.0,1017.2,1017.43646,68.4,59.0,24.0,3.0,0.34185365,0.5114145,13.849476,17.227419,261.02747,259.15973,25.56,23.7,19.05,14.3,10.8,0.558,0.554,0.559,0.653
25,2012-04-28,9663,52.27588544190598,4.929838240878413,15,True,9.456,0.0,1927.033,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,26.0,0.0,10.3065,87.115944,8.2565,6.599782,0.0,0.0,0.0,0.0,3.0,1012.9,1013.26624,100.0,96.0,58.0,100.0,0.08911276,0.16175783,22.288042,31.75355,31.122416,32.96941,45.36,11.0065,10.2065,8.5065,8.0565,0.693,0.686,0.615,0.64
26,2009-09-03,4029,52.259669225689734,4.797190432077306,15,True,14.5,0.55,1983.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.863,65.961754,10.462999,11.424451,0.1,0.1,0.0,0.0,51.0,998.8,999.2706,48.300003,22.0,36.0,23.0,0.2220749,0.6543851,38.3176,54.744858,243.19429,244.27753,78.479996,16.913,16.863,16.913,14.462999,0.42,0.321,0.337,0.429
27,2022-02-18,6416,52.28129084731138,4.853197284682216,16,True,11.654,0.362,2003.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9435,65.82379,2.8935,-0.77632713,0.0,0.0,0.0,0.0,0.0,985.8,986.039,13.8,10.0,8.0,0.0,0.11284059,0.39162803,55.44467,84.74999,232.38597,233.8115,108.72,8.5435,7.8935003,7.2935004,7.7935004,0.419,0.421,0.412,0.401
28,2018-01-18,9281,52.26327282929334,4.920995053625006,17,True,10.25,0.167,2006.833,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.863,81.075,0.913,-0.63883185,0.0,0.0,0.0,0.0,2.0,1000.5,1000.87054,57.9,7.0,86.0,0.0,0.014339393,0.15285498,17.294992,30.811037,272.3859,276.70975,37.079998,4.563,5.013,6.913,10.863,0.723,0.724,0.694,0.634
29,2021-08-07,5882,52.220029586050046,4.841406368344342,19,True,14.735,0.0,231.923,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.613,89.04229,13.813,13.466297,0.2,0.2,0.0,0.0,51.0,999.4,999.9912,65.700005,27.0,36.0,66.0,0.039179154,0.19451582,23.18579,36.233242,205.76927,207.83798,40.68,16.713001,17.613,16.213001,13.813,0.407,0.375,0.315,0.362
30,2022-02-18,3691,52.32633589235648,4.788347244823899,19,True,9.1,0.168,1999.133,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95,62.835537,0.35,-1.995491,0.0,0.0,0.0,0.0,1.0,991.8,992.0417,24.9,17.0,16.0,0.0,0.08409082,0.3718893,47.149002,74.93276,255.85762,257.23233,99.0,7.7,8.0,7.6,9.9,0.722,0.72,0.7,0.679
31,2022-02-19,13764,52.23264219866267,5.027113300665892,12,True,12.439,0.375,1937.688,2.0,2.0,0.0,0.0,49.0,13.0,3.0,3.0,36.0,0.0,1.0,8.0,5.0,0.0,0.0,14.0,2.0,6.6064997,60.73569,-0.44349998,-0.44524956,0.1,0.1,0.0,0.0,51.0,1012.1,1012.3473,100.0,52.0,58.0,78.0,0.15110938,0.38374346,33.326744,46.696037,243.7118,244.42274,65.520004,7.3564997,7.1565,7.5065,9.7565,0.712,0.72,0.707,0.68
32,2007-06-08,14442,52.328137694158286,5.041851946088236,20,True,14.928,0.393,1801.068,2.0,2.0,15.0,25.0,40.0,11.0,4.0,1.0,1.0,0.0,10.0,0.0,3.0,23.0,4.0,4.0,1.0,18.956501,91.591125,17.5565,20.35219,0.0,0.0,0.0,0.0,1.0,1015.9,1016.13745,39.6,3.0,13.0,97.0,0.019797632,0.18430638,9.0645685,16.055353,276.84268,289.6539,20.519999,21.956501,19.3565,14.1565,10.7565,0.565,0.566,0.563,0.657
33,2023-07-11,11851,52.38939895541962,4.979949635314387,14,True,3.0,0.0,1186.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,24.55,59.523586,16.15,23.77961,0.1,0.1,0.0,0.0,51.0,1010.8,1011.0318,63.000004,19.0,27.0,99.0,0.42386627,1.248072,21.794127,29.07989,239.19862,238.67136,45.719997,24.85,20.15,16.4,11.25,0.524,0.47,0.515,0.648
34,2023-07-05,7965,52.36957913559978,4.888570033695846,12,True,9.301,0.0,1967.14,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0,22.0,57.0,0.0,14.0785,86.32289,11.8285,9.72393,0.2,0.2,0.0,0.0,51.0,1008.3,1007.2214,95.4,6.0,100.0,100.0,0.1049146,0.21998537,33.74796,52.615448,258.92984,260.15106,65.88,13.4285,16.1785,15.9285,10.778501,0.702,0.501,0.538,0.661
35,2023-07-05,10356,52.398407964428635,4.944576886300758,12,True,10.429,0.0,1996.0,0.0,0.0,8.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,13.487,90.64538,11.987,9.046948,0.1,0.1,0.0,0.0,51.0,1008.0,1008.0,100.0,54.0,100.0,100.0,0.07886265,0.14479494,34.68166,51.72988,260.43997,261.1933,66.24,13.437,16.437,16.187,10.987,0.702,0.456,0.533,0.651
36,2022-02-18,13432,52.31011967614025,5.018270113412484,15,True,10.524,0.0,1911.252,6.0,7.0,2.0,3.0,5.0,17.0,9.0,3.0,4.0,2.0,4.0,0.0,1.0,18.0,2.0,32.0,0.0,9.25,65.42744,3.1,-1.4535828,0.1,0.1,0.0,0.0,51.0,985.7,985.9384,15.9,7.0,16.0,0.0,0.13040468,0.4044335,62.454556,93.368484,228.03741,228.75183,105.479996,8.9,7.8,7.45,9.85,0.736,0.724,0.695,0.663
37,2022-02-18,4036,52.272281838302355,4.797190432077306,17,True,11.115,0.15,1682.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,7.2,71.043106,2.3,-1.6498933,0.0,0.0,0.0,0.0,1.0,987.2,987.5613,46.5,19.0,49.0,0.0,0.07071103,0.29476494,48.73847,74.54173,247.41264,248.76375,94.67999,8.2,7.95,7.3,7.8,0.418,0.42,0.412,0.401
38,2008-07-12,3892,52.238047604068086,4.794242702992836,9,True,4.25,0.167,2012.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.9305,85.28151,12.4805,12.819469,0.4,0.4,0.0,0.0,51.0,1007.3,1007.3,48.6,32.0,33.0,0.0,0.17774402,0.2501049,19.809813,24.821732,250.9064,250.51378,37.8,16.0805,15.9805,15.580501,12.5305,0.351,0.312,0.278,0.365
39,2006-07-22,5211,52.36237192839256,4.8237199938375275,18,True,14.296,0.0,1905.643,6.0,1.0,6.0,3.0,0.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0805,85.05276,20.4305,25.112667,0.0,0.0,0.0,0.0,2.0,1015.6,1015.2488,60.6,29.0,12.0,91.0,0.1252504,0.42182088,14.05845,19.228851,39.805527,38.157276,19.08,24.9805,22.7305,17.380499,11.2305,0.339,0.335,0.447,0.562
40,2023-07-27,11363,52.41102057704127,4.96815871897651,9,True,9.575,0.0,1663.421,12.0,0.0,12.0,8.0,1.0,9.0,5.0,7.0,17.0,3.0,1.0,0.0,0.0,10.0,2.0,96.0,0.0,17.25,93.85029,16.25,17.03758,0.6,0.6,0.0,0.0,53.0,1002.4,1002.6362,100.0,100.0,97.0,25.0,0.05379824,0.12111676,16.299694,26.250393,239.47037,244.84073,28.08,15.95,16.8,16.35,11.9,0.639,0.457,0.513,0.642
41,2022-02-18,8293,52.28489445091499,4.897413220949254,16,True,11.102,0.15,1893.987,0.0,0.0,11.0,8.0,8.0,30.0,14.0,4.0,26.0,18.0,1.0,1.0,1.0,1.0,14.0,18.0,3.0,8.95,65.82523,2.9,-0.76862144,0.0,0.0,0.0,0.0,0.0,985.8,986.15826,13.8,10.0,8.0,0.0,0.11287503,0.39178318,55.44467,84.74999,232.38597,233.8115,108.72,8.55,7.9,7.3,7.8,0.419,0.421,0.412,0.401
42,2022-02-19,5400,52.25246201848251,4.829615452006465,13,True,10.771,0.227,1984.386,8.0,2.0,3.0,0.0,62.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.263,59.586983,-0.087,0.7493696,0.0,0.0,0.0,0.0,3.0,1011.4,1012.0161,94.8,8.0,96.0,100.0,0.1489085,0.41315234,30.007679,43.04522,239.74365,240.43352,58.679996,7.663,6.863,7.363,7.813,0.406,0.411,0.412,0.401
43,2017-08-03,5071,52.335344901365495,4.820772264753058,19,True,12.586,0.25,1675.196,6.0,8.0,12.0,10.0,0.0,47.0,16.0,0.0,13.0,0.0,1.0,5.0,7.0,1.0,10.0,12.0,0.0,18.067501,73.30849,13.2175,14.549725,0.0,0.0,0.0,0.0,0.0,1008.6,1008.2452,13.799999,14.0,2.0,0.0,0.10192572,0.5535517,31.151962,49.230576,236.3099,237.23961,60.479996,19.4675,18.317501,16.417501,12.4675,0.625,0.596,0.505,0.619
44,2019-03-14,9992,52.41822778424848,4.935733699047351,13,True,13.56,0.543,1888.98,0.0,6.0,0.0,2.0,25.0,2.0,2.0,3.0,6.0,4.0,0.0,0.0,5.0,27.0,0.0,17.0,0.0,10.2,74.66352,5.9,2.1684384,0.1,0.1,0.0,0.0,51.0,992.8,993.0395,100.0,77.0,85.0,0.0,0.121665545,0.31586194,48.067753,70.483734,286.5349,287.2319,85.67999,7.7,6.5,7.75,9.75,0.744,0.726,0.654,0.595
45,2022-01-31,11905,52.26147102749154,4.9828973643988554,13,True,11.322,0.0,1684.044,7.0,0.0,0.0,0.0,46.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,6.063,81.37645,3.113,-1.5907564,0.2,0.2,0.0,0.0,51.0,1010.5,1010.87103,100.0,100.0,93.0,86.0,0.051350813,0.17533094,41.556225,63.378403,318.16043,320.06946,77.76,5.113,6.013,6.763,10.263,0.692,0.661,0.68,0.674
46,2023-09-13,7748,52.42903859505931,4.8826745755269085,15,True,9.663,0.0,1992.289,5.0,0.0,0.0,58.0,1.0,26.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,51.0,0.0,18.3565,63.915672,11.4065,16.4793,0.0,0.0,0.0,0.0,0.0,1020.9,1021.1393,12.599999,12.0,3.0,0.0,0.21271348,0.76210237,15.844089,21.659916,21.31798,21.44781,32.760002,20.0565,19.3065,17.206501,13.2565,0.622,0.585,0.563,0.642
47,2023-11-02,9797,52.2921016581222,4.9327859699628815,19,True,13.058,0.368,1882.354,4.0,2.0,31.0,0.0,0.0,22.0,4.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.376,71.40855,5.426,2.5083652,0.0,0.0,0.0,0.0,3.0,971.7,972.2858,100.0,100.0,80.0,9.0,0.07473606,0.36065394,46.228825,70.19908,199.56387,201.03758,80.64,9.926,11.226,12.826,13.976,0.74,0.743,0.719,0.635
48,2021-03-11,6590,52.36957913559978,4.856145013766686,14,True,8.531,0.278,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.448,77.43175,5.698,3.379653,0.4,0.4,0.0,0.0,51.0,994.4,993.6791,39.6,20.0,36.0,0.0,0.12131701,0.2675352,34.29838,51.744907,249.09195,248.7907,70.92,8.798,6.148,6.498,9.198,0.684,0.664,0.677,0.683
49,2022-02-18,11876,52.209218775239215,4.9828973643988554,16,True,11.217,0.0,1971.284,0.0,0.0,0.0,0.0,3.0,24.0,3.0,2.0,6.0,0.0,15.0,0.0,0.0,16.0,4.0,29.0,0.0,9.0,63.31671,2.4,-0.97268295,0.0,0.0,0.0,0.0,0.0,986.4,986.6392,9.9,7.0,6.0,0.0,0.11903916,0.42196196,56.561256,86.261894,230.94153,232.4605,107.27999,8.9,8.05,7.5,9.85,0.733,0.725,0.7,0.677
50,2023-07-05,3859,52.403813369834054,4.791294973908368,11,True,9.692,0.281,1601.654,0.0,0.0,5.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.674,76.27524,9.574,8.073883,0.7,0.7,0.0,0.0,53.0,1006.8,1006.4402,100.0,30.0,100.0,100.0,0.106041215,0.37175226,37.688404,59.197838,263.41815,265.81516,70.2,13.224,16.274,15.974,10.774,0.715,0.526,0.547,0.666
51,2023-07-05,7238,52.41102057704127,4.870883659189032,11,True,8.617,0.0,1988.112,9.0,55.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,13.7065,76.28051,9.606501,8.115433,0.7,0.7,0.0,0.0,53.0,1006.8,1007.03973,100.0,30.0,100.0,100.0,0.10617216,0.3724544,37.688404,59.197838,263.41815,265.81516,70.2,13.2565,16.3065,16.0065,10.8065,0.715,0.526,0.547,0.666
52,2020-08-24,11748,52.42903859505931,4.977001906229918,8,True,3.0,0.0,2000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,80.43447,13.9,16.0276,0.1,0.1,0.0,0.0,51.0,1013.7,1013.9382,50.7,23.0,32.0,36.0,0.14602101,0.38661647,17.399586,23.598541,245.55606,248.52315,36.0,16.75,18.6,18.1,12.8,0.532,0.436,0.457,0.612
53,2009-09-12,5924,52.29570526172581,4.841406368344342,1,True,21.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.15,78.157936,10.4,12.199413,0.0,0.0,0.0,0.0,3.0,1031.5,1031.7456,92.399994,73.0,17.0,55.0,0.02402859,0.35296476,14.277983,22.392464,33.6901,36.50153,17.64,14.8,16.35,16.4,14.65,0.341,0.35,0.335,0.427
