,Date,grid_id,LAT,LON,Unnamed: 0,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
992,2022-03-05,3920,52.38939895541962,4.864988201020093,1632,12,False,,,,,,,,,,,,,,,,,,,,,5.637,67.97894,0.187,1.9209843,0.0,0.0,0.0,0.0,0.0,1022.1,1021.97473,0.0,0.0,0.0,0.0,0.18418749,0.29270494,11.113451,14.007655,65.09527,64.09355,25.56,5.487,4.687,6.987,9.537001,0.671,0.684,0.716,0.695
993,2023-12-13,2835,52.38038994641061,4.832563181090935,1633,21,False,,,,,,,,,,,,,,,,,,,,,5.8305,93.94406,4.9305,2.2388015,0.0,0.0,0.0,0.0,3.0,1006.5,1006.2535,91.8,100.0,3.0,0.0,0.0,0.0561046,16.179987,26.574244,32.275623,35.628006,29.88,6.7305,7.4305,7.7805004,12.6805,0.716,0.726,0.726,0.711
994,2023-04-10,6399,52.37498454100519,4.950472344469697,1634,6,True,18.7,0.721,1804.615,10.0,,,,,,2.0,,,,,,,,,,1.0,8.4,70.03101,3.25,4.1924305,0.0,0.0,0.0,0.0,2.0,1018.1,1018.34686,76.8,0.0,78.0,100.0,0.05283337,0.33103013,18.1041,32.908016,162.64589,169.91946,28.8,7.95,9.3,8.25,9.2,0.641,0.655,0.672,0.645
995,2022-07-02,6440,52.304714270734834,4.953420073554165,1635,18,False,,,,,,,,,,,,,,,,,,,,,20.75,57.854034,12.15,20.551907,0.0,0.0,0.0,0.0,1.0,1018.0,1018.23663,20.7,0.0,28.0,13.0,0.15500958,1.0325731,5.937272,8.209263,284.03625,285.25516,12.599999,20.8,17.75,15.25,10.6,0.566,0.553,0.509,0.64
996,2023-12-18,2715,52.35336291938354,4.829615452006465,1636,12,False,,,,,,,,,,,,,,,,,,,,,9.4805,86.14952,7.2805004,5.7651825,0.0,0.0,0.0,0.0,3.0,1028.1,1027.9757,94.5,54.0,27.0,99.0,0.04980824,0.16454399,20.674156,31.991425,215.07384,219.06258,41.039997,8.1805,7.8305,8.1305,12.5305,0.688,0.7,0.719,0.697
997,2023-05-20,4450,52.31372327974385,4.8826745755269085,1640,15,False,,,,,,,,,,,,,,,,,,,,,17.7565,54.662716,8.5065,14.5690155,0.0,0.0,0.0,0.0,3.0,1021.8,1022.1598,100.0,98.0,67.0,0.0,0.2247181,0.9222574,19.164717,28.017622,61.99092,62.44729,40.68,17.4065,13.106501,11.356501,9.3065,0.601,0.627,0.666,0.679
998,2023-08-14,5604,52.31552508154565,4.920995053625006,1641,22,True,12.75,0.25,1602.0,,,5.0,,,,,,,,,,,,,,,18.487,84.5637,15.837001,18.881424,0.0,0.0,0.0,0.0,0.0,1012.5,1012.5,14.1,2.0,3.0,35.0,0.009727388,0.32860172,10.990322,22.38378,238.39255,242.19862,16.56,19.687,18.887,15.987,12.437,0.553,0.565,0.512,0.636
999,2022-03-25,8971,52.29930886532942,5.086067882355273,1643,13,False,,,,,,,,,,,,,,,,,,,,,14.2455,52.63387,4.6955,11.400957,0.0,0.0,0.0,0.0,0.0,1031.6,1031.845,0.0,0.0,0.0,0.0,0.31760615,0.77030945,13.708391,17.551615,23.198618,25.513834,28.44,12.6455,8.945499,8.0955,9.1455,0.527,0.549,0.629,0.695
1000,2023-06-29,2609,52.35336291938354,4.8266677229219965,1644,9,False,,,,,,,,,,,,,,,,,,,,,20.324001,77.81451,16.324001,19.459162,0.0,0.0,0.0,0.0,3.0,1013.7,1013.46405,100.0,73.0,100.0,87.0,0.18574412,0.5293335,20.969807,29.758307,235.49142,235.34862,41.760002,19.424002,18.624,16.124,10.574,0.426,0.415,0.545,0.664
1001,2022-03-08,6057,52.30831787433844,4.9386814281318205,1645,9,True,6.828,0.169,1970.431,2.0,,,32.0,1.0,13.0,,14.0,5.0,2.0,,,,3.0,1.0,57.0,,3.7,62.75036,-2.75,-1.8383169,0.0,0.0,0.0,0.0,0.0,1022.7,1022.9525,0.0,0.0,0.0,0.0,0.10486786,0.29740766,20.746122,30.378967,128.65982,130.67485,35.64,1.75,3.55,6.65,9.45,0.641,0.658,0.7,0.679
